"강서구","등촌2동",한국인,442
"강서구","등촌3동",한국인,643
"강서구","화곡본동",한국인,562
"강서구","화곡2동",한국인,299
"강서구","화곡3동",한국인,392
"강서구","화곡4동",한국인,362
"강서구","화곡6동",한국인,731
"강서구","화곡8동",한국인,394
"강서구","가양1동",한국인,677
"강서구","가양2동",한국인,212
"강서구","가양3동",한국인,412
"강서구","발산1동",한국인,834
"강서구","공항동",한국인,1063
"강서구","방화1동",한국인,1231
"강서구","방화2동",한국인,443
"강서구","방화3동",한국인,512
"강서구","화곡1동",한국인,929
"강서구","우장산동",한국인,1056
"구로구","소계",한국인,10031
"구로구","신도림동",한국인,1274
"구로구","구로1동",한국인,739
"구로구","구로3동",한국인,458
"구로구","구로4동",한국인,284
"구로구","구로5동",한국인,768
"구로구","고척1동",한국인,875
"구로구","고척2동",한국인,503
"구로구","개봉2동",한국인,701
"구로구","개봉3동",한국인,349
"구로구","오류1동",한국인,503
"구로구","수궁동",한국인,480
"구로구","가리봉동",한국인,78
"구로구","구로2동",한국인,277
"구로구","개봉1동",한국인,1013
"구로구","오류2동",한국인,794
"구로구","항동",한국인,935
"금천구","소계",한국인,4480
"금천구","가산동",한국인,317
"금천구","독산1동",한국인,1464
"금천구","독산2동",한국인,279
"금천구","독산3동",한국인,366
"금천구","독산4동",한국인,217
"금천구","시흥1동",한국인,595
"금천구","시흥2동",한국인,477
"금천구","시흥3동",한국인,159
"금천구","시흥4동",한국인,289
"금천구","시흥5동",한국인,317
"영등포구","소계",한국인,10377
"영등포구","여의동",한국인,905
"영등포구","당산1동",한국인,550
"영등포구","당산2동",한국인,1130
"영등포구","양평1동",한국인,633
"영등포구","양평2동",한국인,798
"영등포구","신길1동",한국인,346
"영등포구","신길3동",한국인,444
"영등포구","신길4동",한국인,343
"영등포구","신길5동",한국인,276
"영등포구","신길6동",한국인,421
"영등포구","신길7동",한국인,780
"영등포구","대림1동",한국인,311
"영등포구","대림2동",한국인,161
"영등포구","대림3동",한국인,476
"영등포구","영등포본동",한국인,527
"영등포구","영등포동",한국인,597
"영등포구","도림동",한국인,434
"영등포구","문래동",한국인,1245
"동작구","소계",한국인,8463
"동작구","노량진2동",한국인,82
"동작구","상도1동",한국인,860
"동작구","상도2동",한국인,939
"동작구","상도3동",한국인,368
"동작구","상도4동",한국인,514
"동작구","사당1동",한국인,279
"동작구","사당3동",한국인,674
"동작구","사당4동",한국인,240
"동작구","사당5동",한국인,414
"동작구","대방동",한국인,557
"동작구","신대방1동",한국인,497
"동작구","신대방2동",한국인,632
"동작구","흑석동",한국인,899
"동작구","노량진1동",한국인,739
"동작구","사당2동",한국인,769
"관악구","소계",한국인,7080
"관악구","보라매동",한국인,364
"관악구","청림동",한국인,521
"관악구","행운동",한국인,373
"관악구","낙성대동",한국인,207
"관악구","중앙동",한국인,153
"관악구","인헌동",한국인,390
"관악구","남현동",한국인,339
"관악구","서원동",한국인,242
"관악구","신원동",한국인,163
"관악구","서림동",한국인,234
"관악구","신사동",한국인,211
"관악구","신림동",한국인,128
"관악구","난향동",한국인,317
"관악구","조원동",한국인,360
"관악구","대학동",한국인,247
"관악구","은천동",한국인,665
"관악구","성현동",한국인,605
"관악구","청룡동",한국인,498
"관악구","난곡동",한국인,333
"관악구","삼성동",한국인,229
"관악구","미성동",한국인,501
"서초구","소계",한국인,10409
"서초구","서초1동",한국인,472
"서초구","서초2동",한국인,826
"서초구","서초3동",한국인,673
"서초구","서초4동",한국인,718
"서초구","잠원동",한국인,595
"서초구","반포본동",한국인,3
"서초구","반포1동",한국인,904
"서초구","반포2동",한국인,780
"서초구","반포3동",한국인,697
"서초구","반포4동",한국인,549
"서초구","방배본동",한국인,364
"서초구","방배1동",한국인,362
"서초구","방배2동",한국인,401
"서초구","방배3동",한국인,429
"서초구","방배4동",한국인,461
"서초구","양재1동",한국인,1161
"서초구","양재2동",한국인,456
"서초구","내곡동",한국인,558
"강남구","소계",한국인,12030
"강남구","신사동",한국인,317
"강남구","개포3동",한국인,390
"강남구","논현1동",한국인,264
"강남구","논현2동",한국인,346
"강남구","삼성1동",한국인,261
"강남구","삼성2동",한국인,721
"강남구","대치1동",한국인,292
"강남구","대치4동",한국인,212
"강남구","역삼1동",한국인,424
"강남구","역삼2동",한국인,619
"강남구","도곡1동",한국인,505
"강남구","도곡2동",한국인,702
"강남구","개포1동",한국인,283
"강남구","개포4동",한국인,710
"강남구","일원본동",한국인,571
"강남구","일원1동",한국인,252
"강남구","수서동",한국인,298
"강남구","세곡동",한국인,1518
"강남구","압구정동",한국인,665
"강남구","청담동",한국인,615
"강남구","대치2동",한국인,614
"강남구","개포2동",한국인,1451
"송파구","소계",한국인,17488
"송파구","풍납1동",한국인,264
"송파구","풍납2동",한국인,699
"송파구","거여1동",한국인,229
"송파구","거여2동",한국인,778
"송파구","마천1동",한국인,285
"송파구","마천2동",한국인,254
"송파구","방이1동",한국인,310
"송파구","방이2동",한국인,453
"송파구","오륜동",한국인,300
"송파구","오금동",한국인,904
"송파구","송파1동",한국인,439
"송파구","송파2동",한국인,471
"송파구","석촌동",한국인,590
"송파구","삼전동",한국인,482
"송파구","가락본동",한국인,648
"송파구","가락1동",한국인,1330
"송파구","가락2동",한국인,742
"송파구","문정1동",한국인,471
"송파구","문정2동",한국인,675
"송파구","잠실본동",한국인,442
"송파구","잠실4동",한국인,721
"송파구","잠실6동",한국인,443
"송파구","잠실7동",한국인,198
"송파구","잠실2동",한국인,928
"송파구","잠실3동",한국인,815
"송파구","장지동",한국인,905
"송파구","위례동",한국인,2712
"강동구","소계",한국인,12920
"강동구","명일1동",한국인,918
"강동구","명일2동",한국인,280
"강동구","고덕1동",한국인,554
"강동구","고덕2동",한국인,943
"강동구","암사2동",한국인,582
"강동구","암사3동",한국인,519
"강동구","천호1동",한국인,558
"강동구","천호3동",한국인,585
"강동구","성내1동",한국인,598
"강동구","성내2동",한국인,424
"강동구","성내3동",한국인,404
"강동구","둔촌1동",한국인,-
"강동구","둔촌2동",한국인,690
"강동구","암사1동",한국인,721
"강동구","천호2동",한국인,705
"강동구","길동",한국인,900
"강동구","강일동",한국인,1461
"강동구","상일1동",한국인,1552
"강동구","상일2동",한국인,526
