상세영업상태명,지번주소,도로명주소,도로명우편번호,사업장명,좌표정보(X),좌표정보(Y)
폐업,서울특별시 광진구 자양동 616-36번지 ,서울특별시 광진구 뚝섬로 621  (자양동),,아마겟돈,206898.1095,447798.2159
폐업,서울특별시 광진구 화양동 20-19번지 ,서울특별시 광진구 광나루로12길 13-1  (화양동),,게임랜드,205916.9648,449416.5357
폐업,서울특별시 광진구 중곡동 83-8번지 ,서울특별시 광진구 영화사로 15  (중곡동),,태양오락실,207823.1429,450629.271
폐업,서울특별시 광진구 자양동 219-5번지 ,서울특별시 광진구 아차산로 360  (자양동),,팡팡게임랜드,207233.6953,448245.7076
폐업,서울특별시 광진구 중곡동 638-5번지 ,서울특별시 광진구 면목로 53  (중곡동),,테크노게임랜드,206741.7991,450726.4146
허가취소,서울특별시 광진구 자양동 48-23번지 ,서울특별시 광진구 뚝섬로32길 28  (자양동),,파워게임랜드,205831.7263,448016.0439
폐업,서울특별시 광진구 능동 276-3번지 ,서울특별시 광진구 능동로 302  (능동),,쎄븐오락실,206957.3725,450482.3383
폐업,서울특별시 광진구 중곡동 80-2번지 ,서울특별시 광진구 용마산로6길 6  (중곡동),,은하수,207752.0497,450553.0823
폐업,서울특별시 광진구 자양동 8-1번지 ,서울특별시 광진구 아차산로 220  (자양동),,스타그레프트,205906.7722,448710.968
허가취소,서울특별시 광진구 군자동 474-50번지 ,서울특별시 광진구 능동로35길 21-1  (군자동),,군자,206802.9316,450514.6786
폐업,서울특별시 광진구 자양동 607-35번지 ,서울특별시 광진구 뚝섬로46길 9  (자양동),,게임뱅크,206738.9593,447782.3671
폐업,서울특별시 광진구 자양동 227-133번지 ,서울특별시 광진구 자양번영로 81  (자양동),,21세기게임월드,206696.8032,448294.7402
폐업,서울특별시 광진구 중곡동 292-0번지 SK아파트 1동 105호,"서울특별시 광진구 용마산로 174, 1동 105호 (중곡동,SK아파트)",,핑크댄스엔 게임파크,207571.7479,451845.6017
폐업,서울특별시 광진구 자양동 2-6번지 ,서울특별시 광진구 능동로 85  (자양동),,아마겟돈,206100.0743,448504.8305
폐업,서울특별시 광진구 군자동 355-10번지 ,서울특별시 광진구 광나루로 341  (군자동),,스타게임랜드,205932.9775,449586.5194
폐업,서울특별시 광진구 자양동 25-4번지 ,서울특별시 광진구 동일로 82  (자양동),,월드경품게임장,205494.0946,448631.1078
폐업,서울특별시 광진구 자양동 845-10번지 ,서울특별시 광진구 뚝섬로27길 37  (자양동),,팔도게임장,205765.0975,448365.7346
허가취소,서울특별시 광진구 군자동 184-0번지 ,서울특별시 광진구 동일로 278  (군자동),,대박블랙스페셜,206309.5908,450430.8847
폐업,서울특별시 광진구 화양동 23-28번지 ,서울특별시 광진구 동일로 170  (화양동),,아남게임랜드,205860.7175,449443.4169
폐업,서울특별시 광진구 중곡동 158-32번지 ,서울특별시 광진구 능동로38길 3  (중곡동),,노다지게임랜드,207022.8763,450619.9059
폐업,서울특별시 광진구 군자동 49-53번지 ,,,스피드게임랜드,206596.7443,450292.5097
폐업,서울특별시 광진구 구의동 54-4번지 ,서울특별시 광진구 자양로 279  (구의동),,대박경품게임랜드,207995.5466,449846.7132
허가취소,서울특별시 광진구 화양동 48-16번지 ,,,게임랜드,,
폐업,서울특별시 광진구 중곡동 44-1번지 ,서울특별시 광진구 긴고랑로22길 4  (중곡동),,스타,207371.4746,450956.6824
폐업,서울특별시 광진구 자양동 74-14번지 ,서울특별시 광진구 능동로 7  (자양동),,자양게임랜드,205828.7337,447787.8084
폐업,서울특별시 광진구 구의동 224-15번지 ,서울특별시 광진구 구의로 44  (구의동),,인형랜드,207892.5198,448838.0194
폐업,서울특별시 광진구 중곡동 174-79번지 ,,,쓰리세븐게임뱅크,,
폐업,서울특별시 광진구 구의동 222-18번지 ,서울특별시 광진구 구의로 29-1  (구의동),,컴닷컴 게임프라자,207843.9061,448715.4055
폐업,서울특별시 광진구 자양동 779-8번지 ,서울특별시 광진구 자양로 109  (자양동),,21세기게임랜드,207272.1495,448355.7308
폐업,서울특별시 광진구 화양동 48-16번지 ,,,붕가붕가게임랜드,,
폐업,서울특별시 광진구 군자동 344-1번지 ,서울특별시 광진구 동일로38길 3  (군자동),,게임랜드,206090.183,449931.8415
폐업,서울특별시 광진구 중곡동 211-29번지 ,서울특별시 광진구 면목로 177  (중곡동),,서울,207242.7237,451854.4985
폐업,서울특별시 광진구 자양동 43-4번지 ,서울특별시 광진구 뚝섬로23길 4  (자양동),,현대게임장,205557.9311,448275.8093
폐업,서울특별시 광진구 능동 214-2번지 ,서울특별시 광진구 천호대로112길 42  (능동),,인형나라,207052.867,450243.6761
폐업,서울특별시 광진구 자양동 630-11번지 ,서울특별시 광진구 자양로13길 31  (자양동),,토이랜드,207228.9304,448064.5099
폐업,서울특별시 광진구 구의동 242-59번지 ,서울특별시 광진구 자양로18길 81  (구의동),,토이랜드,207710.2558,448487.787
폐업,서울특별시 광진구 중곡동 37-26번지 ,서울특별시 광진구 용마산로21길 65  (중곡동),,짱인형,207446.9302,451074.6657
폐업,서울특별시 광진구 중곡동 142-25번지 ,서울특별시 광진구 천호대로109길 16  (중곡동),,YH인형나라,207101.8852,450581.273
폐업,서울특별시 광진구 자양동 46-13번지 ,서울특별시 광진구 뚝섬로30가길 8  (자양동),,인형과선물,205738.4161,448128.6604
폐업,서울특별시 광진구 자양동 634-12번지 ,서울특별시 광진구 자양로13길 83  (자양동),,인형나라,207056.0649,447871.3098
폐업,서울특별시 광진구 구의동 251-8번지 지층 ,"서울특별시 광진구 아차산로51길 61  (구의동,지층)",,경품게임랜드,207419.5075,448620.8364
폐업,서울특별시 광진구 자양동 24-6번지 ,서울특별시 광진구 동일로 90  (자양동),,스타게임랜드,205540.0826,448702.3068
폐업,서울특별시 광진구 자양동 1-20번지 ,서울특별시 광진구 동일로20길 113  (자양동),,동호랜드,206087.728,448604.8998
폐업,서울특별시 광진구 군자동 466-4번지 ,서울특별시 광진구 동일로60길 15  (군자동),,왕대박,206506.928,450685.134
폐업,서울특별시 광진구 자양동 612-47번지 ,서울특별시 광진구 자양로15길 52  (자양동),,인형의집,207070.6276,448131.1453
폐업,서울특별시 광진구 중곡동 172-59번지 ,서울특별시 광진구 면목로 156  (중곡동),,논스톱게임장,207181.1961,451641.7171
폐업,서울특별시 광진구 구의동 222-8번지 ,서울특별시 광진구 구의로 29  (구의동),,인형세상,207841.4145,448701.7762
폐업,서울특별시 광진구 화양동 16-54번지 ,서울특별시 광진구 군자로7길 25  (화양동),,스타오락실,206044.7229,449271.2399
폐업,서울특별시 광진구 구의동 226-24번지 ,서울특별시 광진구 구의로 59  (구의동),,뉴월드 오락실,207898.2928,449004.58
폐업,"서울특별시 광진구 화양동 9-91번지 ,92,93 ","서울특별시 광진구 동일로22길 81  (화양동,,92,93)",,(주)타이토코리아조이맥스건대점,206000.9861,448808.0905
폐업,서울특별시 광진구 구의동 227-6번지 ,서울특별시 광진구 구의로 66  (구의동),,카지노,207938.1602,449059.8757
폐업,서울특별시 광진구 자양동 9-31번지 ,서울특별시 광진구 동일로20길 72  (자양동),,뉴월드,205887.5155,448665.5986
폐업,서울특별시 광진구 중곡동 83-19번지 ,서울특별시 광진구 긴고랑로36길 42  (중곡동),,금강게임랜드,207919.7549,450580.8738
폐업,서울특별시 광진구 자양동 612-25번지 ,서울특별시 광진구 아차산로40길 69-9  (자양동),,경품게임랜드,206831.4948,448053.3319
폐업,서울특별시 광진구 구의동 252-5번지 ,서울특별시 광진구 아차산로51길 33  (구의동),,서진실업,207428.6917,448474.1605
폐업,서울특별시 광진구 구의동 595-0번지 동서울관광호텔2층 ,"서울특별시 광진구 구의강변로 38  (구의동,동서울관광호텔2층)",,강변,208051.8847,447994.8056
폐업,서울특별시 광진구 중곡동 292-0번지 S.K상가 107 ,"서울특별시 광진구 용마산로 174  (중곡동,S.K상가 107)",,신세계,207571.7479,451845.6017
폐업,서울특별시 광진구 화양동 49-3번지 ,서울특별시 광진구 동일로22길 34  (화양동),,노다지게임랜드,205774.1498,448861.1141
폐업,서울특별시 광진구 구의동 103-7번지 ,서울특별시 광진구 광나루로 539  (구의동),,서진경품,207832.5012,449200.9055
폐업,서울특별시 광진구 화양동 23-40번지 ,서울특별시 광진구 동일로 166  (화양동),,쎄븐,205855.6394,449404.7443
폐업,서울특별시 광진구 자양동 681-0번지 지하1층 ,"서울특별시 광진구 자양로 48  (자양동,지하1층)",,디즈니,207509.8167,447795.3912
폐업,서울특별시 광진구 화양동 113-1번지 ,,,화양리조이맥스,206278.9821,449425.1319
허가취소,서울특별시 광진구 화양동 206번지 ,서울특별시 광진구 광나루로 390  (화양동),,베레타,206376.2506,449455.0461
폐업,서울특별시 광진구 화양동 21-22번지 ,서울특별시 광진구 동일로30길 23  (화양동),,도와모,205992.5364,449493.9891
폐업,서울특별시 광진구 중곡동 292번지 S.K(아)상가107 ,"서울특별시 광진구 용마산로 174  (중곡동,S.K(아)상가107)",,금경,207571.7479,451845.6017
폐업,서울특별시 광진구 중곡동 117-1번지 ,서울특별시 광진구 용마산로 29  (중곡동),,쌈바경품,207695.2129,450436.4164
폐업,서울특별시 광진구 중곡동 254-37번지 ,서울특별시 광진구 동일로68길 32  (중곡동),,인형사랑,206771.0837,451120.4188
허가취소,서울특별시 광진구 중곡동 92-9번지 ,서울특별시 광진구 용마산로 16  (중곡동),,머피오락실,207760.534,450312.9516
폐업,서울특별시 광진구 중곡동 578-1번지 ,서울특별시 광진구 답십리로78길 22  (중곡동),,떴다경품게임랜드,207100.1834,452028.8992
폐업,서울특별시 광진구 자양동 16-24번지 ,서울특별시 광진구 아차산로24길 30  (자양동),,거복경품게임장,205622.1495,448631.1765
폐업,서울특별시 광진구 중곡동 38-8번지 ,서울특별시 광진구 용마산로21길 78  (중곡동),,떳다경품게임랜드,207402.9929,451028.5147
허가취소,서울특별시 광진구 화양동 118-5번지 ,서울특별시 광진구 광나루로 366-1  (화양동),,노북이 오락실,206163.1616,449507.164
폐업,서울특별시 광진구 군자동 466-4번지 ,서울특별시 광진구 동일로60길 15  (군자동),,왕대박경품오락실,206506.928,450685.134
폐업,서울특별시 광진구 구의동 252-5번지 ,서울특별시 광진구 아차산로51길 33  (구의동),,게임월드 경품게임장,207428.6917,448474.1605
폐업,서울특별시 광진구 군자동 159-2번지 ,서울특별시 광진구 면목로3길 43  (군자동),,야호게임,206420.1358,450407.9715
허가취소,서울특별시 광진구 군자동 361-25번지 1층 ,"서울특별시 광진구 광나루로 381-1  (군자동,1층)",,야시짱게임랜드,206322.3262,449541.914
폐업,서울특별시 광진구 중곡동 92-9번지 (지상2층) ,"서울특별시 광진구 용마산로 16  (중곡동,(지상2층))",,대성,207760.534,450312.9516
폐업,서울특별시 광진구 자양동 606-41번지 ,서울특별시 광진구 뚝섬로50길 7-12  (자양동),,하나인터네셔날,206893.2162,447722.3214
허가취소,서울특별시 광진구 중곡동 78-2번지 ,서울특별시 광진구 용마산로 58  (중곡동),,게임랜드,207710.4563,450732.1191
허가취소,서울특별시 광진구 화양동 111-5번지 2층 ,"서울특별시 광진구 광나루로 380  (화양동,2층)",,릴렉스,206279.8211,449481.157
,서울특별시 광진구 자양동 52-6번지 지하1층 ,"서울특별시 광진구 뚝섬로24길 3  (자양동,지하1층)",,영동게임장,205570.9826,448234.4004
허가취소,서울특별시 광진구 광장동 188-2번지 3층 ,"서울특별시 광진구 아차산로78길 147  (광장동,3층)",,한강게임장,209602.114,449468.7096
폐업,서울특별시 광진구 구의동 595번지 지하1층 ,"서울특별시 광진구 구의강변로 38  (구의동,지하1층)",,강변,208051.8847,447994.8056
폐업,서울특별시 광진구 자양동 52-6번지 지하1층 ,"서울특별시 광진구 뚝섬로24길 3  (자양동,지하1층)",,영동,205570.9826,448234.4004
폐업,서울특별시 광진구 자양동 16-24번지 1층 ,"서울특별시 광진구 아차산로24길 30  (자양동,1층)",,공간,205622.1495,448631.1765
폐업,서울특별시 광진구 중곡동 37-2번지 2층 ,"서울특별시 광진구 용마산로21길 77  (중곡동,2층)",,PS2게임머,207424.1167,451014.7219
폐업,서울특별시 광진구 화양동 18-3번지 2층 ,"서울특별시 광진구 군자로 49  (화양동,2층)",,폴라리스게임장,206134.0781,449495.063
허가취소,서울특별시 광진구 중곡동 89-9번지 1층 ,"서울특별시 광진구 영화사로 38  (중곡동,1층)",,빅게임장,207950.0638,450468.4012
폐업,서울특별시 광진구 자양동 607-18번지 1층 ,"서울특별시 광진구 뚝섬로46길 5  (자양동,1층)",,게임뱅크,206746.511,447808.6701
폐업,서울특별시 광진구 중곡동 80-16번지 지층 ,"서울특별시 광진구 용마산로 30  (중곡동,지층)",,로얄,207737.3102,450464.5536
허가취소,서울특별시 광진구 화양동 204-2번지 2층 ,,,GAMEZ(가메즈),,
폐업,서울특별시 광진구 중곡동 169-29번지 지하1층 ,"서울특별시 광진구 면목로 168  (중곡동,지하1층)",,광진,207232.5565,451764.0097
폐업,서울특별시 광진구 중곡동 40-8번지 1층 ,"서울특별시 광진구 긴고랑로 57  (중곡동,1층)",,대성게임장,207246.6468,451112.8271
폐업,서울특별시 광진구 화양동 48-33번지 3층 ,"서울특별시 광진구 동일로22길 70  (화양동,3층)",,플스방닷컴,205935.9436,448792.151
허가취소,서울특별시 광진구 군자동 130-8번지 지하1층 ,"서울특별시 광진구 동일로 262  (군자동,지하1층)",,하이눈게임타운,206234.141,450268.9642
직권말소,서울특별시 광진구 군자동 361-20번지 1층 ,"서울특별시 광진구 광나루로17길 13-5  (군자동,1층)",,스타.칼라게임장,206326.2229,449555.1383
허가취소,서울특별시 광진구 자양동 9-31번지 (지상2층) ,"서울특별시 광진구 동일로20길 72  (자양동,(지상2층))",,세가클럽건대점,205887.5155,448665.5986
폐업,서울특별시 광진구 화양동 8-88번지 (2층) ,"서울특별시 광진구 아차산로33길 27  (화양동,(2층))",,MX5건대점 청소년게임장,206138.3868,448815.7566
폐업,서울특별시 광진구 자양동 607-17번지 (지상2층) ,"서울특별시 광진구 뚝섬로 608  (자양동,(지상2층))",,플스시티청소년게임장,206752.4758,447819.0704
폐업,서울특별시 광진구 자양동 637-1번지 (지층) ,"서울특별시 광진구 뚝섬로52길 17  (자양동,(지층))",,죠이트랩플스방,206947.7591,447662.4339
폐업,서울특별시 광진구 구의동 257-43번지 지상3층 ,"서울특별시 광진구 아차산로51길 52  (구의동,지상3층)",,제이플스방,207447.5621,448572.8844
폐업,서울특별시 광진구 자양동 497-11번지 지하1층 ,"서울특별시 광진구 뚝섬로36가길 6  (자양동,지하1층)",,코어플스게임장,206197.8761,447777.3997
폐업,서울특별시 광진구 자양동 11-1번지 지하1층 ,"서울특별시 광진구 뚝섬로27길 65  (자양동,지하1층)",,영경품게임장,205823.9653,448496.525
폐업,서울특별시 광진구 중곡동 116-4번지 지상1층 ,"서울특별시 광진구 용마산로 9  (중곡동,지상1층)",,로얄게임랜드,207720.5941,450245.5373
허가취소,서울특별시 광진구 중곡동 41-33번지 지상1층 ,"서울특별시 광진구 능동로 366  (중곡동,지상1층)",,로얄게임랜드과천경기장,207214.0419,451067.8612
직권말소,서울특별시 광진구 화양동 48-4번지 지상1층 ,"서울특별시 광진구 아차산로 209  (화양동,지상1층)",,로얄,205849.1431,448804.0837
폐업,서울특별시 광진구 화양동 198-1번지 지하1층 ,,,게임샷콘솔방,,
폐업,서울특별시 광진구 자양동 238-7번지 1층 ,"서울특별시 광진구 뚝섬로 465  (자양동,1층)",,로얄게임랜드,205437.0456,448318.3905
허가취소,서울특별시 광진구 중곡동 211-24번지 (1층) ,"서울특별시 광진구 면목로 179  (중곡동,(1층))",,조이월드게임장,207244.1775,451875.2927
등록취소,서울특별시 광진구 자양동 616-34번지 (1층) ,"서울특별시 광진구 뚝섬로 623  (자양동,(1층))",,자양게임랜드,206913.7797,447792.598
허가취소,서울특별시 광진구 중곡동 119-12번지 (1층) ,"서울특별시 광진구 천호대로 615  (중곡동,(1층))",,더비시네마,207553.8311,450296.69
폐업,서울특별시 광진구 자양동 237-14번지 (2층) ,,,스타랜드,,
폐업,서울특별시 광진구 화양동 47-71번지 (지상2층) ,"서울특별시 광진구 아차산로29길 17  (화양동,(지상2층))",,타이탄,205969.5811,448834.3593
폐업,서울특별시 광진구 중곡동 161-23번지 (지상1층) ,"서울특별시 광진구 능동로 330  (중곡동,(지상1층))",,오스카게임랜드,207062.6873,450747.1814
폐업,서울특별시 광진구 화양동 48-4번지 (지층) ,"서울특별시 광진구 아차산로 209  (화양동,(지층))",,건대게임랜드,205849.1431,448804.0837
폐업,"서울특별시 광진구 자양동 626-4번지 (1,2층) ","서울특별시 광진구 자양로13길 4-1  (자양동,(1,2층))",,ACE자양레포츠랜드,207291.4257,448181.7834
폐업,서울특별시 광진구 자양동 606-12번지 (지층) ,"서울특별시 광진구 뚝섬로 624  (자양동,(지층))",,광진게임방,206911.2357,447759.1793
폐업,서울특별시 광진구 자양동 52-6번지 (지층) ,"서울특별시 광진구 뚝섬로24길 3  (자양동,(지층))",,크라운게임랜드,205570.9826,448234.4004
허가취소,서울특별시 광진구 군자동 361-27번지 (1층) ,"서울특별시 광진구 광나루로 379  (군자동,(1층))",,F.M게임장,206293.6641,449549.3868
폐업,서울특별시 광진구 중곡동 240-5번지 (지층) ,"서울특별시 광진구 긴고랑로 27  (중곡동,(지층))",,태양게임장,206950.4199,451247.0249
폐업,서울특별시 광진구 구의동 257-93번지 (1층) ,"서울특별시 광진구 자양로18길 41  (구의동,(1층))",,구의게임랜드,207524.8339,448433.0214
폐업,서울특별시 광진구 중곡동 638-5번지 ,서울특별시 광진구 면목로 53  (중곡동),,에이스,206741.7991,450726.4146
폐업,서울특별시 광진구 자양동 628-25번지 (1층) ,"서울특별시 광진구 자양로 73  (자양동,(1층))",,백경,207362.2971,448012.4491
폐업,서울특별시 광진구 구의동 103-2번지 ,서울특별시 광진구 광나루로 541  (구의동),,벨리,207858.1952,449206.269
폐업,서울특별시 광진구 중곡동 211-29번지 (1층) ,"서울특별시 광진구 면목로 177  (중곡동,(1층))",,스카이게임랜드,207242.7237,451854.4985
폐업,서울특별시 광진구 중곡동 150-175번지 (1층) ,"서울특별시 광진구 긴고랑로 85  (중곡동,(1층))",,도깨비게임랜드,207467.0227,450959.3331
폐업,"서울특별시 광진구 구의동 243-60번지 (1,2층) ","서울특별시 광진구 아차산로 403-5  (구의동,(1,2층))",,허니허니게임장,207636.6118,448397.7403
폐업,서울특별시 광진구 자양동 52-65번지 (지층) ,"서울특별시 광진구 뚝섬로 476  (자양동,(지층))",,마카오게임랜드,205510.4768,448246.5983
허가취소,서울특별시 광진구 자양동 624-26번지 ,서울특별시 광진구 자양로13길 20  (자양동),,대박게임랜드,207252.3838,448128.0467
직권말소,서울특별시 광진구 광장동 337-4번지 지층 ,"서울특별시 광진구 아차산로 624  (광장동,지층)",,나루터,209435.8748,449554.1953
폐업,서울특별시 광진구 자양동 45-20번지 지상1층 ,"서울특별시 광진구 뚝섬로 494  (자양동,지상1층)",,로얄게임랜드,205683.1267,448194.5251
허가취소,서울특별시 광진구 중곡동 243-1번지 지상1층 ,"서울특별시 광진구 긴고랑로 40  (중곡동,지상1층)",,로얄랜드게임장,207043.6841,451157.5735
폐업,서울특별시 광진구 자양동 236-91번지 지상1층 ,"서울특별시 광진구 뚝섬로 471  (자양동,지상1층)",,영동게임랜드,205484.7852,448298.8196
폐업,서울특별시 광진구 자양동 237-14번지 (지층) ,,,우리들의놀이터,,
폐업,서울특별시 광진구 중곡동 161-44번지 (지층) ,"서울특별시 광진구 능동로 324  (중곡동,(지층))",,조이게임랜드,207032.6074,450682.4497
허가취소,서울특별시 광진구 중곡동 636-5번지 (지상1층) ,"서울특별시 광진구 천호대로 511  (중곡동,(지상1층))",,군자게임랜드,206603.0406,450764.332
허가취소,서울특별시 광진구 구의동 243-2번지 (지상1층) ,"서울특별시 광진구 자양로18길 96  (구의동,(지상1층))",,쥬라기게임장,207778.271,448477.6402
폐업,서울특별시 광진구 중곡동 98-3번지 (2층) ,"서울특별시 광진구 영화사로 48  (중곡동,(2층))",,스타,208029.3946,450399.0297
폐업,서울특별시 광진구 자양동 74-14번지 (지상1층) ,"서울특별시 광진구 능동로 7  (자양동,(지상1층))",,리버사이드,205828.7337,447787.8084
허가취소,서울특별시 광진구 중곡동 150-212번지 (1층) ,"서울특별시 광진구 긴고랑로 96-1  (중곡동,(1층))",,바다 해저,207533.9601,450859.7483
직권말소,서울특별시 광진구 자양동 239-1번지 (지상1층) ,"서울특별시 광진구 뚝섬로 472  (자양동,(지상1층))",,왕불새,205482.1756,448264.5998
폐업,서울특별시 광진구 중곡동 243-1번지 (지상1층) ,"서울특별시 광진구 긴고랑로 40  (중곡동,(지상1층))",,밀림속으로,207043.6841,451157.5735
폐업,서울특별시 광진구 화양동 5-84번지 (지층) ,"서울특별시 광진구 능동로 109  (화양동,(지층))",,매직,206184.0672,448738.8407
허가취소,서울특별시 광진구 자양동 224-24번지 (지층) ,"서울특별시 광진구 아차산로 313  (자양동,(지층))",,비비게임랜드,206807.9459,448437.4585
폐업,서울특별시 광진구 중곡동 163-4번지 (지상1층) ,"서울특별시 광진구 능동로 365  (중곡동,(지상1층))",,게임랜드,207164.1475,451091.1835
직권말소,서울특별시 광진구 구의동 246-13번지 지상1층 ,"서울특별시 광진구 아차산로 377  (구의동,지상1층)",,바다속고래이야기,207418.4817,448333.1576
폐업,서울특별시 광진구 중곡동 239-83번지 (1층) ,"서울특별시 광진구 긴고랑로 21  (중곡동,(1층))",,상봉게임랜드,206901.7299,451268.8147
폐업,서울특별시 광진구 자양동 236-90번지 (지상1층) ,"서울특별시 광진구 뚝섬로 471-4  (자양동,(지상1층))",,즐거운게임방,205477.1347,448312.3038
폐업,서울특별시 광진구 자양동 779-6번지 (지상1층) ,"서울특별시 광진구 아차산로 361  (자양동,(지상1층))",,뉴월드 게임랜드,207259.6748,448311.6328
허가취소,서울특별시 광진구 군자동 53-11번지 지상1층 ,"서울특별시 광진구 군자로 149  (군자동,지상1층)",,오션게임랜드,206615.7615,450276.6462
허가취소,서울특별시 광진구 자양동 1-3번지 (지상3층) ,,,황금성,206109.9871,448630.833
폐업,"서울특별시 광진구 중곡동 40-8번지 (1,2층) ","서울특별시 광진구 긴고랑로 57  (중곡동,(1,2층))",,황금성게임랜드,207246.6468,451112.8271
폐업,서울특별시 광진구 군자동 472-1번지 (지층) ,"서울특별시 광진구 면목로 38  (군자동,(지층))",,솔로몬게임랜드,206715.2647,450582.9511
허가취소,서울특별시 광진구 화양동 111-102번지 (지상2층) ,"서울특별시 광진구 광나루로 382  (화양동,(지상2층))",,럭키,206299.1135,449469.9272
폐업,서울특별시 광진구 중곡동 150-178번지 (지상1층) ,"서울특별시 광진구 긴고랑로 91  (중곡동,(지상1층))",,오션게임랜드,207514.9185,450933.3832
허가취소,서울특별시 광진구 중곡동 93-11번지 (지상2층) ,"서울특별시 광진구 천호대로 639  (중곡동,(지상2층))",,미라클게임랜드,207784.1879,450163.011
허가취소,서울특별시 광진구 광장동 326-15번지 (지층) ,"서울특별시 광진구 아차산로 610  (광장동,(지층))",,청해,209348.5997,449440.3267
폐업,"서울특별시 광진구 화양동 220번지 (지하1층,지상1,2층) ","서울특별시 광진구 광나루로 394  (화양동,(지하1층,지상1,2층))",,그랑블루,206416.52,449443.6836
허가취소,서울특별시 광진구 자양동 45-35번지 (지상2층) ,"서울특별시 광진구 뚝섬로28길 4  (자양동,(지상2층))",,환타지아,205652.0855,448207.7371
폐업,서울특별시 광진구 자양동 52-6번지 (지층) ,"서울특별시 광진구 뚝섬로24길 3  (자양동,(지층))",,칸게임랜드,205570.9826,448234.4004
직권말소,서울특별시 광진구 중곡동 210-6번지 (2층) ,"서울특별시 광진구 면목로 189  (중곡동,(2층))",,지존,207263.5532,451977.6919
직권말소,서울특별시 광진구 화양동 111-102번지 (지층) ,"서울특별시 광진구 광나루로 382  (화양동,(지층))",,리치카니발,206299.1135,449469.9272
허가취소,서울특별시 광진구 구의동 246-10번지 (지층) ,,,신천지게임랜드구의점,207438.6744,448349.3086
폐업,서울특별시 광진구 자양동 216-9번지 (지층 일부) ,"서울특별시 광진구 아차산로 380  (자양동,(지층 일부))",,양귀비게임랜드,207444.549,448263.8953
폐업,서울특별시 광진구 자양동 236-91번지 (지상1층) ,"서울특별시 광진구 뚝섬로 471  (자양동,(지상1층))",,영동게임랜드,205484.7852,448298.8196
허가취소,서울특별시 광진구 구의동 546-11번지 지하9호 10호 ,"서울특별시 광진구 강변역로4길 10  (구의동,지하9호 10호)",,바다이야기,208189.4345,448129.1663
허가취소,서울특별시 광진구 군자동 467-20번지 지하1층 ,"서울특별시 광진구 천호대로 528  (군자동,지하1층)",,바다이야기,206700.9574,450626.8941
허가취소,서울특별시 광진구 화양동 21-14번지 1층 ,"서울특별시 광진구 동일로30길 5  (화양동,1층)",,J.S 게임랜드,205903.6451,449506.0491
폐업,서울특별시 광진구 자양동 24-5번지 1층 ,"서울특별시 광진구 동일로18길 11  (자양동,1층)",,해오름게임장,205548.6898,448653.0858
직권말소,서울특별시 광진구 자양동 216-23번지 지상2층 ,"서울특별시 광진구 아차산로 384  (자양동,지상2층)",,애플,207481.1674,448276.0786
폐업,서울특별시 광진구 중곡동 39-38번지 지상1층 ,,,X-10골드,207346.5911,451047.3313
허가취소,서울특별시 광진구 자양동 680-68번지 지상1층 ,"서울특별시 광진구 자양로 86  (자양동,지상1층)",,파라다이스 게임장,207391.3302,448120.7859
폐업,서울특별시 광진구 자양동 635-28번지 지하1층 ,"서울특별시 광진구 뚝섬로 631-1  (자양동,지하1층)",,게임랜드,207001.478,447760.5066
허가취소,서울특별시 광진구 군자동 472-1번지 지하1층 ,"서울특별시 광진구 면목로 38  (군자동,지하1층)",,군자 게임랜드,206715.2647,450582.9511
직권말소,서울특별시 광진구 중곡동 117-1번지 지하1층 ,"서울특별시 광진구 용마산로 29  (중곡동,지하1층)",,게임랜드,207695.2129,450436.4164
허가취소,서울특별시 광진구 구의동 244-14번지 지상2층 ,"서울특별시 광진구 구의로 10  (구의동,지상2층)",,조이 게임랜드,207836.5529,448503.3791
허가취소,서울특별시 광진구 중곡동 163-2번지 지하1층 ,"서울특별시 광진구 긴고랑로 52  (중곡동,지하1층)",,골드게임장,207167.1152,451109.393
폐업,서울특별시 광진구 자양동 227-7번지 롯데시네마 3층 ,,,크리오네,206349.675,448396.9397
폐업,서울특별시 광진구 화양동 220번지 ,서울특별시 광진구 광나루로 394  (화양동),,PJS플스방,206416.52,449443.6836
폐업,서울특별시 광진구 구의동 246-13번지 ,서울특별시 광진구 아차산로 377 (구의동),143825,구의게임랜드,207418.4817,448333.1576
폐업,서울특별시 광진구 자양동 779-3번지 2층 ,서울특별시 광진구 아차산로 353 (자양동),143853,자양게임랜드,207186.0816,448336.6977
폐업,서울특별시 광진구 자양동 216-23번지 ,"서울특별시 광진구 아차산로 384 (자양동, 태양빌딩)",5051,황금성,207481.1674,448276.0786
폐업,서울특별시 광진구 화양동 111-49 ,서울특별시 광진구 광나루로 376 (화양동),5009,화양게임장,206254.1653,449493.7526
폐업,서울특별시 광진구 화양동 18-3번지 ,"서울특별시 광진구 군자로 49, 2층 (화양동)",143916,종합게임랜드,206134.0781,449495.063
폐업,서울특별시 광진구 자양동 216-9번지 ,"서울특별시 광진구 아차산로 380, 지층 (자양동)",143851,코아게임장 (게임물:K DRAGON),207444.549,448263.8953
폐업,서울특별시 광진구 화양동 193번지 ,"서울특별시 광진구 광나루로18길 3 (화양동, 지층)",143915,중앙게임랜드,206320.1419,449462.0535
폐업,서울특별시 광진구 화양동 111-5번지 2층 ,"서울특별시 광진구 광나루로 380 (화양동, 2층)",5009,슈퍼게임랜드,206279.8211,449481.157
