시군구명,어린이집명,시설 위도(좌표값),시설 경도(좌표값)
동대문구,예송어린이집,37.6009253896593,127.064738304641
동대문구,사랑해어린이집,37.60253512,127.0697816
동대문구,규현어린이집,37.59999669,127.0684984
동대문구,보령어린이집,37.60448057,127.0650075
동대문구,꿈쟁이어린이집,37.59999669,127.0684984
동대문구,어린왕자어린이집,37.6024544075999,127.063004723659
동대문구,성은어린이집,37.5991872,127.0678822
동대문구,중앙삐아제어린이집,37.60401065,127.0667677
동대문구,이문어린이집,37.60358084,127.0630131
동대문구,태양하나어린이집,37.57399227,127.045324
동대문구,아름다운어린이집,37.5680680565761,127.054787974003
동대문구,미드카운티어린이집,37.5745164349207,127.055842648231
동대문구,청아어린이집,37.5717249647812,127.046963012846
동대문구,호수어린이집,37.5728565778,127.0524024024
동대문구,꿈동이어린이집,37.5728565778,127.0524024024
동대문구,꼬마숲아띠어린이집,37.5728565778172,127.052402402398
동대문구,하랑어린이집,37.5728565778172,127.052402402398
동대문구,예은어린이집,37.5728565778172,127.052402402398
동대문구,솔샘숲어린이집,37.5728565778172,127.052402402398
동대문구,래미안위브어린이집,37.5728565778172,127.052402402398
동대문구,휴사랑어린이집,37.57239233,127.0459184
동대문구,초롱하나어린이집,37.57399227,127.045324
동대문구,늘푸른어린이집,37.5724664460036,127.045913556811
동대문구,동대문어린이집,37.5711920739042,127.051183234652
중랑구,예슬어린이집,37.6013571562,127.0928002543
중랑구,아름뜰어린이집,37.6027060794,127.0914656404
중랑구,꼬마친구어린이집,37.6051018239227,127.090217140663
중랑구,은솔어린이집,37.6007399003291,127.091756569348
중랑구,아이조아어린이집,37.60276813,127.0924175
중랑구,꼬마숲어린이집,37.6009374889381,127.092552865097
중랑구,포그니어린이집,37.60219938,127.0942693
중랑구,피노키오어린이집,37.6036078888,127.0904022299
중랑구,봉화어린이집,37.60528359,127.0910993
중랑구,상봉어린이집,37.60199993,127.0901279
중랑구,아이누리어린이집,37.597007915,127.0820691159
중랑구,하늘빛어린이집,37.6022372355317,127.082111098162
중랑구,푸른솔몬테소리어린이집,37.60146063,127.0814585
중랑구,한신키즈어린이집,37.59709077,127.0818281
중랑구,드림아이어린이집,37.59709077,127.0818281
중랑구,에코비자연어린이집,37.59894493,127.0830805
중랑구,나무어린이집,37.5993875033499,127.080658496181
중랑구,무지개어린이집,37.60497579,127.082644
중랑구,에코맘어린이집,37.59709077,127.0818281
중랑구,경동제일어린이집,37.60265898,127.0848175
중랑구,예일어린이집,37.59863624,127.0804627
중랑구,영재스쿨어린이집,37.59709077,127.0818281
중랑구,혜성어린이집,37.60371261,127.0824217
중랑구,중랑경찰서어린이집,37.6181093039717,127.10458057846
중랑구,새우개 하나어린이집,37.6188589612848,127.102486145339
중랑구,우남어린이집,37.606004093823,127.098534488668
중랑구,너나들이어린이집,37.6181039052685,127.110504498288
중랑구,다솜어린이집,37.601923138,127.0970815687
중랑구,유린어린이집,37.6044720906,127.0959161664
중랑구,새한어린이집,37.6049325667,127.1012258353
중랑구,아미어린이집,37.6040136039,127.0968759111
중랑구,예쁜별어린이집,37.6097984319,127.0962944847
중랑구,햇살아래 보듬이나눔이 어린이집,37.6147428453,127.1128055612
중랑구,꿈보어린이집,37.6084757665446,127.096310899998
중랑구,하람어린이집,37.6168103510126,127.106293610164
중랑구,새솔어린이집,37.6165585100897,127.10975465651
중랑구,아이러브유어린이집,37.6052206136215,127.099508128548
중랑구,해피아이어린이집,37.6033123288082,127.097317734732
중랑구,푸르미어린이집,37.6060426239043,127.099128690088
중랑구,해뜨는어린이집,37.6032933213299,127.098527165288
중랑구,서울의료원어린이집,37.61305797,127.0984112
중랑구,아이세상어린이집,37.61094027,127.0993213
중랑구,신내데시앙어린이집,37.61320371,127.0994435
중랑구,유린원광종합사회복지관방과후교실어린이집,37.6041846,127.0960618
중랑구,성애어린이집,37.60234707,127.0976695
중랑구,쥬베베어린이집,37.6059499522864,127.097275928994
중랑구,미래클어린이집,37.6089394432135,127.09781098509
중랑구,모모어린이집,37.60038836,127.0960409
중랑구,우리어린이집,37.6154634029576,127.111151859789
중랑구,참새어린이집,37.60678041,127.0965219
중랑구,초원어린이집,37.60361858,127.099695
중랑구,올망졸망어린이집,37.6083386,127.0960908
중랑구,사랑나무어린이집,37.60526023,127.1013446
중랑구,신내어린이집,37.60466108,127.0979236
성북구,루나밸리어린이집,37.6002317661243,127.042646620388
성북구,동아라온어린이집,37.6077631803499,127.044972597784
성북구,행복나무어린이집,37.59905344,127.0421739
성북구,삼성새싹어린이집,37.59905344,127.0421739
성북구,월곡무지개어린이집,37.60290772,127.0400236
성북구,동아 어린이집,37.6075318709002,127.046089408522
성북구,아트어린이집,37.60610934,127.0430495
성북구,새싹어린이집,37.60302577,127.0389191
성북구,큰나무어린이집,37.60506101,127.0517031
성북구,목화어린이집,37.60440056,127.0400022
성북구,달빛하나어린이집,37.60918785,127.0454576
광진구,구립 물고기어린이집,37.5334410708222,127.070576787938
광진구,아이비키즈어린이집,37.5351188697589,127.070796016015
광진구,아이누리어린이집,37.535292570837,127.06957424349
광진구,아기천사어린이집,37.5330303303644,127.073862401544
광진구,해피i어린이집,37.5370810495153,127.074101655276
광진구,이삭어린이집,37.5310514594656,127.071956215318
광진구,보배어린이집,37.5370810495153,127.074101655276
광진구,대서울어린이집,37.53425,127.06849
광진구,사랑어린이집,37.5321,127.0704
광진구,자양미래몬테소리어린이집,37.531796,127.074745
광진구,으뜸어린이집,37.5308,127.071175
광진구,구립 효지어린이집,37.536102,127.07382
광진구,한라어린이집,37.5352925708371,127.069574243491
광진구,구립 자양어린이집,37.532898,127.07523
광진구,KB구의 어린이집,37.5451153390025,127.088002763773
광진구,구립 파크스위트어린이집,37.5452305351672,127.090560267192
광진구,구립 휴먼시아어린이집,37.5482735626,127.0935718071
광진구,아이다솜어린이집,37.547870166464,127.086641296652
광진구,큰빛어린이집,37.5543015476091,127.093696880696
광진구,예랑어린이집,37.5533259099161,127.092360282537
광진구,즐거운산들어린이집,37.5527353548039,127.096315929823
광진구,구의사랑어린이집,37.551450841244,127.093661683394
광진구,예일어린이집,37.552205505804,127.091802138586
광진구,구의미소어린이집,37.5522137026,127.0923318802
광진구,아이짐어린이집,37.5453070004416,127.087670374918
광진구,신예지어린이집,37.5519463246417,127.09140347771
광진구,구립 구의2동어린이집,37.5502126343619,127.096249362793
광진구,해오름어린이집,37.5537388124376,127.094357099414
광진구,영화사어린이집,37.5540532684151,127.097720910761
강북구,구립수유새싹어린이집,37.6335940931131,127.014274762879
강북구,나나어린이집,37.63183934,127.0197944
강북구,꿈나무어린이집,37.6336045204,127.0171614395
강북구,솔로몬영재어린이집,37.62893078,127.0156772
강북구,신기어린이집,37.63098623,127.0169982
강북구,구립수유1동어린이집,37.63144905,127.0156643
강북구,구립솔샘어린이집,37.6289162101668,127.018577611045
강북구,구립예능어린이집,37.62192004,127.0125706
강북구,구립동그라미어린이집,37.6210820003573,127.012635844987
강북구,구립초록나라어린이집,37.6240522,127.0130397
강북구,행복한어린이집,37.62207748,127.0197822
강북구,예나어린이집,37.6258095867583,127.018898613642
강북구,아랑어린이집,37.6210820003573,127.012635844987
강북구,별나라어린이집,37.6210820003573,127.012635844987
강북구,구립행복어린이집,37.62543431,127.0118478
강북구,강북솔로몬어린이집,37.62564003,127.0209611
강북구,예주어린이집,37.6258095867583,127.018898613642
강북구,구세군강북 어린이집,37.62568321,127.0133807
강북구,구립아람어린이집,37.6216502615002,127.016945736751
강북구,구립삼양어린이집,37.62773747,127.019965
강북구,구립킨더어린이집,37.6126680387521,127.025888408022
강북구,무지개유아스쿨어린이집,37.6134354949,127.0246546935
강북구,늘기쁜어린이집,37.6136056542979,127.024984658877
강북구,동심어린이집,37.61895533,127.0267397
강북구,강북몬테소리어린이집,37.6217393,127.025949
강북구,구립송천동어린이집,37.61747704,127.0243757
강북구,구립무지개어린이집,37.6161360977868,127.01774583712
강북구,구립아이땅어린이집,37.6160098707011,127.018326290676
강북구,구립다온어린이집,37.6135848277504,127.020558432612
강북구,구립아이원어린이집,37.6163184613944,127.018312208218
강북구,구립하늘아이어린이집,37.6135848277504,127.020558432612
강북구,구립해맑은어린이집,37.61764,127.010605
강북구,구립이루미어린이집,37.6190093233307,127.016459488188
강북구,구립즐거운어린이집,37.61764,127.010605
강북구,구립새싹어린이집,37.61764,127.010605
강북구,구립삼각산꾸러기어린이집,37.6153692027099,127.017659349808
강북구,구립햇님어린이집,37.61764,127.010605
강북구,구립늘사랑어린이집,37.61764,127.010605
강북구,삼양제일어린이집,37.6184575123054,127.01941340398
강북구,트리베라어린이집,37.6161246173,127.021742399
강북구,키즈래미안어린이집,37.6156958563,127.0211397064
강북구,SK어린이집,37.6192002722692,127.011072135126
강북구,비테에어린이집,37.6181912010145,127.010689704662
강북구,새서울어린이집,37.61736124,127.015747
강북구,구립샛별어린이집,37.61673699,127.0174974
강북구,구립오렌지어린이집,37.64597714,127.0143599
강북구,구립참행복한어린이집,37.64618887,127.0126335
