노드 유형 코드,시군구코드,시군구명,읍면동코드,읍면동명,육교,Longitude,Latitude
0.0,1153000000,구로구,1153010100,신도림동,1,126.87828162874514,37.51247133418815
0.0,1153000000,구로구,1153010800,오류동,1,126.84401163547125,37.49834604411929
0.0,1153000000,구로구,1153010800,오류동,1,126.84530347538458,37.498707045813575
0.0,1153000000,구로구,1153010800,오류동,1,126.84273211580634,37.49896454575881
0.0,1153000000,구로구,1153010800,오류동,1,126.84415096583363,37.49902821706303
0.0,1153000000,구로구,1153010700,개봉동,1,126.84534269803427,37.49918769346516
0.0,1153000000,구로구,1153010200,구로동,1,126.87586029075368,37.489796060633424
0.0,1153000000,구로구,1153010200,구로동,1,126.87376788846124,37.492804043884895
0.0,1153000000,구로구,1153010700,개봉동,1,126.85389086299747,37.48363638799363
0.0,1153000000,구로구,1153010700,개봉동,1,126.85136243404858,37.48859254141007
0.0,1153000000,구로구,1153010300,가리봉동,1,126.89137748267417,37.47929762779186
3.0,1153000000,구로구,1153010200,구로동,1,126.8815831248004,37.501627833500336
3.0,1153000000,구로구,1153010200,구로동,1,126.88073736259823,37.50240509084695
0.0,1153000000,구로구,1153010200,구로동,1,126.8805906723999,37.50252394743109
0.0,1153000000,구로구,1153010300,가리봉동,1,126.89162134068371,37.479460339661
0.0,1153000000,구로구,1153010700,개봉동,1,126.85863516544937,37.49432607938141
0.0,1153000000,구로구,1153010200,구로동,1,126.89482636848415,37.49227593012256
0.0,1153000000,구로구,1153010200,구로동,1,126.87368659519429,37.49285333942433
0.0,1153000000,구로구,1153011100,천왕동,1,126.83861331803286,37.48705781346708
0.0,1153000000,구로구,1153010800,오류동,1,126.84232416878133,37.498993753164385
0.0,1153000000,구로구,1153011100,천왕동,1,126.8388792889609,37.48624344969847
0.0,1153000000,구로구,1153011100,천왕동,1,126.83852267604621,37.48647181868632
2.0,1153000000,구로구,1153010200,구로동,1,126.8745865802,37.4953993021
0.0,1153000000,구로구,1153010200,구로동,1,126.88220359969598,37.50171409728598
0.0,1153000000,구로구,1153010100,신도림동,1,126.87855581519104,37.511242494030704
0.0,1153000000,구로구,1153010200,구로동,1,126.87310827240692,37.48888573423698
0.0,1153000000,구로구,1153010200,구로동,1,126.87514165846616,37.50673190004588
0.0,1153000000,구로구,1153010100,신도림동,1,126.87511731616131,37.50680225829927
0.0,1153000000,구로구,1153011000,온수동,1,126.82029242182385,37.49073511018942
0.0,1153000000,구로구,1153011000,온수동,1,126.82077996379074,37.491035651645895
0.0,1153000000,구로구,1153010700,개봉동,1,126.85162094389567,37.488579135009154
0.0,1153000000,구로구,1153010200,구로동,1,126.87267880551377,37.48884440394962
0.0,1153000000,구로구,1153010700,개봉동,1,126.85013291931945,37.481904962346995
0.0,1153000000,구로구,1153010700,개봉동,1,126.84118538909537,37.502487420250844
0.0,1153000000,구로구,1153010700,개봉동,1,126.84095341073169,37.50215755661039
0.0,1153000000,구로구,1153011000,온수동,1,126.82445403512692,37.49199892873403
0.0,1153000000,구로구,1153011000,온수동,1,126.82394554527264,37.49204852030295
3.0,1153000000,구로구,1153010800,오류동,1,126.84062853684169,37.49316367307368
0.0,1153000000,구로구,1153011100,천왕동,1,126.83907441876453,37.48631923807202
0.0,1153000000,구로구,1153010200,구로동,1,126.87617782410865,37.48968400619749
0.0,1153000000,구로구,1153010200,구로동,1,126.87619409382935,37.48969616982081
0.0,1154500000,금천구,1154510300,시흥동,1,126.89563219514079,37.452500582072844
0.0,1154500000,금천구,1154510100,가산동,1,126.88662212375225,37.46536537019037
0.0,1154500000,금천구,1154510100,가산동,1,126.88371015254509,37.469055128559894
0.0,1154500000,금천구,1154510200,독산동,1,126.88993704424796,37.46671246551834
0.0,1154500000,금천구,1154510100,가산동,1,126.88667663751303,37.46539059672676
0.0,1154500000,금천구,1154510200,독산동,1,126.88961883759767,37.461003906777904
0.0,1154500000,금천구,1154510200,독산동,1,126.89021492959512,37.46124647828189
0.0,1154500000,금천구,1154510200,독산동,1,126.8900941169758,37.461404277278454
0.0,1154500000,금천구,1154510100,가산동,1,126.89549749190115,37.478307952353
0.0,1154500000,금천구,1154510100,가산동,1,126.87665625861857,37.478389334783415
0.0,1154500000,금천구,1154510100,가산동,1,126.88019381875984,37.4856864491752
0.0,1154500000,금천구,1154510100,가산동,1,126.87626314550147,37.478205838749965
0.0,1154500000,금천구,1154510100,가산동,1,126.87625161367485,37.47823328942438
0.0,1154500000,금천구,1154510100,가산동,1,126.87657832198516,37.47858035142944
0.0,1154500000,금천구,1154510100,가산동,1,126.87701601651719,37.477899957377595
0.0,1154500000,금천구,1154510100,가산동,1,126.88026486770893,37.4857971143591
0.0,1154500000,금천구,1154510100,가산동,1,126.88520908518827,37.48285836066483
0.0,1154500000,금천구,1154510300,시흥동,1,126.9030749240304,37.434467095096004
0.0,1154500000,금천구,1154510100,가산동,1,126.88635175821803,37.46520662715655
0.0,1154500000,금천구,1154510100,가산동,1,126.88578708044614,37.4658477360814
0.0,1154500000,금천구,1154510100,가산동,1,126.8861616320265,37.46546390419229
0.0,1154500000,금천구,1154510100,가산동,1,126.88598049246029,37.4656330835679
0.0,1154500000,금천구,1154510200,독산동,1,126.88395553537345,37.465215165198295
0.0,1154500000,금천구,1154510200,독산동,1,126.88424527697002,37.46537336055041
0.0,1154500000,금천구,1154510300,시흥동,1,126.90337634474533,37.43440955522084
0.0,1154500000,금천구,1154510300,시흥동,1,126.9031010671974,37.4342239548847
0.0,1154500000,금천구,1154510300,시흥동,1,126.90294291611336,37.43418615232812
0.0,1154500000,금천구,1154510300,시흥동,1,126.90321032420668,37.43409443608732
0.0,1154500000,금천구,1154510300,시흥동,1,126.90343403510063,37.434183032923094
0.0,1154500000,금천구,1154510300,시흥동,1,126.9033765418556,37.43425622050856
0.0,1154500000,금천구,1154510100,가산동,1,126.88514784103567,37.47690289024001
0.0,1154500000,금천구,1154510100,가산동,1,126.88320232864385,37.46884422596538
0.0,1154500000,금천구,1154510100,가산동,1,126.88544481853943,37.48269839018468
0.0,1154500000,금천구,1154510100,가산동,1,126.88535849295945,37.48281044594709
0.0,1154500000,금천구,1154510100,가산동,1,126.8956697410518,37.47834357729815
0.0,1154500000,금천구,1154510100,가산동,1,126.89582846124644,37.47829909036077
0.0,1154500000,금천구,1154510300,시흥동,1,126.899010029491,37.44483609998314
0.0,1154500000,금천구,1154510300,시흥동,1,126.89918795813695,37.44486142621658
