노드 유형 코드,시군구코드,시군구명,읍면동코드,읍면동명,횡단보도,Longitude,Latitude
0.0,1111000000,종로구,1111015800,예지동,1,127.00019246086138,37.56926064851388
0.0,1111000000,종로구,1111018200,구기동,1,126.9569675416504,37.60818837848575
0.0,1111000000,종로구,1111018300,평창동,1,126.97590460546121,37.61019558621747
0.0,1111000000,종로구,1111011900,세종로,1,126.97602551572245,37.57548446128427
0.0,1111000000,종로구,1111016300,종로5가,1,127.0054137790448,37.57098113911614
0.0,1111000000,종로구,1111017000,명륜1가,1,126.99834632757549,37.589742152282724
0.0,1111000000,종로구,1111011900,세종로,1,126.97752733177877,37.57528968133249
0.0,1111000000,종로구,1111015200,봉익동,1,126.99324513889466,37.57254090851123
0.0,1111000000,종로구,1111010800,통인동,1,126.96983860049458,37.57950637756994
0.0,1111000000,종로구,1111012600,종로1가,1,126.98280493843244,37.57035143515723
0.0,1111000000,종로구,1111016900,혜화동,1,126.9991819188936,37.58995151615927
0.0,1111000000,종로구,1111013800,종로2가,1,126.98788590328928,37.57047385275599
0.0,1111000000,종로구,1111016900,혜화동,1,126.99889653094641,37.589778541724634
0.0,1111000000,종로구,1111014300,화동,1,126.98121292870115,37.58156145905971
0.0,1111000000,종로구,1111016900,혜화동,1,127.00082116796958,37.585817017794895
0.0,1111000000,종로구,1111016600,연건동,1,127.0019478119938,37.57596663759441
0.0,1111000000,종로구,1111016600,연건동,1,127.00189714535604,37.57625844866104
0.0,1111000000,종로구,1111017500,숭인동,1,127.02322255784301,37.572118852282266
0.0,1111000000,종로구,1111011800,내수동,1,126.97249499126794,37.57400402031285
0.0,1111000000,종로구,1111012300,서린동,1,126.98125453956862,37.56918710828908
0.0,1111000000,종로구,1111015700,인의동,1,126.99770982442256,37.57320215414098
0.0,1111000000,종로구,1111012300,서린동,1,126.98124878109162,37.56909044681071
0.0,1111000000,종로구,1111012300,서린동,1,126.98257301649949,37.5691044583654
0.0,1111000000,종로구,1111015700,인의동,1,126.99746736971872,37.57323274298182
0.0,1111000000,종로구,1111010500,창성동,1,126.97150925738232,37.57963446271909
0.0,1111000000,종로구,1111013800,종로2가,1,126.9881490998028,37.57012558072915
0.0,1111000000,종로구,1111013800,종로2가,1,126.98813723558305,37.57036326989671
0.0,1111000000,종로구,1111015700,인의동,1,126.99768616174168,37.57348220455093
0.0,1111000000,종로구,1111015700,인의동,1,126.99773642778315,37.573446904996175
0.0,1111000000,종로구,1111013800,종로2가,1,126.98750754521176,37.56992077139644
0.0,1111000000,종로구,1111013800,종로2가,1,126.98738038027804,37.57009961399053
2.0,1111000000,종로구,1111013500,관철동,1,126.98773823852198,37.56945247492959
2.0,1111000000,종로구,1111013800,종로2가,1,126.98623022591181,37.57023833426781
0.0,1111000000,종로구,1111013800,종로2가,1,126.98736259954688,37.570342009188245
0.0,1111000000,종로구,1111016000,연지동,1,127.00215341892462,37.57353369522703
0.0,1111000000,종로구,1111012300,서린동,1,126.97921436812543,37.56938656422053
0.0,1111000000,종로구,1111011800,내수동,1,126.97188285825777,37.5741427308786
0.0,1111000000,종로구,1111013800,종로2가,1,126.98542603408872,37.5701723433729
0.0,1111000000,종로구,1111011900,세종로,1,126.9773764883733,37.57543791469313
0.0,1111000000,종로구,1111016100,종로4가,1,126.99931392538278,37.57098422680847
0.0,1111000000,종로구,1111016600,연건동,1,127.00233233913158,37.57598561015185
0.0,1111000000,종로구,1111016100,종로4가,1,126.99540372473092,37.5704862987487
0.0,1111000000,종로구,1111016600,연건동,1,127.00252908709288,37.57638180374086
0.0,1111000000,종로구,1111015600,종로3가,1,126.99506370562331,37.57056159285444
0.0,1111000000,종로구,1111016600,연건동,1,127.00188223483835,37.57600697015586
0.0,1111000000,종로구,1111016600,연건동,1,127.00245455466128,37.576035428935555
0.0,1111000000,종로구,1111016100,종로4가,1,126.99538301863032,37.570641620345945
0.0,1111000000,종로구,1111016600,연건동,1,127.0020283059414,37.57639604805261
0.0,1111000000,종로구,1111015600,종로3가,1,126.99506962496875,37.5704698116798
0.0,1111000000,종로구,1111016800,동숭동,1,127.00239502098844,37.57862376274094
2.0,1111000000,종로구,1111013800,종로2가,1,126.98542896183767,37.57032060603705
0.0,1111000000,종로구,1111017200,명륜4가,1,127.00178102814176,37.581945188630954
0.0,1111000000,종로구,1111015700,인의동,1,126.99752653093577,37.57244201229629
0.0,1111000000,종로구,1111015700,인의동,1,126.99776898185851,37.57245143060327
0.0,1111000000,종로구,1111015700,인의동,1,126.99744370724643,37.573479846181236
0.0,1111000000,종로구,1111015700,인의동,1,126.99743188665934,37.57329157643273
0.0,1111000000,종로구,1111013800,종로2가,1,126.98748084580185,37.570457336908376
0.0,1111000000,종로구,1111010200,신교동,1,126.96829749613187,37.58418828793801
0.0,1111000000,종로구,1111013800,종로2가,1,126.98784767432197,37.57158017010569
0.0,1111000000,종로구,1111013600,인사동,1,126.98744259163983,37.57157306729703
0.0,1111000000,종로구,1111016400,종로6가,1,127.00936959876874,37.57010107621574
0.0,1111000000,종로구,1111016400,종로6가,1,127.0090217947318,37.570856317604004
0.0,1111000000,종로구,1111016400,종로6가,1,127.0093753215633,37.56988137703869
0.0,1111000000,종로구,1111016400,종로6가,1,127.00937261244867,37.571206435050854
0.0,1111000000,종로구,1111012700,공평동,1,126.98319358483838,37.57184789506189
0.0,1111000000,종로구,1111017400,창신동,1,127.01001794035491,37.570038088450595
0.0,1111000000,종로구,1111014000,삼청동,1,126.98193565588588,37.58271825082822
0.0,1111000000,종로구,1111017100,명륜2가,1,126.99869858627684,37.58317411797916
0.0,1111000000,종로구,1111017000,명륜1가,1,126.99991785727715,37.587119488434375
0.0,1111000000,종로구,1111013800,종로2가,1,126.98736852832481,37.57025022839782
0.0,1111000000,종로구,1111015700,인의동,1,126.99786658531508,37.57134299549324
0.0,1111000000,종로구,1111017400,창신동,1,127.00924648295879,37.574277648624076
0.0,1111000000,종로구,1111015700,인의동,1,126.99760935480802,37.571326516978225
0.0,1111000000,종로구,1111017100,명륜2가,1,126.99876118926278,37.58319784303414
0.0,1111000000,종로구,1111014700,재동,1,126.98559597906689,37.57816675640502
0.0,1111000000,종로구,1111015700,인의동,1,126.99762995952584,37.57423057460676
0.0,1111000000,종로구,1111015700,인의동,1,126.99738750309939,37.57421409591198
0.0,1111000000,종로구,1111014700,재동,1,126.98544518157712,37.57813143740775
0.0,1111000000,종로구,1111017400,창신동,1,127.01524947897012,37.57796040835401
0.0,1111000000,종로구,1111017500,숭인동,1,127.01548814285368,37.577960377282125
0.0,1111000000,종로구,1111016800,동숭동,1,127.00197184316207,37.5829653341236
0.0,1111000000,종로구,1111017400,창신동,1,127.01403647540577,37.57266719752477
0.0,1111000000,종로구,1111014700,재동,1,126.98511532436247,37.578923304129255
0.0,1111000000,종로구,1111014700,재동,1,126.98526168735995,37.57896097635612
0.0,1111000000,종로구,1111017400,창신동,1,127.01233419474124,37.571916750643524
0.0,1111000000,종로구,1111015400,장사동,1,126.99607183406314,37.56872644324753
0.0,1111000000,종로구,1111014000,삼청동,1,126.98213322554611,37.58505281840591
0.0,1111000000,종로구,1111014000,삼청동,1,126.98200902058338,37.58505985963261
0.0,1111000000,종로구,1111011400,내자동,1,126.9732932995499,37.57416659309225
0.0,1111000000,종로구,1111016000,연지동,1,127.00032922310193,37.57587412800307
0.0,1111000000,종로구,1111016800,동숭동,1,127.00213875687398,37.58198076927101
0.0,1111000000,종로구,1111016900,혜화동,1,127.00091060531037,37.585881072939586
0.0,1111000000,종로구,1111016300,종로5가,1,127.00458658697617,37.569872056919344
0.0,1111000000,종로구,1111012700,공평동,1,126.98318463604502,37.57219620758495
1.0,1111000000,종로구,1111015600,종로3가,1,126.99226471603856,37.57025418079042
1.0,1111000000,종로구,1111015600,종로3가,1,126.99204296962934,37.570242399203444
0.0,1111000000,종로구,1111011400,내자동,1,126.97216038275491,37.576080445877714
0.0,1111000000,종로구,1111016400,종로6가,1,127.00876324621746,37.57272606417988
0.0,1111000000,종로구,1111018700,무악동,1,126.95537417220932,37.57668569838275
0.0,1111000000,종로구,1111015400,장사동,1,126.99248959000136,37.56856447548235
0.0,1111000000,종로구,1111011800,내수동,1,126.97339094903984,37.57396657012938
0.0,1111000000,종로구,1111016900,혜화동,1,127.00394661145985,37.58752937582478
0.0,1111000000,종로구,1111011900,세종로,1,126.97441942963728,37.5760762502756
0.0,1111000000,종로구,1111013000,와룡동,1,126.99703682806641,37.581663081988324
0.0,1111000000,종로구,1111018700,무악동,1,126.95568159799457,37.57683878306016
0.0,1111000000,종로구,1111016400,종로6가,1,127.00865665789411,37.57096848281522
0.0,1111000000,종로구,1111016400,종로6가,1,127.00869407778798,37.57133235600347
0.0,1111000000,종로구,1111016400,종로6가,1,127.00870271221665,37.57140787678555
0.0,1111000000,종로구,1111017100,명륜2가,1,126.99859722980499,37.58310057123532
2.0,1111000000,종로구,1111017200,명륜4가,1,126.99859425297714,37.58287281713095
0.0,1111000000,종로구,1111017100,명륜2가,1,126.99870157097487,37.58296771589
0.0,1111000000,종로구,1111017100,명륜2가,1,126.99860021175934,37.58305549494527
0.0,1111000000,종로구,1111017100,명륜2가,1,126.99896688821045,37.58304838140935
0.0,1111000000,종로구,1111017100,명륜2가,1,126.99878802413693,37.58289891610033
0.0,1111000000,종로구,1111016400,종로6가,1,127.00913113737275,37.571554310203965
0.0,1111000000,종로구,1111010300,궁정동,1,126.97281988223513,37.58388906776697
0.0,1111000000,종로구,1111016300,종로5가,1,127.00376550258007,37.57118760573811
0.0,1111000000,종로구,1111016300,종로5가,1,127.00539591239732,37.57121838423462
0.0,1111000000,종로구,1111016600,연건동,1,127.00029047331576,37.57610662732644
2.0,1111000000,종로구,1111016300,종로5가,1,127.00577146657697,37.57114007585387
0.0,1111000000,종로구,1111016300,종로5가,1,127.00476699745343,37.57120892153313
0.0,1111000000,종로구,1111015600,종로3가,1,126.99222918775669,37.570722499047896
0.0,1111000000,종로구,1111015600,종로3가,1,126.99200152640593,37.570713070364164
0.0,1111000000,종로구,1111017500,숭인동,1,127.0231020851847,37.5752557389155
0.0,1111000000,종로구,1111016400,종로6가,1,127.00853316895635,37.572236336171926
0.0,1111000000,종로구,1111011400,내자동,1,126.97239679300395,37.576457040181644
0.0,1111000000,종로구,1111016400,종로6가,1,127.0085677054953,37.57252926518201
0.0,1111000000,종로구,1111016400,종로6가,1,127.00838949946444,37.57306479336254
0.0,1111000000,종로구,1111016400,종로6가,1,127.00839233237164,37.57268718616623
0.0,1111000000,종로구,1111016400,종로6가,1,127.00848434736756,37.572744392771725
0.0,1111000000,종로구,1111016400,종로6가,1,127.00924039977609,37.571586341090836
0.0,1111000000,종로구,1111016400,종로6가,1,127.00894716448916,37.5718998919711
0.0,1111000000,종로구,1111016400,종로6가,1,127.0089529546833,37.57223172802777
0.0,1111000000,종로구,1111016400,종로6가,1,127.00761604882665,37.57306255726712
0.0,1111000000,종로구,1111016400,종로6가,1,127.00828883624585,37.57280848542479
0.0,1111000000,종로구,1111016400,종로6가,1,127.00875744315964,37.57227751324265
0.0,1111000000,종로구,1111016400,종로6가,1,127.00861658385588,37.572520107515054
0.0,1111000000,종로구,1111011900,세종로,1,126.97422094564926,37.57716110942243
0.0,1111000000,종로구,1111010600,통의동,1,126.97401988569794,37.57713282493957
0.0,1111000000,종로구,1111017400,창신동,1,127.01104892006285,37.571618225070075
0.0,1111000000,종로구,1111016400,종로6가,1,127.00901607385944,37.57110119053475
0.0,1111000000,종로구,1111018200,구기동,1,126.957201162895,37.60831319123151
0.0,1111000000,종로구,1111018200,구기동,1,126.95658273094966,37.60862360812185
0.0,1111000000,종로구,1111010700,적선동,1,126.97266881481919,37.576487697249725
0.0,1111000000,종로구,1111017400,창신동,1,127.01410257974482,37.5725253009515
2.0,1111000000,종로구,1111017400,창신동,1,127.01340673001938,37.57231941455921
0.0,1111000000,종로구,1111016400,종로6가,1,127.00873430378714,37.57110121171768
0.0,1111000000,종로구,1111016400,종로6가,1,127.00871704775717,37.57106001949018
0.0,1111000000,종로구,1111017400,창신동,1,127.0141428182312,37.572445197679414
0.0,1111000000,종로구,1111013500,관철동,1,126.98784192774752,37.56817225212099
0.0,1111000000,종로구,1111014700,재동,1,126.9850753220131,37.579339844919495
0.0,1111000000,종로구,1111017500,숭인동,1,127.01542410381286,37.58069776545763
0.0,1111000000,종로구,1111017400,창신동,1,127.010965571765,37.57184479708189
0.0,1111000000,종로구,1111014700,재동,1,126.98492451054152,37.57936335941847
0.0,1111000000,종로구,1111015500,관수동,1,126.99222940608902,37.5686209395372
0.0,1111000000,종로구,1111014600,가회동,1,126.98494503619942,37.58022410567736
0.0,1111000000,종로구,1111011900,세종로,1,126.97574991611005,37.575502123049404
0.0,1111000000,종로구,1111016100,종로4가,1,126.99932883066448,37.570745203251576
0.0,1111000000,종로구,1111013500,관철동,1,126.98763788707592,37.56840521462853
0.0,1111000000,종로구,1111013500,관철동,1,126.98783597790182,37.5683981750929
2.0,1111000000,종로구,1111015600,종로3가,1,126.99459951381176,37.57053568546497
0.0,1111000000,종로구,1111016100,종로4가,1,126.99707717237592,37.57082523728295
0.0,1111000000,종로구,1111015600,종로3가,1,126.99505778284225,37.57070514816127
2.0,1111000000,종로구,1111013500,관철동,1,126.98762598257447,37.5688782408583
0.0,1111000000,종로구,1111010200,신교동,1,126.96894446710385,37.58398018718339
0.0,1111000000,종로구,1111017000,명륜1가,1,126.99955413497251,37.58834129231896
0.0,1111000000,종로구,1111016900,혜화동,1,126.99970916348693,37.588365017163326
0.0,1111000000,종로구,1111015800,예지동,1,126.99807139530446,37.56901610449734
0.0,1111000000,종로구,1111014600,가회동,1,126.98511934240022,37.581020742080874
0.0,1111000000,종로구,1111013700,낙원동,1,126.98960342958546,37.57251674113812
0.0,1111000000,종로구,1111013700,낙원동,1,126.98960045748028,37.572627349217704
0.0,1111000000,종로구,1111016700,충신동,1,127.00548848902072,37.57362878151817
0.0,1111000000,종로구,1111011900,세종로,1,126.97700252487375,37.57038045290077
2.0,1111000000,종로구,1111012600,종로1가,1,126.9780932394447,37.57026260938997
0.0,1111000000,종로구,1111015100,묘동,1,126.99136856937125,37.57273339333421
0.0,1111000000,종로구,1111015100,묘동,1,126.99160806135059,37.57276400439725
0.0,1111000000,종로구,1111012600,종로1가,1,126.97912244384457,37.57035260639132
0.0,1111000000,종로구,1111012600,종로1가,1,126.97952898318482,37.570347382503236
0.0,1111000000,종로구,1111012300,서린동,1,126.97942729194489,37.569210098748336
0.0,1111000000,종로구,1111016600,연건동,1,127.00195687765128,37.58067355859964
0.0,1111000000,종로구,1111015400,장사동,1,126.99237420344701,37.56935284717422
0.0,1111000000,종로구,1111016900,혜화동,1,126.99951018652254,37.590772841268766
0.0,1111000000,종로구,1111012300,서린동,1,126.97935924352362,37.56937952952829
0.0,1111000000,종로구,1111012300,서린동,1,126.97917597620977,37.569228881648804
0.0,1111000000,종로구,1111014600,가회동,1,126.98497148745211,37.58103013681208
0.0,1111000000,종로구,1111015400,장사동,1,126.99246297448056,37.568628014791265
0.0,1111000000,종로구,1111012300,서린동,1,126.97943613584704,37.569304235099565
0.0,1111000000,종로구,1111015400,장사동,1,126.99530904107914,37.56867228788076
0.0,1111000000,종로구,1111011900,세종로,1,126.9766064800825,37.56991676121769
0.0,1111000000,종로구,1111011900,세종로,1,126.97760596485328,37.56942745406111
0.0,1111000000,종로구,1111011900,세종로,1,126.97665672135568,37.56998501889175
0.0,1111000000,종로구,1111015400,장사동,1,126.99530016618485,37.568754655495816
0.0,1111000000,종로구,1111015400,장사동,1,126.99458763438037,37.56871226431096
0.0,1111000000,종로구,1111011900,세종로,1,126.9775971260595,37.56932390409511
0.0,1111000000,종로구,1111015800,예지동,1,126.9978230404575,37.569070227697814
0.0,1111000000,종로구,1111018300,평창동,1,126.96521927916646,37.604976709734814
0.0,1111000000,종로구,1111016200,효제동,1,127.00213254211845,37.57312326312107
0.0,1111000000,종로구,1111016900,혜화동,1,126.99935639887238,37.590819907764235
0.0,1111000000,종로구,1111011900,세종로,1,126.9773577065086,37.57025600146402
0.0,1111000000,종로구,1111012300,서린동,1,126.97917299143798,37.569330076043066
0.0,1111000000,종로구,1111016900,혜화동,1,126.99926470364859,37.59227428456833
0.0,1111000000,종로구,1111016900,혜화동,1,126.99911682885545,37.592229569693416
0.0,1111000000,종로구,1111017400,창신동,1,127.01223934939995,37.572145613271054
0.0,1111000000,종로구,1111015400,장사동,1,126.99605409014316,37.56881116399357
0.0,1111000000,종로구,1111018400,부암동,1,126.96380271810074,37.59514748463887
0.0,1111000000,종로구,1111015800,예지동,1,126.9978200881897,37.56892196530787
0.0,1111000000,종로구,1111011900,세종로,1,126.97740388788367,37.572607100158315
0.0,1111000000,종로구,1111014400,사간동,1,126.9797003980714,37.5760525661395
0.0,1111000000,종로구,1111016200,효제동,1,127.00402493685775,37.57339871361191
0.0,1111000000,종로구,1111012500,중학동,1,126.97982170572129,37.575770182824556
0.0,1111000000,종로구,1111011900,세종로,1,126.97938982481087,37.576424344385984
0.0,1111000000,종로구,1111017400,창신동,1,127.01227671180649,37.572049491235006
0.0,1111000000,종로구,1111011900,세종로,1,126.97737650332448,37.57538849397236
0.0,1111000000,종로구,1111011900,세종로,1,126.97697437694487,37.57537664938425
0.0,1111000000,종로구,1111011900,세종로,1,126.97735274242451,37.57573914120847
0.0,1111000000,종로구,1111014400,사간동,1,126.97965890466459,37.57641027085322
0.0,1111000000,종로구,1111011900,세종로,1,126.97742085092445,37.57540497603749
0.0,1111000000,종로구,1111011900,세종로,1,126.9773983154466,37.57034981189002
0.0,1111000000,종로구,1111016100,종로4가,1,126.99931653416883,37.5709035637592
2.0,1111000000,종로구,1111016100,종로4가,1,126.99947786039674,37.57091127502298
0.0,1111000000,종로구,1111013700,낙원동,1,126.98799832090205,37.572521574158834
0.0,1111000000,종로구,1111011900,세종로,1,126.977454883741,37.570404073851954
0.0,1111000000,종로구,1111016300,종로5가,1,127.00659846921357,37.569743849663254
0.0,1111000000,종로구,1111018000,교북동,1,126.96284773992284,37.569751265069684
0.0,1111000000,종로구,1111014400,사간동,1,126.97971220637552,37.5761231691954
0.0,1111000000,종로구,1111010700,적선동,1,126.97384594837742,37.575645458343345
0.0,1111000000,종로구,1111016400,종로6가,1,127.00617106742101,37.57351487059416
0.0,1111000000,종로구,1111011900,세종로,1,126.97638288898624,37.57575777810552
0.0,1111000000,종로구,1111017000,명륜1가,1,126.99728494659321,37.58928327999955
0.0,1111000000,종로구,1111016000,연지동,1,126.99958701213805,37.57337950541125
0.0,1111000000,종로구,1111012600,종로1가,1,126.98124685034824,37.5701088008406
0.0,1111000000,종로구,1111016000,연지동,1,126.998600391642,37.57344592621505
2.0,1111000000,종로구,1111012600,종로1가,1,126.98093933987961,37.570191119539295
0.0,1111000000,종로구,1111015600,종로3가,1,126.99234453435727,37.57036008763767
0.0,1111000000,종로구,1111012600,종로1가,1,126.98125270285132,37.57035119886762
0.0,1111000000,종로구,1111015600,종로3가,1,126.99233564056405,37.570593070671535
0.0,1111000000,종로구,1111015600,종로3가,1,126.99192171124648,37.570578922854466
0.0,1111000000,종로구,1111016900,혜화동,1,127.00033523280321,37.58659280704857
0.0,1111000000,종로구,1111011900,세종로,1,126.97421540998285,37.576064439052246
0.0,1111000000,종로구,1111016900,혜화동,1,127.00005797702246,37.587152702560374
0.0,1111000000,종로구,1111011400,내자동,1,126.9721486648552,37.57578627216872
0.0,1111000000,종로구,1111015900,원남동,1,126.99706662702856,37.575849090787024
0.0,1111000000,종로구,1111012900,견지동,1,126.98308666804078,37.57393070185497
0.0,1111000000,종로구,1111015600,종로3가,1,126.98975158040525,37.57022104219724
0.0,1111000000,종로구,1111016900,혜화동,1,126.99930169505005,37.58985855912778
0.0,1111000000,종로구,1111016100,종로4가,1,126.9980831735838,37.57089174059616
0.0,1111000000,종로구,1111015600,종로3가,1,126.98963328274743,37.5704540154846
0.0,1111000000,종로구,1111013800,종로2가,1,126.9892182757729,37.570420025303584
0.0,1111000000,종로구,1111010700,적선동,1,126.97387245723222,37.5759396351665
0.0,1111000000,종로구,1111017400,창신동,1,127.0154770063555,37.57277915529541
0.0,1111000000,종로구,1111016100,종로4가,1,126.99808317738349,37.57074347830662
0.0,1111000000,종로구,1111016100,종로4가,1,126.99808317949442,37.57066111036637
0.0,1111000000,종로구,1111017400,창신동,1,127.01551727294543,37.57284094024534
0.0,1111000000,종로구,1111015900,원남동,1,126.99764321675532,37.57576438246973
0.0,1111000000,종로구,1111017500,숭인동,1,127.01591406822143,37.572877503858464
0.0,1111000000,종로구,1111018000,교북동,1,126.96169001335673,37.571060130819184
0.0,1111000000,종로구,1111010700,적선동,1,126.9742897657363,37.57421153025835
0.0,1111000000,종로구,1111016200,효제동,1,127.00198354701128,37.57465111829208
0.0,1111000000,종로구,1111015500,관수동,1,126.98943834482735,37.568353356135326
0.0,1111000000,종로구,1111015500,관수동,1,126.98964614361294,37.56836470368424
0.0,1111000000,종로구,1111013000,와룡동,1,126.99701335026714,37.577184625449455
0.0,1111000000,종로구,1111015900,원남동,1,126.99697789522051,37.57649508793737
0.0,1111000000,종로구,1111015600,종로3가,1,126.98951506550841,37.57010805967209
0.0,1111000000,종로구,1111013800,종로2가,1,126.98938723141984,37.570105353703035
0.0,1111000000,종로구,1111015100,묘동,1,126.99169950844107,37.57252268506579
0.0,1111000000,종로구,1111016600,연건동,1,126.99728538406251,37.57723640609517
2.0,1111000000,종로구,1111015600,종로3가,1,126.99020687741434,37.57040935043282
0.0,1111000000,종로구,1111015600,종로3가,1,126.98974268952487,37.57037401046693
0.0,1111000000,종로구,1111012000,신문로1가,1,126.97425407783165,37.5695552492951
0.0,1111000000,종로구,1111015600,종로3가,1,126.98973380732959,37.57046343774826
0.0,1111000000,종로구,1111011900,세종로,1,126.97391258972362,37.579561475612635
2.0,1111000000,종로구,1111016100,종로4가,1,126.99918576018209,37.57082112053182
0.0,1111000000,종로구,1111018300,평창동,1,126.97602003178677,37.610021461538246
0.0,1111000000,종로구,1111016900,혜화동,1,126.99916861415385,37.5896255754163
0.0,1111000000,종로구,1111013800,종로2가,1,126.9861237857494,37.57024538191462
0.0,1111000000,종로구,1111017400,창신동,1,127.01567219137058,37.57118860288178
0.0,1111000000,종로구,1111017400,창신동,1,127.01591082731423,37.57115882009849
0.0,1111000000,종로구,1111010500,창성동,1,126.97370560198267,37.57955436959003
0.0,1111000000,종로구,1111016400,종로6가,1,127.00877751673002,37.57182438329454
0.0,1111000000,종로구,1111016400,종로6가,1,127.00812203899548,37.57251785404788
0.0,1111000000,종로구,1111018300,평창동,1,126.97672539957671,37.61055110737472
0.0,1111000000,종로구,1111018300,평창동,1,126.97685266107736,37.61036521745592
0.0,1111000000,종로구,1111012800,관훈동,1,126.98303443523169,37.57529354294253
0.0,1111000000,종로구,1111012900,견지동,1,126.98273282560396,37.57534762667231
0.0,1111000000,종로구,1111013400,경운동,1,126.9845156729356,37.57595268948932
0.0,1111000000,종로구,1111012900,견지동,1,126.98258500788107,37.575244056772874
0.0,1111000000,종로구,1111016300,종로5가,1,127.00476996280804,37.57096930466934
0.0,1111000000,종로구,1111011100,옥인동,1,126.96846128073386,37.58148755155645
0.0,1111000000,종로구,1111010100,청운동,1,126.96912023057207,37.588016251732135
0.0,1111000000,종로구,1111016300,종로5가,1,127.00376549075536,37.57095273387967
0.0,1111000000,종로구,1111011900,세종로,1,126.97944552294058,37.57817996591318
0.0,1111000000,종로구,1111016600,연건동,1,126.99723495817923,37.58151953150801
0.0,1111000000,종로구,1111011900,세종로,1,126.97632998046835,37.57440258808446
0.0,1111000000,종로구,1111010700,적선동,1,126.97459727985807,37.57422807112522
0.0,1111000000,종로구,1111016300,종로5가,1,127.00376549457746,37.57102865205716
2.0,1111000000,종로구,1111016300,종로5가,1,127.00466564605148,37.57105234434455
0.0,1111000000,종로구,1111014200,소격동,1,126.97969686549585,37.578172949309206
0.0,1111000000,종로구,1111010600,통의동,1,126.97200584781116,37.57815843246903
0.0,1111000000,종로구,1111013700,낙원동,1,126.98803377377611,37.572705148525415
0.0,1111000000,종로구,1111016100,종로4가,1,126.9993228686556,37.57083061117034
0.0,1111000000,종로구,1111010500,창성동,1,126.97107092642179,37.58142820913069
0.0,1111000000,종로구,1111013700,낙원동,1,126.98762276970346,37.572707459620936
0.0,1111000000,종로구,1111017400,창신동,1,127.01550298672223,37.573275762281924
0.0,1111000000,종로구,1111016400,종로6가,1,127.00649874940899,37.57123493577721
0.0,1111000000,종로구,1111010800,통인동,1,126.97079889096776,37.581388134938486
0.0,1111000000,종로구,1111011900,세종로,1,126.97376943989332,37.583020891068045
0.0,1111000000,종로구,1111016300,종로5가,1,127.004766987776,37.571057085182005
0.0,1111000000,종로구,1111017400,창신동,1,127.0155852140631,37.5746271265355
2.0,1111000000,종로구,1111013800,종로2가,1,126.98532846568854,37.57016997791796
0.0,1111000000,종로구,1111013000,와룡동,1,126.9907014490941,37.57576448103989
1.0,1111000000,종로구,1111013800,종로2가,1,126.98613268576081,37.57008300043591
