교육지원청명,자치구,유치원명,공립/사립,유형,주소,,Latitude,Longitude,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수,보직교사수,일반교사수,특수교사수,기간제교사수,총 교사수
남부교육지원청,금천구,서울정심초등학교병설유치원(금천구),공립,병설,서울특별시 금천구 독산로78다길 89,,37.4715317,126.9082847,07시30분~19시30분,1,1,1,0,1,3,15,16,0,4,1,2,1,0,4
강동송파교육지원청,송파구,서울솔방울유치원(송파구),공립,단설,서울특별시 송파구 오금로24길 25,,37.5047827,127.117784,07시00분~20시00분,2,2,2,0,1,28,31,43,0,6,2,4,0,5,11
강동송파교육지원청,송파구,란키즈유치원(송파구),사립,사인,서울특별시 송파구 새말로8길 22-5,,37.4807699,127.1262724,08시00분~19시00분,1,2,1,0,0,23,31,21,0,0,0,6,0,0,6
동부교육지원청,중랑구,서울신현초등학교병설유치원(중랑구),공립,병설,서울특별시 중랑구 봉화산로 188,,37.6056709,127.0936365,07시30분~19시30분,1,1,1,0,1,12,14,20,0,4,0,3,1,2,6
동부교육지원청,중랑구,서울신묵초등학교병설유치원(중랑구),공립,병설,서울특별시 중랑구 동일로149길 46,,37.6071681,127.0755496,07시30분~19시30분,1,1,1,0,0,13,11,9,0,0,0,3,0,0,3
서부교육지원청,은평구,다우림유치원(은평구),사립,사인,서울특별시 은평구 증산로21길 22,,37.596237,126.9123289,08시00분~20시00분,1,1,1,0,0,13,28,16,0,0,0,6,0,0,6
서부교육지원청,마포구,서울소의초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 마포대로24길 42,,37.5522106,126.9608226,07시00분~19시30분,1,1,1,0,0,6,11,17,0,0,1,2,0,0,3
북부교육지원청,노원구,서울상계초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 상계로9길 39,,37.6591835,127.065985,07시00분~19시30분,0,1,1,0,0,0,6,9,0,0,0,2,0,0,2
강동송파교육지원청,송파구,서울송파위례유치원(송파구),공립,단설,서울특별시 송파구 위례송파로 121,,37.4846825,127.1473532,07시00분~20시00분,2,2,3,0,1,32,36,47,0,4,2,4,1,2,9
북부교육지원청,도봉구,서울월천초등학교병설유치원(도봉구),공립,병설,서울특별시 도봉구 노해로70길 96,,37.6478352,127.0519604,07시30분~19시30분,1,1,1,0,0,8,17,8,0,0,1,2,0,0,3
강남서초교육지원청,강남구,서울신구유치원(강남구),공립,단설,서울특별시 강남구 압구정로18길 28,,37.5231178,127.0241858,07시30분~19시30분,2,2,1,0,1,19,20,19,0,2,2,3,0,5,10
강남서초교육지원청,강남구,서울세명유치원(강남구),공립,단설,서울특별시 강남구 자곡로 55,,37.4686014,127.0909942,07시30분~19시30분,1,2,2,0,1,14,30,36,0,4,2,3,0,3,8
강남서초교육지원청,서초구,한신유치원(서초구),사립,법인,서울특별시 서초구 잠원로3길 31,,37.5090414,127.0046958,09시00분~17시00분,2,2,2,0,0,46,48,45,0,0,0,11,0,0,11
강서양천교육지원청,양천구,서울강월초등학교병설유치원(양천구),공립,병설,서울특별시 양천구 신월로 97,,37.5160671,126.8339911,07시00분~19시00분,0,0,2,1,0,0,0,12,1,0,1,3,0,0,4
강남서초교육지원청,강남구,강남유치원(강남구),사립,사인,서울특별시 강남구 선릉로129길 31,,37.5153758,127.0390967,08시40분~17시40분,0,1,2,0,0,0,21,55,0,0,0,5,0,0,5
서부교육지원청,은평구,서울연광초등학교병설유치원(은평구),공립,병설,서울특별시 은평구 연서로35길 37,,37.6239685,126.9241114,07시00분~19시00분,1,1,1,0,0,5,8,10,0,0,1,2,0,0,3
강남서초교육지원청,서초구,서울원명초등학교병설유치원(서초구),공립,병설,서울특별시 서초구 고무래로 90-6,,37.5005095,127.0167948,07시30분~19시30분,1,1,1,0,0,14,21,24,0,0,1,2,0,0,3
서부교육지원청,마포구,홍익대학교사범대학부속유치원(마포구),사립,법인,서울특별시 마포구 성미산로 111,,37.5630964,126.9194615,09시00분~17시00분,2,2,2,0,0,40,50,55,0,0,2,5,0,1,8
성동광진교육지원청,성동구,서울마장초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 마장로35나길 31,,37.5683436,127.0419269,07시30분~19시30분,1,1,1,0,0,8,11,14,0,0,1,2,0,0,3
강남서초교육지원청,서초구,서울우솔초등학교병설유치원(서초구),공립,병설,서울특별시 서초구 양재대로2길 74,,37.4570244,127.0193154,07시30분~19시30분,2,1,1,0,1,19,15,15,0,4,1,3,1,0,5
강남서초교육지원청,강남구,서울언주초등학교병설유치원(강남구),공립,병설,서울특별시 강남구 남부순환로363길 19,,37.4865471,127.0371722,07시30분~19시30분,1,1,1,0,0,14,22,23,0,0,1,2,0,0,3
강남서초교육지원청,강남구,서울개원초등학교병설유치원(강남구),공립,병설,서울특별시 강남구 선릉로 29,,37.4813655,127.0590553,09시00분~20시00분,1,1,1,0,0,8,5,4,0,0,1,2,0,4,7
동작관악교육지원청,관악구,한별유치원(관악구),사립,사인,서울특별시 관악구 남부순환로144길 65,,37.4783982,126.9134451,08시00분~18시00분,1,2,2,0,0,26,36,46,0,0,0,10,0,0,10
남부교육지원청,금천구,서울백산초등학교병설유치원(금천구),공립,병설,서울특별시 금천구 시흥대로38길 78,,37.4470039,126.9050089,07시00분~19시00분,1,1,1,0,0,7,13,19,0,0,1,2,0,0,3
남부교육지원청,구로구,서울아람유치원(구로구),사립,사인,서울특별시 구로구 고척로25길 62,,37.5041477,126.8460221,09시00분~18시30분,1,1,1,0,0,13,12,26,0,0,0,5,0,0,5
남부교육지원청,영등포구,성모유치원(영등포구),사립,법인,서울특별시 영등포구 가마산로89길 7,,37.5052124,126.9210169,09시50분~18시00분,1,2,2,0,0,23,48,42,0,0,0,8,0,0,8
강서양천교육지원청,양천구,새서울유치원(양천구),사립,사인,서울특별시 양천구 목동서로 340,,37.5185416,126.8624047,08시00분~20시00분,1,1,2,0,0,12,17,37,0,0,0,4,0,0,4
강서양천교육지원청,양천구,샘터유치원(양천구),사립,사인,서울특별시 양천구 신월로 99,,37.5179066,126.8340997,08시00분~19시00분,1,2,1,0,0,25,44,41,0,0,0,8,0,0,8
강서양천교육지원청,양천구,서울경인유치원(양천구),공립,단설,서울특별시 양천구 안양천로 1009,,37.5327839,126.8863757,09시00분~17시00분,1,2,2,0,1,13,26,28,0,4,2,3,1,7,13
강서양천교육지원청,강서구,서울공항초등학교병설유치원(강서구),공립,병설,서울특별시 강서구 마곡서1로 68,,37.5630186,126.8216307,07시30분~19시30분,1,1,2,0,1,11,19,41,0,4,1,4,0,0,5
동부교육지원청,동대문구,새일문유치원(동대문구),사립,사인,서울특별시 동대문구 장한로 165,,37.5751317,127.0716373,07시30분~19시30분,0,0,0,2,0,0,0,0,48,0,0,4,0,0,4
동부교육지원청,중랑구,서울중곡초등학교병설유치원(중랑구),공립,병설,서울특별시 중랑구 면목로23길 20,,37.5743574,127.0836385,07시00분~19시30분,2,1,1,0,0,12,20,19,0,0,1,3,0,1,5
북부교육지원청,노원구,한울유치원(노원구),사립,사인,서울특별시 노원구 덕릉로122길 12-6,,37.667829,127.0816184,08시00분~17시00분,1,1,1,0,0,6,6,14,0,0,0,3,0,1,4
북부교육지원청,도봉구,햇살유치원(도봉구),사립,사인,서울특별시 도봉구 우이천로32길 38,,37.6492775,127.025319,08시00분~18시00분,1,2,2,0,0,17,49,44,0,0,0,8,0,0,8
북부교육지원청,노원구,효천유치원(노원구),사립,사인,서울특별시 노원구 중계로18길 14,,37.6519314,127.0795434,08시00분~19시00분,2,1,1,0,0,26,28,31,0,0,0,7,0,0,7
서부교육지원청,은평구,궁전유치원(은평구),사립,사인,서울특별시 은평구 갈현로33길 24,,37.6221702,126.9141882,09시00분~17시00분,1,1,1,0,0,9,8,19,0,0,0,5,0,0,5
강동송파교육지원청,송파구,꿀벌유치원(송파구),사립,사인,서울특별시 송파구 양산로8길 8,,37.4909346,127.1445265,08시00분~18시00분,2,1,1,0,0,34,29,23,0,0,0,8,0,0,8
강동송파교육지원청,강동구,송원유치원(강동구),사립,사인,서울특별시 강동구 성안로 64,,37.5291993,127.131641,09시00분~18시00분,2,1,2,0,0,40,24,46,0,0,0,8,0,0,8
북부교육지원청,도봉구,행복한유치원(도봉구),사립,사인,서울특별시 도봉구 시루봉로6길 86,,37.6585638,127.031201,07시30분~19시30분,2,1,1,0,0,21,17,18,0,0,0,5,0,0,5
서부교육지원청,은평구,성아유치원(은평구),사립,사인,서울특별시 은평구 응암로14길 21,,37.5899359,126.9197443,07시00분~20시00분,1,2,1,0,0,17,29,35,0,0,0,6,0,0,6
서부교육지원청,은평구,성균관유치원(은평구),사립,사인,서울특별시 은평구 연서로27길 23,,37.6183058,126.916926,07시00분~20시00분,1,3,2,0,0,20,70,45,0,0,0,12,0,0,12
동부교육지원청,동대문구,백주유치원(동대문구),사립,사인,서울특별시 동대문구 서울시립대로18길 19,,37.5806018,127.0527685,08시00분~19시00분,1,1,1,0,0,6,24,12,0,0,0,5,0,0,5
서부교육지원청,은평구,동산유치원(은평구),사립,법인,서울특별시 은평구 증산서길 53-9,,37.5817929,126.9044084,07시30분~19시30분,1,2,2,0,0,23,41,27,0,0,0,8,0,0,8
중부교육지원청,용산구,강변유치원(용산구),사립,법인,서울특별시 용산구 이촌로84길 9-7,,37.5183321,126.9774277,09시00분~17시00분,1,1,1,0,0,6,12,16,0,0,0,4,0,0,4
성북강북교육지원청,성북구,개동유치원(성북구),사립,법인,서울특별시 성북구 보국문로 143,,37.615808,127.0050899,09시00분~17시00분,1,1,1,0,0,9,19,25,0,0,0,4,0,0,4
성북강북교육지원청,성북구,영광유치원(성북구),사립,사인,서울특별시 성북구 북악산로 913,,37.5958945,127.0233972,08시00분~18시30분,2,2,2,0,0,42,43,42,0,0,0,10,0,0,10
성북강북교육지원청,성북구,은영유치원(성북구),사립,법인,서울특별시 성북구 보문사길 18,,37.5846344,127.016642,09시00분~18시00분,2,1,2,0,0,28,25,34,0,0,0,9,0,0,9
강서양천교육지원청,양천구,솔샘유치원(양천구),사립,사인,서울특별시 양천구 목동서로 130,,37.5319314,126.8715915,09시30분~20시00분,2,2,1,0,0,30,34,22,0,0,0,6,0,0,6
강서양천교육지원청,강서구,한나유치원(강서구),사립,사인,서울특별시 강서구 금낭화로 287-19,,37.5771886,126.8102531,07시00분~20시00분,1,1,1,0,0,18,12,19,0,0,0,5,0,0,5
강서양천교육지원청,강서구,화곡유치원(강서구),사립,법인,서울특별시 강서구 까치산로 60,,37.5440112,126.8465873,08시00분~18시00분,0,0,1,0,0,0,0,12,0,0,0,2,0,0,2
남부교육지원청,구로구,정훈유치원(구로구),사립,사인,서울특별시 구로구 경인로 382,,37.4952641,126.8625018,08시00분~19시00분,1,2,2,0,0,39,44,50,0,0,0,10,0,0,10
남부교육지원청,영등포구,큰나무유치원(영등포구),사립,사인,서울특별시 영등포구 도신로 31,,37.5055322,126.8956135,09시00분~18시00분,2,2,1,0,0,34,26,17,0,0,0,8,0,0,8
남부교육지원청,영등포구,평강유치원(영등포구),사립,사인,서울특별시 영등포구 신길로 27,,37.4949273,126.9081218,09시30분~17시30분,2,1,2,0,0,47,24,46,0,0,0,8,0,0,8
북부교육지원청,도봉구,선희유치원(도봉구),사립,사인,서울특별시 도봉구 해등로 241,,37.6570391,127.0313224,08시00분~18시30분,1,1,1,0,0,9,21,17,0,0,0,4,0,0,4
북부교육지원청,도봉구,슬기유치원(도봉구),사립,사인,서울특별시 도봉구 도봉로180나길 33-29,,37.6857362,127.0480605,07시00분~22시00분,3,2,3,0,0,63,58,76,0,0,0,17,0,1,18
북부교육지원청,노원구,영은유치원(노원구),사립,사인,서울특별시 노원구 동일로213길 78,,37.6481378,127.0575649,07시00분~20시00분,1,1,1,0,0,18,20,28,0,0,0,5,0,0,5
서부교육지원청,마포구,서울마포초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 도화2길 64,,37.5385766,126.9490889,07시30분~20시00분,1,1,2,0,0,13,20,38,0,0,1,3,0,1,5
서부교육지원청,마포구,서울상암초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 월드컵북로 353,,37.5760868,126.8921932,07시30분~19시30분,1,1,1,0,0,13,12,22,0,0,1,2,0,0,3
서부교육지원청,은평구,서울신도초등학교병설유치원(은평구),공립,병설,서울특별시 은평구 진관1로 77-23,,37.6328578,126.9291221,07시00분~19시00분,0,1,1,0,1,0,7,14,0,3,1,1,1,0,3
서부교육지원청,마포구,서일유치원(마포구),사립,사인,서울특별시 마포구 새터산16길 14,,37.5674459,126.9081826,07시00분~20시00분,2,2,2,0,0,29,43,45,0,0,0,11,0,0,11
성동광진교육지원청,광진구,선경유치원(광진구),사립,법인,서울특별시 광진구 뚝섬로66길 14,,37.5329367,127.0895315,09시00분~18시00분,2,2,2,0,0,44,44,52,0,0,1,5,0,5,11
성동광진교육지원청,광진구,성산유치원(광진구),사립,법인,서울특별시 광진구 뚝섬로59길 18,,37.5328963,127.0841408,07시00분~19시00분,1,1,1,0,0,14,14,21,0,0,0,5,0,0,5
성동광진교육지원청,광진구,자양유치원(광진구),사립,사인,서울특별시 광진구 자양로5길 36,,37.531206,127.0837497,09시00분~20시00분,0,0,1,1,0,0,0,19,14,0,0,3,0,0,3
성동광진교육지원청,광진구,프라임유치원(광진구),사립,사인,서울특별시 광진구 광나루로56길 5,,37.5373973,127.0976212,08시00분~19시00분,3,2,2,0,0,54,46,46,0,0,0,12,0,2,14
강동송파교육지원청,송파구,서울신천초등학교병설유치원(송파구),공립,병설,서울특별시 송파구 올림픽로 215,,37.5136269,127.0951912,07시00분~20시00분,1,1,2,0,1,7,15,40,0,4,1,3,0,3,7
강동송파교육지원청,송파구,장미유치원(송파구),사립,법인,서울특별시 송파구 올림픽로35길 118,,37.5179162,127.1008463,08시00분~19시00분,1,1,1,0,0,18,23,19,0,0,0,6,0,0,6
서부교육지원청,서대문구,연유치원(서대문구),사립,사인,서울특별시 서대문구 명지대길 39-4,,37.5818847,126.9240957,07시30분~19시30분,1,2,2,0,0,20,29,38,0,0,0,6,0,0,6
강남서초교육지원청,강남구,도곡렉슬유치원(강남구),사립,사인,서울특별시 강남구 선릉로 221,,37.4935415,127.0505473,08시30분~18시00분,0,0,0,8,0,0,0,0,199,0,0,17,0,4,21
성북강북교육지원청,성북구,두산효자유치원(성북구),사립,사인,서울특별시 성북구 화랑로48길 16,,37.6126553,127.0687059,07시30분~19시30분,1,2,1,0,0,17,27,24,0,0,0,6,0,0,6
동작관악교육지원청,관악구,동원유치원(관악구),사립,사인,서울특별시 관악구 행운1길 96,,37.4828602,126.9566444,07시30분~20시00분,1,1,1,0,0,17,19,8,0,0,0,4,0,2,6
동작관악교육지원청,관악구,서울관악초등학교병설유치원(관악구),공립,병설,서울특별시 관악구 청룡4길 49,,37.4806341,126.9432666,07시10분~19시10분,1,1,1,0,1,10,17,16,0,4,1,3,0,1,5
북부교육지원청,노원구,키즈위즈유치원(노원구),사립,사인,서울특별시 노원구 덕릉로86길 65,,37.6610028,127.0784879,08시00분~18시00분,1,1,2,0,0,4,13,40,0,0,0,5,0,0,5
성북강북교육지원청,성북구,새싹유치원(성북구),사립,법인,서울특별시 성북구 정릉로 282,,37.6031297,127.0145273,08시00분~19시00분,2,2,2,0,0,28,38,51,0,0,0,9,0,1,10
강동송파교육지원청,강동구,한영중고등학교병설한영유치원(강동구),사립,법인,서울특별시 강동구 동남로 832,,37.5487478,127.1574651,09시00분~17시00분,3,2,3,0,0,54,51,57,0,0,0,4,0,8,12
강서양천교육지원청,양천구,서울월촌초등학교병설유치원(양천구),공립,병설,서울특별시 양천구 목동중앙로 132,,37.5400198,126.8761842,07시30분~19시30분,2,1,2,0,0,24,20,25,0,0,0,5,0,4,9
강서양천교육지원청,강서구,선미유치원(강서구),사립,법인,서울특별시 강서구 까치산로2길 43,,37.5393081,126.8436329,08시00분~18시00분,1,2,2,0,0,16,42,29,0,0,0,10,0,0,10
강서양천교육지원청,양천구,솔밭유치원(양천구),사립,사인,서울특별시 양천구 신월로10길 2-1,,37.5168783,126.8401423,09시00분~18시00분,0,0,1,2,0,0,0,19,24,0,0,4,0,0,4
남부교육지원청,구로구,미림유치원(구로구),사립,사인,서울특별시 구로구 개봉로18길 37,,37.4908637,126.8579548,07시20분~19시20분,2,0,0,1,0,19,0,0,35,0,0,5,0,0,5
동부교육지원청,동대문구,예일유치원(동대문구),사립,사인,서울특별시 동대문구 사가정로 190,,37.5772715,127.0649582,08시00분~18시00분,2,2,2,0,0,37,43,44,0,0,0,9,0,5,14
남부교육지원청,영등포구,은하유치원(영등포구),사립,법인,서울특별시 영등포구 당산로28길 11,,37.5248499,126.898048,08시30분~18시30분,1,1,1,0,0,28,30,29,0,0,0,6,0,0,6
동작관악교육지원청,동작구,서울은로초등학교병설유치원(동작구),공립,병설,서울특별시 동작구 서달로 115,,37.50336,126.9600697,09시00분~19시00분,1,1,2,0,1,13,21,46,0,4,1,3,1,4,9
동작관악교육지원청,관악구,서울은천초등학교병설유치원(관악구),공립,병설,서울특별시 관악구 은천로 69,,37.4868215,126.9428898,07시00분~20시00분,1,2,1,0,1,13,21,19,0,4,1,4,1,3,9
동작관악교육지원청,동작구,예림유치원(동작구),사립,사인,서울특별시 동작구 현충로 151,,37.5069023,126.969582,07시00분~19시00분,0,0,1,1,0,0,0,8,3,0,0,3,0,0,3
북부교육지원청,도봉구,보나유치원(도봉구),사립,사인,서울특별시 도봉구 해등로 307,,37.6568391,127.0217422,07시00분~20시00분,1,1,2,0,0,14,25,38,0,0,0,7,0,0,7
북부교육지원청,노원구,공릉 사라유치원(노원구),사립,사인,서울특별시 노원구 동일로198가길 13,,37.6298796,127.0719275,08시00분~19시00분,1,2,2,0,0,12,26,33,0,0,0,6,0,0,6
북부교육지원청,노원구,상원유치원(노원구),사립,사인,서울특별시 노원구 노원로19길 33,,37.6434538,127.0696568,08시00분~19시00분,1,2,3,0,0,20,34,54,0,0,0,11,0,0,11
북부교육지원청,노원구,서울수락초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 동일로 1745,,37.6840069,127.0545469,07시00분~19시00분,1,1,1,0,1,4,6,11,0,4,1,2,1,0,4
북부교육지원청,노원구,육사유치원(노원구),사립,사인,서울 노원구 공릉동 24-1,,37.6261603,127.0973309,07시30분~19시00분,1,1,1,0,0,12,16,19,0,0,0,5,0,0,5
북부교육지원청,노원구,이레유치원(노원구),사립,사인,서울특별시 노원구 월계로55길 16,,37.6325655,127.0609172,09시00분~20시00분,0,0,0,5,0,0,0,0,73,0,0,6,0,0,6
북부교육지원청,도봉구,정의유치원(도봉구),사립,법인,서울특별시 도봉구 노해로49길 69,,37.65297,127.0317983,07시30분~19시00분,2,3,2,0,0,29,58,39,0,0,0,14,0,0,14
북부교육지원청,도봉구,청아유치원(도봉구),사립,사인,서울특별시 도봉구 노해로69가길 11,,37.6572501,127.0483041,07시30분~19시30분,1,2,1,0,0,14,41,20,0,0,0,8,0,0,8
서부교육지원청,마포구,배영유치원(마포구),사립,사인,서울특별시 마포구 잔다리로6길 11,,37.5525024,126.9198547,09시00분~18시00분,1,2,1,0,0,28,29,26,0,0,0,9,0,0,9
성북강북교육지원청,성북구,영암유치원(성북구),사립,법인,서울특별시 성북구 안암로7길 66,,37.5822497,127.0234377,09시00분~20시00분,1,1,1,0,0,21,23,24,0,0,0,6,0,0,6
성북강북교육지원청,성북구,성신유치원(성북구),사립,법인,서울특별시 성북구 보문로34다길 2,,37.591939,127.0220201,08시00분~18시00분,2,2,1,0,0,38,42,23,0,0,0,7,0,1,8
강남서초교육지원청,강남구,영동제일유치원(강남구),사립,사인,서울특별시 강남구 삼성로120길 28,,37.5174447,127.0533678,09시00분~17시00분,2,2,2,0,0,39,34,55,0,0,0,9,0,0,9
강남서초교육지원청,서초구,석문유치원(서초구),사립,법인,서울특별시 서초구 서초대로64길 73,,37.4927069,127.0217879,09시00분~18시00분,1,1,2,0,0,22,25,46,0,0,0,8,0,0,8
강남서초교육지원청,서초구,여나유치원(서초구),사립,사인,서울특별시 서초구 서초중앙로 200,,37.4985436,127.0156133,09시00분~17시00분,2,2,2,0,0,41,40,45,0,0,0,10,0,0,10
강남서초교육지원청,서초구,영유유치원(서초구),사립,사인,서울특별시 서초구 효령로34길 72,,37.4786533,127.0007726,09시00분~18시00분,1,2,2,0,0,15,20,27,0,0,0,5,0,0,5
중부교육지원청,중구,서울충무초등학교병설유치원(중구),공립,병설,서울특별시 중구 퇴계로50길 13,,37.5620231,127.0018217,07시30분~19시30분,1,1,1,0,0,5,10,8,0,0,1,2,0,0,3
중부교육지원청,용산구,서울한남초등학교병설유치원(용산구),공립,병설,서울특별시 용산구 한남대로 112,,37.539031,127.0052547,07시30분~19시30분,1,1,1,0,0,5,10,19,0,0,1,2,0,0,3
중부교육지원청,중구,영락유치원(중구),사립,법인,서울특별시 중구 수표로 33,,37.5633994,126.9887784,07시00분~22시00분,1,1,1,0,0,10,18,23,0,0,0,5,0,0,5
중부교육지원청,종로구,옥인유치원(종로구),사립,사인,서울특별시 종로구 자하문로 69,,37.5822149,126.9703488,08시00분~17시10분,1,1,1,0,0,15,24,25,0,0,0,5,0,0,5
중부교육지원청,용산구,충신유치원(용산구),사립,사인,서울특별시 용산구 이촌로71길 14,,37.520716,126.9735261,09시00분~17시00분,2,3,2,0,0,48,60,52,0,0,0,15,0,5,20
강동송파교육지원청,송파구,새움유치원(송파구),사립,사인,서울특별시 송파구 중대로27길 2,,37.5035424,127.128573,09시00분~19시00분,2,1,2,0,0,36,15,38,0,0,0,9,0,0,9
북부교육지원청,도봉구,예랑유치원(도봉구),사립,사인,서울특별시 도봉구 해등로4길 9,,37.6485688,127.0440978,09시00분~19시00분,1,1,1,0,0,9,15,21,0,0,0,5,0,7,12
성북강북교육지원청,성북구,서울장곡초등학교병설유치원(성북구),공립,병설,서울특별시 성북구 장월로23길 16,,37.6166901,127.0481912,07시00분~20시00분,2,1,1,0,0,15,22,23,0,0,1,2,0,1,4
남부교육지원청,구로구,서울세곡초등학교병설유치원(구로구),공립,병설,서울특별시 구로구 고척로33길 34,,37.5047112,126.8491696,07시30분~19시30분,1,1,1,0,1,5,6,12,0,4,1,2,1,3,7
동부교육지원청,중랑구,서울면동초등학교병설유치원(중랑구),공립,병설,서울특별시 중랑구 면목로57길 32,,37.5852697,127.0866741,07시30분~19시30분,1,1,1,0,0,11,12,22,0,0,1,2,0,1,4
동부교육지원청,동대문구,삼성유치원(동대문구),사립,사인,서울특별시 동대문구 사가정로 65,,37.576284,127.0506563,08시00분~18시30분,3,3,2,0,0,69,72,57,0,0,0,17,0,0,17
남부교육지원청,금천구,참사랑유치원(금천구),사립,사인,서울특별시 금천구 벚꽃로 73,,37.462262,126.8903849,08시00분~18시00분,2,3,2,0,0,41,56,43,0,0,0,14,0,1,15
북부교육지원청,노원구,온누리유치원(노원구),사립,사인,서울특별시 노원구 동일로227길 47,,37.666982,127.0542975,07시30분~19시30분,2,2,1,0,0,33,39,26,0,0,0,9,0,0,9
성동광진교육지원청,광진구,서울자양초등학교병설유치원(광진구),공립,병설,서울특별시 광진구 아차산로44길 26,,37.5368302,127.0795451,07시00분~20시00분,1,1,2,0,0,14,9,32,0,0,1,2,0,1,4
성북강북교육지원청,강북구,금성유치원(강북구),사립,사인,서울특별시 강북구 한천로123길 9,,37.6362322,127.0315029,09시00분~19시30분,0,0,0,1,0,0,0,0,31,0,0,2,0,0,2
성북강북교육지원청,강북구,동명유치원(강북구),사립,사인,서울특별시 강북구 오패산로 130,,37.6135948,127.0342577,09시00분~17시00분,1,1,1,0,0,9,16,20,0,0,0,3,0,0,3
성북강북교육지원청,강북구,길물빛유치원(강북구),사립,사인,서울특별시 강북구 인수봉로 260,,37.6418713,127.0120808,09시00분~17시00분,0,0,1,2,0,0,0,30,47,0,0,6,0,0,6
강동송파교육지원청,강동구,준현유치원(강동구),사립,사인,서울특별시 강동구 성내로3가길 61,,37.5307601,127.1259881,08시00분~19시00분,2,2,2,0,0,40,48,52,0,0,0,12,0,0,12
동작관악교육지원청,관악구,서울신성초등학교병설유치원(관악구),공립,병설,서울특별시 관악구 신림로 114,,37.4715828,126.936649,07시30분~19시30분,2,1,2,0,1,21,17,29,0,5,2,3,1,0,6
북부교육지원청,노원구,꽃동산유치원(노원구),사립,법인,서울특별시 노원구 공릉로 257,,37.6302186,127.0745008,09시00분~18시00분,1,1,1,0,0,4,3,8,0,0,0,3,0,0,3
강동송파교육지원청,강동구,고덕유치원(강동구),사립,법인,서울특별시 강동구 구천면로 645,,37.5509688,127.1690239,09시00분~18시00분,1,1,2,0,0,19,23,56,0,0,0,4,0,2,6
서부교육지원청,은평구,서울진관유치원(은평구),공립,단설,서울특별시 은평구 진관2로 111-16,,37.6341342,126.9179996,07시30분~19시30분,2,2,2,0,1,18,18,30,0,5,2,4,1,0,7
서부교육지원청,은평구,서울은빛유치원(은평구),공립,단설,서울특별시 은평구 진관3로 73-11,,37.6407397,126.9206861,07시10분~19시30분,2,2,2,0,1,21,35,45,0,5,2,4,1,0,7
강서양천교육지원청,강서구,서울공진초등학교병설유치원(강서구),공립,병설,서울특별시 강서구 마곡서로 33,,37.5578329,126.8226825,07시00분~19시00분,1,1,1,0,0,15,19,24,0,0,1,3,0,0,4
서부교육지원청,은평구,선일유치원(은평구),사립,법인,서울특별시 은평구 갈현로29길 27,,37.6197355,126.912473,09시30분~18시00분,1,2,2,0,0,22,49,39,0,0,1,4,0,3,8
동작관악교육지원청,동작구,서울상도유치원(동작구),공립,단설,서울특별시 동작구 만양로3길 48,,37.5082504,126.9433247,07시00분~20시00분,2,2,2,0,1,24,32,35,0,3,2,4,1,1,8
동작관악교육지원청,동작구,총신대부속유치원(동작구),사립,법인,서울특별시 동작구 사당로 143,,37.4891828,126.9666401,08시00분~18시00분,2,2,2,0,0,37,52,48,0,0,2,12,0,0,14
동작관악교육지원청,관악구,큰솔유치원(관악구),사립,사인,서울특별시 관악구 관악로30길 12,,37.4849777,126.9595277,09시00분~19시30분,3,2,2,0,0,70,46,48,0,0,0,12,0,0,12
동작관악교육지원청,관악구,현대유치원(관악구),사립,사인,서울특별시 관악구 관악로40길 55,,37.4922659,126.9584734,08시00분~19시00분,2,2,2,0,0,48,50,47,0,0,0,11,0,1,12
남부교육지원청,구로구,서울개봉초등학교병설유치원(구로구),공립,병설,서울특별시 구로구 개봉로16길 30-11,,37.4894288,126.8584501,07시30분~19시30분,1,2,1,0,1,14,23,19,0,4,1,3,0,1,5
남부교육지원청,구로구,서울영서초등학교병설유치원(구로구),공립,병설,서울특별시 구로구 도림로20길 57,,37.4882669,126.8951118,07시00분~19시00분,1,1,1,0,1,6,9,17,0,4,1,2,1,0,4
남부교육지원청,영등포구,서울윤중초등학교병설유치원(영등포구),공립,병설,서울특별시 영등포구 여의나루로2길 14,,37.5194933,126.9228233,07시20분~19시20분,1,1,1,0,0,11,22,10,0,0,1,2,0,4,7
성동광진교육지원청,광진구,광남유치원(광진구),사립,사인,서울특별시 광진구 아차산로70길 40,,37.5406205,127.0986045,08시00분~18시30분,2,2,2,0,0,39,46,56,0,0,0,12,0,0,12
강서양천교육지원청,강서구,보라유치원(강서구),사립,사인,서울특별시 강서구 공항대로39길 100,,37.5626457,126.8466558,07시30분~19시30분,2,2,1,0,0,34,27,23,0,0,0,8,0,1,9
강서양천교육지원청,강서구,서강유치원(강서구),사립,사인,서울특별시 강서구 금낭화로 35,,37.5684684,126.8114401,09시00분~18시30분,1,2,2,0,0,22,42,38,0,0,0,8,0,0,8
