교육지원청명,자치구,유치원명,공립/사립,유형,주소,,Latitude,Longitude,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수,보직교사수,일반교사수,특수교사수,기간제교사수,총 교사수
서부교육지원청,은평구,보림유치원(은평구),사립,사인,서울특별시 은평구 연서로17길 35-1,,37.6135632,126.9135565,09시00분~20시00분,1,1,1,0,0,7,13,15,0,0,0,5,0,3,8
서부교육지원청,마포구,새현대유치원(마포구),사립,사인,서울특별시 마포구 새창로 52,,37.5394259,126.9538604,08시00분~20시00분,2,2,0,0,0,40,22,0,0,0,0,6,0,0,6
성북강북교육지원청,강북구,성체유치원(강북구),사립,법인,서울특별시 강북구 삼각산로 161,,37.6420922,127.0214567,09시00분~19시00분,2,2,1,0,0,36,32,23,0,0,0,9,0,0,9
성북강북교육지원청,성북구,서울동신초등학교병설유치원(성북구),공립,병설,서울특별시 성북구 보문사길 50,,37.5826184,127.0169521,07시00분~20시00분,1,1,1,0,0,2,8,17,0,0,1,2,0,2,5
강남서초교육지원청,강남구,아란유치원(강남구),사립,사인,서울특별시 강남구 압구정로 201,,37.5296583,127.0308297,09시30분~16시30분,1,2,2,0,0,10,30,40,0,0,0,4,0,0,4
강동송파교육지원청,송파구,서울잠일초등학교병설유치원(송파구),공립,병설,서울특별시 송파구 올림픽로 95,,37.514693,127.0815433,07시10분~19시10분,1,1,1,0,0,4,11,22,0,0,1,2,0,0,3
강서양천교육지원청,양천구,광영유치원(양천구),사립,법인,서울특별시 양천구 남부순환로30길 17,,37.5377259,126.8240981,09시00분~17시00분,1,1,1,0,0,3,19,19,0,0,0,5,0,0,5
강서양천교육지원청,강서구,대붕유치원(강서구),사립,사인,서울특별시 강서구 허준로 176,,37.5620958,126.8571739,07시00분~20시00분,1,0,0,1,0,7,0,0,13,0,0,2,0,0,2
중부교육지원청,용산구,서울남정초등학교병설유치원(용산구),공립,병설,서울특별시 용산구 원효로64길 17-10,,37.5363575,126.9649784,07시30분~19시30분,1,1,1,0,0,15,21,19,0,0,1,2,0,0,3
중부교육지원청,용산구,신동아큰나무유치원(용산구),사립,사인,서울특별시 용산구 이촌로 347,,37.5180976,126.9875013,09시00분~18시00분,1,1,1,0,0,5,4,9,0,0,0,3,0,0,3
중부교육지원청,중구,약수유치원(중구),사립,사인,서울특별시 중구 동호로10길 30,,37.554768,127.0147101,09시00분~18시00분,1,1,1,0,0,19,19,6,0,0,0,4,0,0,4
강동송파교육지원청,송파구,서울솔가람유치원(송파구),공립,단설,서울특별시 송파구 위례순환로 419,,37.478019,127.1409393,07시30분~19시30분,2,2,3,0,1,23,40,53,0,4,2,6,1,0,9
서부교육지원청,서대문구,해맑은유치원(서대문구),사립,사인,서울특별시 서대문구 거북골로21길 55,,37.5774035,126.9056746,09시00분~17시00분,0,0,1,1,0,0,0,3,7,0,0,1,0,0,1
남부교육지원청,영등포구,푸른나라유치원(영등포구),사립,사인,서울특별시 영등포구 당산로35길 3,,37.5287709,126.8971175,09시30분~20시00분,1,1,1,0,0,8,18,14,0,0,1,3,0,0,4
성동광진교육지원청,성동구,서울용답초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 용답25길 1,,37.560829,127.053555,07시30분~19시30분,1,1,1,0,1,3,1,9,0,4,1,2,1,0,4
남부교육지원청,구로구,서울구일초등학교병설유치원(구로구),공립,병설,서울특별시 구로구 구일로 68,,37.4927246,126.8730243,07시30분~19시30분,0,1,1,0,0,0,17,22,0,0,0,2,0,1,3
강동송파교육지원청,강동구,은새유치원(강동구),사립,사인,서울특별시 강동구 고덕로62길 58,,37.5511538,127.1519191,09시00분~18시00분,2,1,1,0,0,32,23,21,0,0,0,6,0,0,6
강남서초교육지원청,강남구,서울율현초등학교병설유치원(강남구),공립,병설,서울특별시 강남구 밤고개로21길 15,,37.4745152,127.108285,07시00분~19시00분,2,1,2,0,1,26,20,41,0,4,2,2,1,6,11
동부교육지원청,중랑구,이루니유치원(중랑구),사립,사인,서울특별시 중랑구 신내로7다길 57,,37.6011905,127.0929314,07시30분~20시00분,3,3,3,0,0,70,69,66,0,0,0,14,0,0,14
성동광진교육지원청,광진구,동심유치원(광진구),사립,사인,서울특별시 광진구 군자로12길 46,,37.5512693,127.0726281,09시00분~20시00분,0,0,1,1,0,0,0,13,4,0,0,3,0,0,3
성북강북교육지원청,강북구,하나유치원(강북구),사립,사인,서울특별시 강북구 솔샘로 174,,37.6179756,127.0126309,07시00분~20시00분,4,2,3,0,0,33,27,49,0,0,0,10,0,0,10
성북강북교육지원청,강북구,화계유치원(강북구),사립,사인,서울특별시 강북구 덕릉로 45,,37.6345621,127.0188515,07시00분~20시00분,1,1,1,0,0,4,11,21,0,0,0,4,0,0,4
성북강북교육지원청,강북구,경은유치원(강북구),사립,사인,서울특별시 강북구 노해로21길 12,,37.644086,127.0222493,09시00분~18시30분,1,2,1,0,0,8,27,21,0,0,0,5,0,0,5
성북강북교육지원청,성북구,나래유치원(성북구),사립,사인,서울특별시 성북구 삼양로 73,,37.6095165,127.0225936,07시00분~20시00분,1,1,1,0,0,18,25,27,0,0,0,7,0,0,7
성북강북교육지원청,성북구,새삼선유치원(성북구),사립,법인,서울특별시 성북구 성북로6가길 28,,37.5901388,127.0058092,07시30분~19시30분,1,1,1,0,0,14,25,28,0,0,0,5,0,0,5
성북강북교육지원청,성북구,반디유치원(성북구),사립,사인,서울특별시 성북구 성북로4길 52,,37.5948075,127.0103188,09시00분~20시00분,1,1,1,0,0,34,31,25,0,0,0,7,0,0,7
강동송파교육지원청,강동구,유정유치원(강동구),사립,사인,서울특별시 강동구 강동대로55길 83,,37.5259615,127.1338108,09시30분~18시00분,4,5,5,0,0,101,144,145,0,0,0,24,0,0,24
동작관악교육지원청,관악구,꿈나라유치원(관악구),사립,사인,서울특별시 관악구 난곡로 42,,37.4605708,126.9205979,07시00분~20시00분,2,2,3,0,0,46,47,61,0,0,0,13,0,0,13
성동광진교육지원청,성동구,서울송원초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 동일로43길 9,,37.5540584,127.0694378,07시30분~20시00분,1,1,1,0,0,5,15,13,0,0,1,2,0,0,3
서부교육지원청,은평구,서울수색초등학교병설유치원(은평구),공립,병설,서울특별시 은평구 수색로16길 21,,37.5849703,126.8954572,07시30분~19시30분,1,1,1,0,0,14,20,22,0,0,1,2,0,0,3
강동송파교육지원청,강동구,돌샘유치원(강동구),사립,사인,서울특별시 강동구 고덕로 131,,37.5564401,127.1420345,09시00분~17시00분,2,3,3,0,0,53,90,82,0,0,0,16,0,0,16
강남서초교육지원청,서초구,신반포중앙유치원(서초구),사립,법인,서울특별시 서초구 나루터로4길 58,,37.5097437,127.012172,09시00분~20시00분,2,2,1,0,0,31,31,20,0,0,1,6,0,0,7
성동광진교육지원청,광진구,아이조아유치원(광진구),사립,사인,서울특별시 광진구 긴고랑로7길 65,,37.566214,127.0804787,09시00분~20시00분,1,1,1,0,0,5,4,14,0,0,0,3,0,0,3
강남서초교육지원청,서초구,영생유치원(서초구),사립,사인,서울특별시 서초구 신반포로19길 30,,37.5050455,126.9956896,08시00분~18시00분,1,1,1,0,0,14,21,21,0,0,0,4,0,0,4
성동광진교육지원청,성동구,율화유치원(성동구),사립,사인,서울특별시 성동구 고산자로2길 35,,37.5551292,127.036254,09시00분~18시00분,2,1,1,0,0,29,21,20,0,0,0,6,0,0,6
동작관악교육지원청,관악구,은비유치원(관악구),사립,사인,서울특별시 관악구 청림5길 22,,37.4891169,126.9600591,09시00분~17시00분,3,2,2,0,0,69,50,53,0,0,0,14,0,0,14
성북강북교육지원청,성북구,한가람유치원(성북구),사립,사인,서울특별시 성북구 서경로 166,,37.6170964,127.009332,07시30분~20시00분,3,4,3,0,0,64,91,85,0,0,0,20,0,0,20
성북강북교육지원청,강북구,서울화계초등학교병설유치원(강북구),공립,병설,서울특별시 강북구 솔매로50가길 25,,37.6238714,127.0292178,07시00분~19시00분,2,1,2,0,0,11,16,24,0,0,1,4,0,4,9
성동광진교육지원청,성동구,서울성수초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 아차산로17길 21,,37.5442513,127.0634269,07시30분~20시00분,1,1,1,0,0,7,16,11,0,0,1,2,0,0,3
강서양천교육지원청,양천구,서울강신초등학교병설유치원(양천구),공립,병설,서울특별시 양천구 월정로 280,,37.5426771,126.8294753,07시00분~19시00분,1,2,2,0,1,11,18,22,0,4,2,3,1,0,6
서부교육지원청,은평구,서울연신초등학교병설유치원(은평구),공립,병설,서울특별시 은평구 연서로 347,,37.6263103,126.9283771,07시30분~19시30분,1,1,1,0,0,6,13,13,0,0,1,3,0,0,4
남부교육지원청,구로구,서울하늘숲유치원(구로구),공립,단설,서울특별시 구로구 오리로 1102-19,,37.4850791,126.8431209,07시30분~19시30분,3,2,2,0,1,39,30,39,0,4,2,5,1,4,12
강남서초교육지원청,서초구,동우유치원(서초구),사립,사인,서울특별시 서초구 명달로22길 24,,37.4863523,127.0055655,09시00분~19시00분,0,1,2,0,0,0,22,47,0,0,0,6,0,0,6
강남서초교육지원청,서초구,동화유치원(서초구),사립,사인,서울특별시 서초구 서초중앙로24길 43,,37.4962993,127.0182658,09시00분~17시30분,1,1,1,0,0,24,23,24,0,0,0,6,0,0,6
동작관악교육지원청,관악구,서울봉천초등학교병설유치원(관악구),공립,병설,서울특별시 관악구 행운1라길 17,,37.4831364,126.9578612,07시20분~19시20분,1,1,1,0,1,4,9,13,0,4,1,2,1,0,4
남부교육지원청,영등포구,성요셉유치원(영등포구),사립,사인,서울특별시 영등포구 63로 45,,37.520693,126.9371057,09시30분~18시30분,1,1,1,0,0,22,27,23,0,0,0,9,0,0,9
성동광진교육지원청,광진구,경원유치원(광진구),사립,사인,서울특별시 광진구 영화사로 89,,37.554882,127.0961254,09시10분~18시30분,1,1,1,0,0,9,10,15,0,0,0,3,0,0,3
동부교육지원청,중랑구,세종유치원(중랑구),사립,사인,서울특별시 중랑구 동일로 834,,37.6050077,127.0791696,09시00분~20시00분,1,1,1,0,0,18,11,24,0,0,0,3,0,1,4
동부교육지원청,동대문구,소화유치원(동대문구),사립,법인,서울특별시 동대문구 약령시로 45,,37.5830345,127.0347935,09시00분~18시30분,1,0,0,3,0,12,0,0,55,0,0,7,0,0,7
동부교육지원청,중랑구,수산유치원(중랑구),사립,법인,서울특별시 중랑구 중랑역로 35-1,,37.5975692,127.0758141,07시30분~19시30분,2,1,2,0,0,30,33,46,0,0,0,9,0,0,9
강동송파교육지원청,송파구,한가람유치원(송파구),사립,사인,서울특별시 송파구 한가람로 446,,37.5366366,127.1150841,07시30분~18시30분,0,1,1,0,0,0,19,25,0,0,0,3,0,0,3
강동송파교육지원청,송파구,불광유치원(송파구),사립,법인,서울특별시 송파구 송파대로49길 23,,37.5069421,127.1021261,09시00분~18시00분,1,2,2,0,0,34,38,38,0,0,0,7,0,0,7
강서양천교육지원청,강서구,아이파크예원유치원(강서구),사립,사인,서울특별시 강서구 강서로 266,,37.5493543,126.8387658,08시00분~18시30분,2,2,2,0,0,43,50,55,0,0,0,12,0,0,12
강동송파교육지원청,송파구,리아유치원(송파구),사립,사인,서울특별시 송파구 양재대로 1218,,37.5175612,127.1363717,09시00분~17시00분,3,2,2,0,0,55,35,40,0,0,0,11,0,0,11
강동송파교육지원청,강동구,한성유치원(강동구),사립,사인,서울특별시 강동구 명일로 251,,37.541175,127.14688,09시00분~20시00분,2,2,2,0,0,30,40,40,0,0,0,9,0,0,9
북부교육지원청,도봉구,사랑유치원(도봉구),사립,사인,서울특별시 도봉구 마들로 620,,37.6650769,127.0481468,08시00분~17시00분,1,1,1,0,0,12,22,23,0,0,0,5,0,0,5
서부교육지원청,은평구,엔젤유치원(은평구),사립,사인,서울특별시 은평구 진흥로7길 25,,37.60422,126.9189898,09시00분~20시00분,3,3,2,0,0,46,57,53,0,0,0,12,0,3,15
성북강북교육지원청,성북구,서울길음유치원(성북구),공립,단설,서울특별시 성북구 길음로 142,,37.6139045,127.0174177,07시00분~20시00분,2,2,2,0,0,15,31,44,0,0,2,4,0,1,7
성북강북교육지원청,성북구,서울삼선초등학교병설유치원(성북구),공립,병설,서울특별시 성북구 보문로29길 106,,37.5863104,127.0125541,07시30분~19시30분,1,1,2,0,1,9,13,20,0,3,1,3,1,0,5
성북강북교육지원청,성북구,서울성북초등학교병설유치원(성북구),공립,병설,서울특별시 성북구 성북로 102-10,,37.5936544,126.9982793,07시30분~19시30분,0,0,1,1,1,0,0,3,6,4,1,1,1,0,3
성북강북교육지원청,성북구,서울숭곡초등학교병설유치원(성북구),공립,병설,서울특별시 성북구 종암로40길 30,,37.6084791,127.0324504,07시00분~19시30분,1,1,2,0,0,11,17,32,0,0,0,3,0,5,8
중부교육지원청,용산구,계성유치원(용산구),사립,법인,서울특별시 용산구 효창원로15길 15,,37.5361492,126.9530176,09시00분~14시00분,0,0,3,7,0,0,0,59,168,0,1,18,0,0,19
중부교육지원청,용산구,대건유치원(용산구),사립,법인,서울특별시 용산구 이촌로81길 38,,37.5207197,126.9776851,09시00분~17시00분,2,2,2,0,0,41,46,51,0,0,0,11,0,1,12
성동광진교육지원청,성동구,에덴유치원(성동구),사립,사인,서울특별시 성동구 행당로 79,,37.5579013,127.0271186,09시00분~17시00분,2,2,2,0,0,47,41,52,0,0,0,11,0,0,11
동부교육지원청,동대문구,그림유치원(동대문구),사립,사인,서울특별시 동대문구 답십리로56길 21,,37.5693096,127.0601871,08시00분~20시00분,2,4,3,0,0,43,55,60,0,0,0,15,0,2,17
북부교육지원청,노원구,성북유치원(노원구),사립,사인,서울특별시 노원구 광운로17길 5-3,,37.6220123,127.0590952,07시50분~19시00분,1,1,1,0,0,6,15,25,0,0,0,4,0,0,4
북부교육지원청,노원구,성실유치원(노원구),사립,사인,서울특별시 노원구 한글비석로1길 28,,37.6393884,127.0715555,07시40분~19시30분,3,2,2,0,0,48,25,37,0,0,0,10,0,0,10
북부교육지원청,노원구,예진유치원(노원구),사립,사인,서울특별시 노원구 섬밭로 123,,37.6272664,127.0686136,08시00분~19시00분,2,2,2,0,0,39,42,50,0,0,0,9,0,1,10
서부교육지원청,은평구,서문유치원(은평구),사립,사인,서울특별시 은평구 가좌로10길 10,,37.5915777,126.9167159,09시00분~18시00분,0,0,1,0,0,0,0,13,0,0,1,0,0,0,1
서부교육지원청,은평구,서울은평초등학교병설유치원(은평구),공립,병설,서울특별시 은평구 은평로 239,,37.601791,126.9343984,07시00분~20시00분,0,1,1,0,0,0,10,20,0,0,0,3,0,0,3
서부교육지원청,마포구,서울창천초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 백범로1길 56,,37.5547333,126.9394175,07시00분~20시00분,1,1,1,0,0,5,12,20,0,0,1,3,0,0,4
서부교육지원청,서대문구,서울홍제초등학교병설유치원(서대문구),공립,병설,서울특별시 서대문구 홍은중앙로 13,,37.5925972,126.9439061,07시30분~19시30분,2,2,2,0,1,21,30,41,0,5,2,2,1,2,7
서부교육지원청,마포구,성결유치원(마포구),사립,사인,서울특별시 마포구 독막로28길 19,,37.5462678,126.9373536,09시00분~17시00분,1,1,1,0,0,12,17,18,0,0,0,5,0,0,5
성동광진교육지원청,광진구,인애유치원(광진구),사립,법인,서울특별시 광진구 능동로4길 13,,37.5338019,127.0683868,09시00분~18시00분,0,0,0,2,0,0,0,0,74,0,0,4,0,0,4
강동송파교육지원청,송파구,서울거여초등학교병설유치원(송파구),공립,병설,서울특별시 송파구 마천로25길 18,,37.5048584,127.1407471,07시00분~20시00분,1,2,2,0,1,13,21,37,0,4,2,1,0,8,11
성동광진교육지원청,성동구,벧엘유치원(성동구),사립,사인,서울특별시 성동구 행당로6길 97,,37.5558801,127.0292075,09시00분~18시00분,0,0,0,8,0,0,0,0,279,0,0,17,0,0,17
북부교육지원청,노원구,다연유치원(노원구),사립,사인,서울특별시 노원구 월계로45가길 94,,37.6316903,127.0517112,07시00분~20시00분,1,1,2,0,0,10,14,32,0,0,0,5,0,0,5
강서양천교육지원청,강서구,동그라미유치원(강서구),사립,사인,서울특별시 강서구 화곡로52길 14,,37.5500143,126.8490927,08시00분~19시00분,1,2,2,0,0,35,43,56,0,0,0,8,0,0,8
강서양천교육지원청,양천구,레인보우유치원(양천구),사립,법인,서울특별시 양천구 목동중앙북로24길 19-8,,37.5455307,126.8780444,09시00분~18시00분,1,1,2,0,0,20,25,36,0,0,0,7,0,0,7
동작관악교육지원청,동작구,메이플유치원(동작구),사립,사인,서울특별시 동작구 여의대방로 22,,37.4922665,126.9116072,07시00분~20시00분,2,2,2,0,0,22,38,32,0,0,0,8,0,0,8
동작관악교육지원청,동작구,서울신남성초등학교병설유치원(동작구),공립,병설,서울특별시 동작구 사당로 146,,37.4885464,126.9652863,07시30분~19시30분,1,1,1,0,0,9,7,12,0,0,1,2,0,0,3
동작관악교육지원청,관악구,서울신우유치원(관악구),공립,단설,서울특별시 관악구 호암로 498,,37.4628309,126.9324964,07시30분~19시30분,1,1,2,0,1,10,4,28,0,5,1,3,1,0,5
강남서초교육지원청,강남구,서울논현초등학교병설유치원(강남구),공립,병설,서울특별시 강남구 강남대로120길 33,,37.5082167,127.0263166,07시30분~19시30분,1,2,1,0,1,13,18,18,0,5,1,5,0,1,7
서부교육지원청,마포구,서울하늘초등학교병설유치원(마포구),공립,병설,서울특별시 마포구 월드컵북로 502-14,,37.5854652,126.8807982,07시30분~19시30분,1,2,2,0,0,14,25,31,0,0,1,4,0,1,6
중부교육지원청,용산구,서울청파초등학교병설유치원(용산구),공립,병설,서울특별시 용산구 효창원로 228,,37.5475869,126.9642369,07시00분~20시00분,0,1,1,0,0,0,11,15,0,0,0,2,0,0,2
성동광진교육지원청,성동구,무학유치원(성동구),사립,사인,서울특별시 성동구 무학봉15가길 4,,37.561534,127.030687,09시00분~19시00분,0,0,1,1,0,0,0,23,9,0,0,2,0,0,2
강동송파교육지원청,강동구,가람유치원(강동구),사립,사인,서울특별시 강동구 상암로63길 39,,37.5482814,127.1537838,09시30분~18시00분,0,2,3,0,0,0,61,94,0,0,0,7,0,0,7
강서양천교육지원청,양천구,세화유치원(양천구),사립,사인,서울특별시 양천구 목동동로 130,,37.5161905,126.8703376,09시00분~17시00분,2,2,2,0,0,44,42,50,0,0,1,16,0,0,17
강서양천교육지원청,양천구,양서유치원(양천구),사립,사인,서울특별시 양천구 신월로13길 15,,37.5194251,126.8410119,09시30분~18시00분,2,1,1,0,0,18,15,21,0,0,0,5,0,0,5
남부교육지원청,영등포구,대림유치원(영등포구),사립,사인,서울특별시 영등포구 디지털로 455-7,,37.4963008,126.9069416,09시00분~20시00분,0,0,0,1,0,0,0,0,16,0,0,2,0,0,2
남부교육지원청,구로구,동정성모유치원(구로구),사립,법인,서울특별시 구로구 경인로2길 11,,37.490358,126.8276984,08시30분~16시30분,2,3,2,0,0,36,66,44,0,0,0,14,0,0,14
남부교육지원청,구로구,바니유치원(구로구),사립,사인,서울특별시 구로구 구일로4길 46,,37.4929859,126.8771135,09시30분~17시30분,1,1,1,0,0,21,14,16,0,0,0,4,0,1,5
동부교육지원청,동대문구,홍릉유치원(동대문구),사립,사인,서울특별시 동대문구 홍릉로29길 17,,37.5906654,127.0416872,09시00분~20시00분,0,0,1,1,0,0,0,10,11,0,0,2,0,0,2
동작관악교육지원청,동작구,강남유치원(동작구),사립,사인,서울특별시 동작구 상도로41가길 13,,37.5035045,126.9496358,08시00분~18시30분,1,1,1,0,0,20,24,25,0,0,0,5,0,0,5
동작관악교육지원청,동작구,노량진교회유치원(동작구),사립,법인,서울특별시 동작구 노량진로30길 9,,37.5121163,126.9559886,08시40분~18시00분,1,1,1,0,0,20,25,16,0,0,0,5,0,1,6
남부교육지원청,영등포구,신라유치원(영등포구),사립,사인,서울특별시 영등포구 영등포로64길 8,,37.5138702,126.9175951,07시00분~19시00분,1,1,1,0,0,11,18,13,0,0,0,4,0,0,4
남부교육지원청,영등포구,영은유치원(영등포구),사립,사인,서울특별시 영등포구 양산로 61,,37.5252644,126.8900822,08시30분~19시00분,2,1,2,0,0,30,25,40,0,0,0,9,0,0,9
남부교육지원청,영등포구,영중유치원(영등포구),사립,법인,서울특별시 영등포구 영중로 163,,37.5309063,126.9052749,09시00분~17시00분,1,1,2,0,0,20,22,45,0,0,0,8,0,0,8
동작관악교육지원청,관악구,신림유치원(관악구),사립,사인,서울특별시 관악구 난곡로32길 12,,37.472144,126.9200944,09시00분~20시00분,1,2,1,0,0,5,35,22,0,0,0,5,0,0,5
동작관악교육지원청,관악구,애동유치원(관악구),사립,사인,서울특별시 관악구 법원단지길 56,,37.4738342,126.9203476,08시00분~19시00분,2,2,2,0,0,17,31,33,0,0,0,8,0,0,8
북부교육지원청,노원구,서울상곡초등학교병설유치원(노원구),공립,병설,서울특별시 노원구 노원로38길 34,,37.6623987,127.0624797,07시30분~19시30분,2,1,1,0,0,23,20,21,0,0,1,3,0,1,5
서부교육지원청,은평구,서울서신초등학교병설유치원(은평구),공립,병설,서울특별시 은평구 은평터널로 150,,37.5923977,126.9075339,07시30분~19시30분,0,1,1,0,0,0,6,11,0,0,0,2,0,0,2
강서양천교육지원청,양천구,서울장수초등학교병설유치원(양천구),공립,병설,서울특별시 양천구 신정로13가길 30,,37.512921,126.8452303,07시30분~19시30분,2,2,2,0,1,17,21,20,0,3,2,4,1,0,7
강동송파교육지원청,송파구,리틀바움유치원(송파구),사립,사인,서울특별시 송파구 올림픽로 525,,37.529386,127.1189025,09시00분~18시00분,0,0,1,0,0,0,0,8,0,0,0,1,0,0,1
서부교육지원청,은평구,자연유치원(은평구),사립,사인,서울특별시 은평구 통일로 630-1,,37.6031579,126.9374697,08시00분~18시30분,2,3,2,0,0,42,45,55,0,0,0,13,0,0,13
강남서초교육지원청,서초구,천사유치원(서초구),사립,사인,서울특별시 서초구 바우뫼로 99,,37.4766176,127.0294575,08시00분~17시00분,1,1,1,1,0,22,24,23,18,0,0,10,0,0,10
강서양천교육지원청,강서구,국제유치원(강서구),사립,사인,서울특별시 강서구 양천로30길 4,,37.5705356,126.822961,07시00분~20시00분,1,1,1,0,0,13,19,15,0,0,0,4,0,0,4
강서양천교육지원청,양천구,등대유치원(양천구),사립,사인,서울특별시 양천구 목동동로12길 60,,37.5203883,126.8772356,08시00분~19시30분,2,2,2,0,0,42,52,50,0,0,0,11,0,0,11
강서양천교육지원청,강서구,등촌제일유치원(강서구),사립,법인,서울특별시 강서구 화곡로66길 118,,37.5554804,126.8592816,08시00분~19시00분,2,2,2,0,0,28,45,49,0,0,0,11,0,0,11
중부교육지원청,중구,신일유치원(중구),사립,사인,서울특별시 중구 동호로10길 27,,37.5553962,127.0119282,07시00분~20시00분,1,1,1,0,0,15,18,16,0,0,0,5,0,0,5
중부교육지원청,종로구,하나유치원(종로구),사립,사인,서울특별시 종로구 평창길 317,,37.6143549,126.9774586,09시00분~17시00분,2,2,2,0,0,24,30,44,0,0,0,7,0,0,7
중부교육지원청,중구,한일유치원(중구),사립,사인,서울특별시 중구 퇴계로88다길 5,,37.5631182,127.0199296,07시00분~20시00분,2,1,1,0,0,29,21,22,0,0,0,6,0,0,6
성북강북교육지원청,성북구,루이유치원(성북구),사립,법인,서울특별시 성북구 서경로6길 13,,37.6071433,127.0164367,07시30분~19시30분,2,2,0,0,0,40,41,0,0,0,0,8,0,2,10
남부교육지원청,구로구,푸른동산유치원(구로구),사립,사인,서울특별시 구로구 서해안로 2201,,37.4867328,126.8313787,09시30분~17시30분,3,4,3,0,0,58,87,70,0,0,3,16,0,1,20
성동광진교육지원청,광진구,서울신자초등학교병설유치원(광진구),공립,병설,서울특별시 광진구 뚝섬로46길 64,,37.5300737,127.0755326,07시30분~20시00분,1,1,1,0,0,11,12,17,0,0,1,2,0,0,3
성동광진교육지원청,성동구,한양여자대학교부속유치원(성동구),사립,법인,서울특별시 성동구 살곶이길 200,,37.5577414,127.0473936,08시00분~18시00분,2,2,1,0,0,26,25,21,0,0,1,8,0,0,9
성북강북교육지원청,성북구,덕수유치원(성북구),사립,법인,서울특별시 성북구 성북로 127,,37.5940983,126.9950096,07시00분~20시00분,2,1,2,0,0,17,18,30,0,0,1,5,0,0,6
강동송파교육지원청,송파구,혜림유치원(송파구),사립,사인,서울특별시 송파구 문정로13길 13,,37.4943385,127.1352175,08시00분~18시00분,2,2,1,0,0,37,35,31,0,0,0,11,0,0,11
강동송파교육지원청,송파구,푸른꿈유치원(송파구),사립,사인,서울특별시 송파구 백제고분로46길 41,,37.5070042,127.1154248,09시00분~18시00분,0,0,0,1,0,0,0,0,10,0,1,1,0,0,2
서부교육지원청,은평구,다우림명문유치원(은평구),사립,사인,서울특별시 은평구 진관4로 31,,37.6442605,126.9248201,08시00분~20시00분,3,3,3,0,0,50,41,52,0,0,0,16,0,0,16
성북강북교육지원청,성북구,우촌유치원(성북구),사립,법인,서울특별시 성북구 성북로4길 52-1,,37.5956492,127.0117126,08시00분~18시00분,3,2,2,0,0,54,48,53,0,0,1,10,0,10,21
강서양천교육지원청,강서구,미래클유치원(강서구),사립,사인,서울특별시 강서구 수명로1길 76,,37.5523867,126.8229902,09시00분~18시00분,2,2,2,0,0,43,51,50,0,0,0,11,0,0,11
동작관악교육지원청,동작구,하랑숲유치원(동작구),사립,사인,서울특별시 동작구 동작대로41길 7,,37.4960177,126.9818135,09시00분~18시00분,4,3,3,0,0,59,68,60,0,0,0,13,0,4,17
서부교육지원청,은평구,서울연천초등학교병설유치원(은평구),공립,병설,서울특별시 은평구 연서로34길 22,,37.6208097,126.9293346,07시00분~19시00분,0,0,1,1,0,0,0,11,7,0,0,2,0,0,2
성동광진교육지원청,성동구,서울경수초등학교병설유치원(성동구),공립,병설,서울특별시 성동구 뚝섬로13길 22,,37.5397009,127.0584129,07시00분~20시00분,1,1,1,0,0,6,9,19,0,0,1,2,0,0,3
남부교육지원청,영등포구,서울당중초등학교병설유치원(영등포구),공립,병설,서울특별시 영등포구 선유로 131,,37.5262496,126.8903407,07시30분~19시30분,1,1,1,0,0,16,22,23,0,0,1,2,0,0,3
북부교육지원청,노원구,꿈모리유치원(노원구),사립,사인,서울특별시 노원구 공릉로58길 23,,37.6337693,127.0724626,09시00분~19시00분,1,0,0,1,0,8,0,0,25,0,0,3,0,0,3
북부교육지원청,노원구,꿈동산유치원(노원구),사립,사인,서울특별시 노원구 동일로227길 26,,37.6687829,127.0537253,09시10분~19시10분,4,3,3,0,0,95,72,70,0,0,0,14,0,2,16
남부교육지원청,금천구,서울두산초등학교병설유치원(금천구),공립,병설,서울특별시 금천구 범안로11길 3,,37.4671638,126.8910112,07시30분~19시30분,2,2,1,0,1,22,19,14,0,4,2,3,1,0,6
남부교육지원청,영등포구,서울영중초등학교병설유치원(영등포구),공립,병설,서울특별시 영등포구 양산로 185,,37.523603,126.9038836,07시30분~19시30분,1,2,1,0,1,14,24,18,0,4,1,3,1,6,11
성동광진교육지원청,광진구,경하유치원(광진구),사립,사인,서울특별시 광진구 동일로72길 9,,37.5661465,127.0782148,09시00분~20시00분,0,0,0,1,0,0,0,0,25,0,0,3,0,3,6
동부교육지원청,중랑구,서울동원초등학교병설유치원(중랑구),공립,병설,서울특별시 중랑구 송림길 114,,37.6049029,127.1049361,07시00분~20시00분,1,1,1,0,1,15,21,19,0,4,1,2,1,3,7
동부교육지원청,동대문구,서울장평초등학교병설유치원(동대문구),공립,병설,서울특별시 동대문구 답십리로69길 27,,37.5735469,127.0733039,07시30분~19시30분,1,1,1,0,0,8,18,24,0,0,1,2,0,0,3
