"동별(1)",동별(2),동별(3),2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022,2022
"동별(1)",동별(2),동별(3),보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 정원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원,보육시설 현원
"동별(1)",동별(2),동별(3),소계,국공립,사회복지법인,법인·단체 등,민간,가정,부모협동,직장,소계,국공립,사회복지법인,법인·단체 등,민간,가정,부모협동,직장
"합계",은평구,수색동,170,137,-,-,-,33,-,-,149,123,-,-,-,26,-,-
"합계",은평구,진관동,1542,600,-,-,766,116,-,60,1091,442,-,-,535,73,-,41
"합계",은평구,불광2동,384,190,-,-,159,35,-,-,256,135,-,-,105,16,-,-
"합계",은평구,응암3동,339,111,-,-,228,-,-,-,283,102,-,-,181,-,-,-
"합계",은평구,역촌동,1087,508,-,96,394,89,-,-,818,427,-,75,272,44,-,-
"합계",서대문구,소계,6590,3371,-,82,1995,598,20,524,5150,2708,-,57,1510,535,20,320
"합계",서대문구,천연동,457,87,-,-,357,13,-,-,364,47,-,-,305,12,-,-
"합계",서대문구,홍제1동,609,313,-,-,186,110,-,-,418,181,-,-,143,94,-,-
"합계",서대문구,홍제3동,508,351,-,-,139,18,-,-,403,285,-,-,100,18,-,-
"합계",서대문구,홍제2동,289,195,-,-,75,19,-,-,202,147,-,-,36,19,-,-
"합계",서대문구,홍은1동,248,189,-,-,-,39,20,-,225,166,-,-,-,39,20,-
"합계",서대문구,홍은2동,291,147,-,-,110,34,-,-,157,80,-,-,60,17,-,-
"합계",서대문구,남가좌1동,499,370,-,-,32,97,-,-,465,340,-,-,32,93,-,-
"합계",서대문구,남가좌2동,734,379,-,-,247,108,-,-,593,327,-,-,168,98,-,-
"합계",서대문구,북가좌1동,417,326,-,-,-,91,-,-,370,284,-,-,-,86,-,-
"합계",서대문구,북가좌2동,419,174,-,-,209,36,-,-,338,161,-,-,149,28,-,-
"합계",서대문구,충현동,505,201,-,30,184,-,-,90,418,153,-,16,180,-,-,69
"합계",서대문구,북아현동,517,291,-,-,211,15,-,-,448,276,-,-,157,15,-,-
"합계",서대문구,신촌동,467,60,-,52,-,-,-,355,296,49,-,41,-,-,-,206
"합계",서대문구,연희동,630,288,-,-,245,18,-,79,453,212,-,-,180,16,-,45
"합계",마포구,소계,8409,4639,-,210,1508,879,153,1020,6464,3703,-,135,1161,728,115,622
"합계",마포구,용강동,488,247,-,49,44,99,-,49,369,192,-,29,36,95,-,17
"합계",마포구,대흥동,257,257,-,-,-,-,-,-,183,183,-,-,-,-,-,-
"합계",마포구,염리동,385,328,-,-,37,20,-,-,282,263,-,-,11,8,-,-
"합계",마포구,신수동,484,397,-,-,27,60,-,-,404,341,-,-,16,47,-,-
"합계",마포구,서교동,355,335,-,-,-,20,-,-,260,241,-,-,-,19,-,-
"합계",마포구,합정동,372,214,-,-,-,35,38,85,254,151,-,-,-,24,28,51
"합계",마포구,망원1동,446,166,-,-,202,78,-,-,320,127,-,-,134,59,-,-
"합계",마포구,망원2동,401,110,-,-,213,78,-,-,351,101,-,-,186,64,-,-
"합계",마포구,연남동,160,59,-,60,21,20,-,-,111,50,-,34,10,17,-,-
"합계",마포구,성산1동,213,68,-,-,49,20,76,-,178,62,-,-,42,16,58,-
"합계",마포구,성산2동,944,333,-,40,265,159,39,108,709,302,-,21,166,143,29,48
"합계",마포구,상암동,1279,570,-,29,102,19,-,559,968,480,-,25,76,15,-,372
"합계",마포구,도화동,463,272,-,-,-,116,-,75,371,211,-,-,-,108,-,52
"합계",마포구,서강동,716,444,-,32,240,-,-,-,553,296,-,26,231,-,-,-
"합계",마포구,공덕동,541,252,-,-,196,58,-,35,448,208,-,-,172,51,-,17
"합계",마포구,아현동,905,587,-,-,112,97,-,109,703,495,-,-,81,62,-,65
"합계",양천구,소계,9581,4467,-,43,2948,1719,-,404,7413,3667,-,36,2120,1343,-,247
"합계",양천구,목1동,254,120,-,-,-,99,-,35,210,96,-,-,-,96,-,18
"합계",양천구,목2동,654,245,-,-,321,88,-,-,498,207,-,-,210,81,-,-
"합계",양천구,목3동,554,247,-,43,166,98,-,-,434,208,-,36,117,73,-,-
"합계",양천구,목4동,359,169,-,-,152,38,-,-,292,135,-,-,130,27,-,-
"합계",양천구,신월1동,704,196,-,-,384,124,-,-,418,105,-,-,240,73,-,-
"합계",양천구,신월2동,686,219,-,-,249,218,-,-,548,166,-,-,209,173,-,-
"합계",양천구,신월3동,442,204,-,-,134,47,-,57,291,164,-,-,44,27,-,56
"합계",양천구,신월4동,523,213,-,-,178,132,-,-,394,207,-,-,114,73,-,-
"합계",양천구,신월5동,427,197,-,-,159,55,-,16,328,163,-,-,114,39,-,12
"합계",양천구,신월6동,552,299,-,-,202,51,-,-,470,259,-,-,164,47,-,-
"합계",양천구,신월7동,522,141,-,-,329,52,-,-,352,123,-,-,193,36,-,-
"합계",양천구,신정1동,338,175,-,-,31,72,-,60,290,174,-,-,20,66,-,30
"합계",양천구,신정2동,281,164,-,-,-,95,-,22,231,143,-,-,-,80,-,8
"합계",양천구,신정3동,988,756,-,-,76,156,-,-,837,645,-,-,70,122,-,-
"합계",양천구,신정6동,428,69,-,-,206,89,-,64,352,64,-,-,172,78,-,38
"합계",양천구,신정7동,537,401,-,-,-,100,-,36,420,301,-,-,-,97,-,22
"합계",양천구,목5동,614,261,-,-,167,137,-,49,511,204,-,-,164,106,-,37
"합계",양천구,신정4동,718,391,-,-,194,68,-,65,537,303,-,-,159,49,-,26
"합계",강서구,소계,14043,5405,173,376,4816,2197,82,994,10729,4307,143,290,3429,1850,52,658
"합계",강서구,염창동,1271,381,-,-,537,234,-,119,978,319,-,-,401,202,-,56
"합계",강서구,등촌1동,411,144,-,-,124,94,-,49,372,133,-,-,112,89,-,38
"합계",강서구,등촌2동,364,77,-,-,214,58,15,-,254,57,-,-,144,39,14,-
"합계",강서구,등촌3동,660,468,-,73,32,87,-,-,461,324,-,40,19,78,-,-
"합계",강서구,화곡본동,1038,244,-,59,597,106,32,-,813,203,-,44,473,73,20,-
"합계",강서구,화곡2동,518,372,-,60,34,52,-,-,403,283,-,50,31,39,-,-
"합계",강서구,화곡3동,509,170,-,114,157,68,-,-,446,152,-,95,150,49,-,-
"합계",강서구,화곡4동,610,146,-,70,322,72,-,-,378,106,-,61,161,50,-,-
"합계",강서구,화곡6동,407,113,-,-,191,19,35,49,285,90,-,-,129,14,18,34
"합계",강서구,화곡8동,554,181,-,-,283,90,-,-,314,133,-,-,127,54,-,-
"합계",강서구,가양1동,1042,191,-,-,110,177,-,564,856,153,-,-,103,162,-,438
