자치구,행정동,유해업소수,대형쇼핑몰수,도서관수,미술관 박물관 극장수,"의료시설수(병원,의원,보건소,보건지소)",공원 수,경로당 수,보육시설정원,보육시설현원,보육시설포화도,횡단보도수,육교수,CCTV수,월평균소득금액,평균면적(m^2),면적당 가격(만원/m^2),"주유소,가스충전소 수",공립,사립,공립+사립
중구,다산동,11.0,0.0,2.0,0.0,3.0,2.0,3.0,277.0,157.0,0.57,19.0,0.0,230.0,2692611.736842105,65.0,584.0,1.0,1.0,1.0,2.0
중구,약수동,0.0,2.0,1.0,0.0,2.0,0.0,5.0,459.0,322.0,0.7,18.0,3.0,81.0,3914327.3157894737,68.0,1167.0,0.0,0.0,1.0,1.0
양천구,신정1동,1.0,0.0,0.0,0.0,0.0,6.0,19.0,338.0,290.0,0.86,33.0,0.0,121.0,5083754.421052632,88.0,1567.0,1.0,0.0,2.0,2.0
중구,청구동,1.0,0.0,0.0,0.0,0.0,1.0,5.0,180.0,122.0,0.68,10.0,1.0,134.0,3583972.263157895,69.0,1586.0,0.0,0.0,2.0,2.0
양천구,신정4동,13.0,2.0,1.0,0.0,6.0,10.0,5.0,718.0,537.0,0.75,95.0,6.0,397.0,2632898.5263157897,74.0,795.0,1.0,2.0,2.0,4.0
중구,동화동,0.0,0.0,1.0,0.0,0.0,2.0,6.0,235.0,161.0,0.69,11.0,0.0,110.0,3634791.842105264,85.0,1181.0,1.0,0.0,0.0,0.0
용산구,이촌1동,3.0,2.0,0.0,0.0,1.0,0.0,10.0,289.0,260.0,0.9,29.0,6.0,51.0,6014542.7894736845,138.0,1843.0,1.0,0.0,5.0,5.0
용산구,이촌2동,1.0,0.0,0.0,0.0,0.0,1.0,6.0,174.0,123.0,0.71,13.0,20.0,35.0,3610179.5263157897,61.0,2285.0,0.0,0.0,0.0,0.0
용산구,이태원2동,4.0,0.0,0.0,0.0,0.0,2.0,6.0,129.0,103.0,0.8,25.0,8.0,67.0,3276873.5263157897,99.0,1330.0,0.0,0.0,1.0,1.0
성동구,행당1동,5.0,3.0,1.0,0.0,2.0,0.0,11.0,448.0,354.0,0.79,30.0,4.0,297.0,3869155.1578947366,79.0,1678.0,0.0,0.0,1.0,1.0
성동구,행당2동,1.0,4.0,0.0,0.0,0.0,2.0,7.0,484.0,356.0,0.74,16.0,4.0,116.0,4437986.578947368,77.0,1497.0,0.0,0.0,2.0,2.0
성동구,응봉동,0.0,0.0,0.0,0.0,0.0,3.0,9.0,232.0,129.0,0.56,7.0,0.0,167.0,3891038.421052632,76.0,1479.0,0.0,0.0,1.0,1.0
성동구,성수1가2동,3.0,1.0,0.0,0.0,1.0,2.0,8.0,291.0,198.0,0.68,33.0,0.0,230.0,3279767.6315789474,75.0,1663.0,3.0,0.0,0.0,0.0
성동구,성수2가3동,32.0,1.0,0.0,1.0,2.0,4.0,10.0,274.0,177.0,0.65,54.0,0.0,311.0,3378528.8947368423,77.0,1459.0,5.0,1.0,0.0,1.0
성동구,왕십리도선동,17.0,3.0,1.0,0.0,4.0,3.0,13.0,753.0,545.0,0.72,57.0,0.0,211.0,4037265.947368421,76.0,1392.0,4.0,1.0,3.0,4.0
마포구,상암동,2.0,3.0,0.0,1.0,1.0,14.0,11.0,1279.0,968.0,0.76,187.0,6.0,146.0,4192808.210526316,81.0,1309.0,1.0,3.0,2.0,5.0
마포구,공덕동,1.0,3.0,1.0,0.0,0.0,0.0,16.0,541.0,448.0,0.83,40.0,1.0,205.0,4067302.263157895,69.0,1497.0,0.0,2.0,1.0,3.0
금천구,독산1동,35.0,8.0,0.0,0.0,13.0,8.0,26.0,1201.0,976.0,0.81,83.0,19.0,357.0,3019139.052631579,70.0,906.0,3.0,2.0,2.0,4.0
성동구,금호2·3가동,9.0,0.0,0.0,0.0,0.0,3.0,13.0,659.0,495.0,0.75,15.0,3.0,231.0,3781300.894736842,71.0,1639.0,0.0,1.0,1.0,2.0
광진구,화양동,11.0,2.0,0.0,1.0,3.0,4.0,2.0,208.0,142.0,0.68,32.0,0.0,306.0,2490675.1578947366,41.0,1066.0,1.0,1.0,1.0,2.0
광진구,군자동,11.0,1.0,1.0,1.0,1.0,2.0,4.0,435.0,290.0,0.67,63.0,0.0,311.0,2626714.4736842103,82.0,1050.0,0.0,0.0,3.0,3.0
강서구,등촌1동,3.0,6.0,0.0,0.0,1.0,5.0,18.0,411.0,372.0,0.91,21.0,0.0,82.0,3350959.5263157897,69.0,1030.0,1.0,0.0,1.0,1.0
광진구,중곡1동,11.0,0.0,0.0,0.0,0.0,1.0,2.0,163.0,126.0,0.77,43.0,6.0,181.0,2558983.736842105,67.0,758.0,2.0,0.0,0.0,0.0
노원구,상계9동,0.0,2.0,0.0,0.0,0.0,3.0,4.0,317.0,260.0,0.82,30.0,0.0,46.0,2984513.263157895,51.0,1056.0,0.0,1.0,2.0,3.0
광진구,중곡2동,9.0,1.0,0.0,0.0,1.0,1.0,3.0,473.0,359.0,0.76,29.0,0.0,237.0,2576212.0,53.0,820.0,2.0,0.0,1.0,1.0
노원구,중계1동,0.0,2.0,0.0,0.0,0.0,3.0,15.0,423.0,333.0,0.79,33.0,0.0,55.0,4657489.684210527,76.0,1173.0,1.0,0.0,2.0,2.0
광진구,중곡3동,7.0,0.0,1.0,0.0,1.0,1.0,2.0,686.0,494.0,0.72,47.0,6.0,311.0,2409648.3157894737,61.0,904.0,1.0,1.0,3.0,4.0
광진구,중곡4동,0.0,1.0,0.0,0.0,0.0,2.0,5.0,628.0,454.0,0.72,29.0,5.0,327.0,2542721.736842105,79.0,709.0,0.0,1.0,0.0,1.0
광진구,능동,6.0,0.0,0.0,1.0,2.0,0.0,1.0,193.0,157.0,0.81,18.0,0.0,212.0,2870468.8947368423,89.0,561.8,1.0,0.0,2.0,2.0
광진구,구의1동,8.0,0.0,0.0,0.0,1.0,1.0,4.0,435.0,312.0,0.72,18.0,0.0,286.0,2706661.736842105,71.0,1015.0,1.0,0.0,2.0,2.0
광진구,구의3동,5.0,5.0,1.0,0.0,1.0,6.0,8.0,478.0,373.0,0.78,79.0,7.0,277.0,4041811.736842105,89.0,1265.0,0.0,0.0,2.0,2.0
송파구,잠실본동,41.0,5.0,1.0,0.0,1.0,6.0,6.0,451.0,400.0,0.89,37.0,0.0,167.0,3107117.736842105,68.0,1490.0,4.0,0.0,0.0,0.0
광진구,광장동,9.0,2.0,1.0,0.0,0.0,2.0,20.0,491.0,373.0,0.76,89.0,19.0,294.0,5314464.842105263,106.0,1526.0,2.0,1.0,4.0,5.0
광진구,자양1동,25.0,1.0,0.0,0.0,2.0,3.0,5.0,488.0,333.0,0.68,28.0,0.0,242.0,2756172.3684210526,66.0,1225.0,2.0,1.0,2.0,3.0
광진구,자양2동,1.0,1.0,1.0,0.0,1.0,3.0,10.0,401.0,325.0,0.81,31.0,4.0,272.0,3018829.8421052634,88.0,1317.0,1.0,2.0,2.0,4.0
송파구,잠실4동,12.0,2.0,0.0,0.0,0.0,3.0,5.0,500.0,432.0,0.86,35.0,3.0,50.0,5970352.0,79.0,2546.0,0.0,0.0,1.0,1.0
광진구,자양4동,10.0,3.0,1.0,0.0,3.0,3.0,8.0,350.0,252.0,0.72,24.0,2.0,282.0,2800761.210526316,74.0,1455.0,0.0,0.0,2.0,2.0
송파구,잠실6동,52.0,8.0,1.0,2.0,3.0,2.0,3.0,527.0,438.0,0.83,49.0,3.0,55.0,5270661.0,128.0,1592.0,1.0,0.0,1.0,1.0
동대문구,회기동,18.0,1.0,0.0,1.0,2.0,0.0,1.0,184.0,122.0,0.66,24.0,0.0,138.0,3243016.3157894737,53.0,1032.0,0.0,0.0,2.0,2.0
동대문구,휘경2동,1.0,0.0,1.0,0.0,2.0,3.0,10.0,533.0,369.0,0.69,40.0,8.0,222.0,3091111.736842105,76.0,932.0,1.0,2.0,1.0,3.0
동대문구,청량리동,20.0,2.0,1.0,0.0,1.0,1.0,14.0,297.0,194.0,0.65,48.0,9.0,146.0,2868180.5263157897,95.0,1029.0,3.0,0.0,2.0,2.0
동대문구,용신동,41.0,2.0,1.0,0.0,9.0,6.0,8.0,695.0,560.0,0.81,126.0,35.0,290.0,2913220.3157894737,55.0,1116.0,3.0,0.0,1.0,1.0
동대문구,제기동,44.0,4.0,0.0,1.0,2.0,2.0,6.0,515.0,321.0,0.62,87.0,18.0,295.0,2815717.4736842103,70.0,879.0,4.0,1.0,2.0,3.0
동대문구,전농1동,7.0,5.0,0.0,0.0,1.0,3.0,6.0,687.0,486.0,0.71,103.0,3.0,217.0,3073126.8947368423,70.0,1396.0,3.0,0.0,3.0,3.0
동대문구,전농2동,1.0,1.0,1.0,1.0,1.0,2.0,9.0,490.0,324.0,0.66,9.0,9.0,176.0,3158030.8421052634,78.0,1101.0,0.0,2.0,2.0,4.0
동대문구,답십리2동,4.0,0.0,0.0,0.0,4.0,3.0,21.0,743.0,645.0,0.87,45.0,4.0,201.0,3052058.3684210526,68.0,1080.0,4.0,0.0,4.0,4.0
송파구,잠실7동,23.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,41.0,6053210.47368421,119.0,2345.0,2.0,1.0,1.0,2.0
동대문구,장안1동,67.0,2.0,0.0,0.0,15.0,7.0,13.0,1115.0,941.0,0.84,87.0,13.0,289.0,2880343.1578947366,63.0,784.0,5.0,1.0,2.0,3.0
동대문구,장안2동,6.0,2.0,0.0,0.0,6.0,6.0,10.0,774.0,653.0,0.84,91.0,5.0,227.0,2949910.052631579,70.0,803.0,1.0,1.0,2.0,3.0
중랑구,면목2동,14.0,0.0,0.0,0.0,2.0,2.0,5.0,581.0,423.0,0.73,47.0,9.0,235.0,2337668.4736842103,68.0,723.0,3.0,2.0,2.0,4.0
중랑구,면목4동,2.0,0.0,0.0,0.0,0.0,1.0,8.0,405.0,288.0,0.71,28.0,10.0,210.0,2586102.8947368423,74.0,1018.0,1.0,1.0,1.0,2.0
송파구,잠실2동,0.0,2.0,1.0,0.0,0.0,2.0,2.0,422.0,395.0,0.94,45.0,0.0,27.0,6380748.631578947,73.0,2766.0,0.0,2.0,1.0,3.0
중랑구,면목5동,6.0,1.0,0.0,0.0,0.0,2.0,3.0,290.0,246.0,0.85,26.0,17.0,155.0,2246887.6842105263,73.0,1090.0,3.0,0.0,0.0,0.0
중랑구,면목7동,14.0,3.0,0.0,0.0,1.0,1.0,12.0,531.0,467.0,0.88,40.0,0.0,218.0,2669465.4736842103,79.0,931.0,1.0,0.0,1.0,1.0
중랑구,상봉2동,69.0,3.0,1.0,0.0,2.0,3.0,2.0,336.0,251.0,0.75,64.0,6.0,196.0,2590471.0,47.0,947.0,3.0,0.0,1.0,1.0
중랑구,중화2동,17.0,3.0,0.0,0.0,0.0,4.0,5.0,397.0,312.0,0.79,82.0,26.0,253.0,2265660.789473684,64.0,743.0,3.0,0.0,2.0,2.0
중랑구,묵1동,0.0,1.0,1.0,0.0,2.0,7.0,13.0,799.0,539.0,0.67,68.0,12.0,250.0,3140383.6315789474,76.0,853.0,0.0,0.0,2.0,2.0
중랑구,묵2동,32.0,0.0,0.0,0.0,0.0,1.0,5.0,462.0,309.0,0.67,70.0,15.0,177.0,2547489.052631579,63.0,852.0,1.0,2.0,0.0,2.0
노원구,공릉2동,0.0,1.0,1.0,2.0,2.0,9.0,23.0,1326.0,1053.0,0.79,97.0,0.0,271.0,3414711.736842105,75.0,913.0,6.0,2.0,8.0,10.0
중랑구,망우3동,3.0,0.0,0.0,0.0,0.0,1.0,3.0,384.0,268.0,0.7,19.0,2.0,210.0,2241100.1052631577,58.0,678.0,1.0,1.0,0.0,1.0
중랑구,신내2동,0.0,4.0,0.0,0.0,1.0,4.0,9.0,555.0,426.0,0.77,34.0,1.0,79.0,3092303.8947368423,68.0,962.0,0.0,2.0,3.0,5.0
중랑구,면목본동,12.0,0.0,1.0,0.0,2.0,6.0,7.0,765.0,591.0,0.77,56.0,0.0,374.0,2348141.5263157897,51.0,794.0,1.0,2.0,1.0,3.0
중랑구,면목3·8동,5.0,1.0,0.0,0.0,1.0,3.0,8.0,753.0,615.0,0.82,42.0,0.0,302.0,2367907.0,71.0,844.0,0.0,0.0,1.0,1.0
중랑구,망우본동,15.0,1.0,2.0,0.0,8.0,3.0,10.0,1012.0,870.0,0.86,80.0,0.0,301.0,2458975.0,64.0,749.0,1.0,2.0,3.0,5.0
성북구,돈암1동,2.0,1.0,0.0,0.0,0.0,2.0,8.0,241.0,205.0,0.85,27.0,4.0,94.0,3601326.5263157897,75.0,955.0,1.0,0.0,2.0,2.0
성북구,돈암2동,0.0,2.0,3.0,0.0,0.0,0.0,9.0,475.0,410.0,0.86,7.0,1.0,44.0,4324031.157894737,85.0,957.0,1.0,0.0,6.0,6.0
성북구,안암동,9.0,0.0,0.0,1.0,2.0,1.0,6.0,363.0,213.0,0.59,37.0,14.0,181.0,2917634.736842105,65.0,659.0,5.0,0.0,1.0,1.0
성북구,보문동,12.0,0.0,0.0,0.0,2.0,3.0,6.0,395.0,310.0,0.78,33.0,14.0,148.0,3155930.947368421,78.0,1067.0,2.0,1.0,3.0,4.0
성북구,길음2동,40.0,3.0,1.0,0.0,4.0,0.0,6.0,473.0,401.0,0.85,42.0,0.0,125.0,3728596.842105264,80.0,1115.0,2.0,1.0,1.0,2.0
노원구,공릉1동,13.0,1.0,1.0,0.0,4.0,7.0,19.0,732.0,498.0,0.68,65.0,1.0,299.0,2800723.1578947366,65.0,810.0,4.0,2.0,4.0,6.0
성북구,월곡1동,4.0,1.0,0.0,0.0,0.0,5.0,11.0,616.0,509.0,0.83,33.0,0.0,171.0,3312141.4736842103,70.0,985.0,1.0,1.0,0.0,1.0
성북구,장위1동,6.0,0.0,1.0,0.0,0.0,1.0,5.0,335.0,289.0,0.86,24.0,0.0,424.0,2245938.8947368423,79.0,989.0,1.0,1.0,2.0,3.0
성북구,장위2동,9.0,0.0,0.0,0.0,1.0,0.0,2.0,329.0,250.0,0.76,47.0,0.0,218.0,2398143.6842105263,81.0,816.0,3.0,1.0,2.0,3.0
은평구,불광1동,0.0,6.0,1.0,1.0,2.0,4.0,13.0,760.0,584.0,0.77,34.0,0.0,276.0,3219816.1052631577,72.0,960.0,0.0,1.0,3.0,4.0
성북구,종암동,15.0,2.0,1.0,0.0,3.0,4.0,19.0,817.0,632.0,0.77,43.0,11.0,284.0,3406932.052631579,74.0,1010.0,5.0,1.0,5.0,6.0
성북구,석관동,16.0,0.0,1.0,0.0,1.0,4.0,8.0,497.0,410.0,0.82,50.0,0.0,375.0,2858120.736842105,73.0,1035.0,3.0,1.0,2.0,3.0
강북구,번1동,2.0,3.0,0.0,0.0,3.0,3.0,6.0,363.0,254.0,0.7,57.0,0.0,121.0,2318825.0,71.0,777.0,2.0,1.0,1.0,2.0
강북구,번2동,1.0,0.0,1.0,0.0,1.0,3.0,10.0,336.0,246.0,0.73,26.0,0.0,104.0,2317709.3684210526,75.0,736.0,1.0,0.0,1.0,1.0
강북구,번3동,0.0,0.0,0.0,0.0,1.0,2.0,14.0,308.0,235.0,0.76,30.0,0.0,45.0,2568944.6842105263,77.0,776.0,3.0,1.0,0.0,1.0
강북구,수유2동,10.0,3.0,0.0,0.0,0.0,2.0,5.0,616.0,437.0,0.71,34.0,0.0,92.0,2594901.736842105,66.0,691.0,0.0,0.0,3.0,3.0
강북구,수유3동,150.0,2.0,0.0,0.0,2.0,5.0,4.0,380.0,233.0,0.61,51.0,0.0,1325.0,2221860.6315789474,56.0,740.0,1.0,0.0,1.0,1.0
강북구,송중동,1.0,4.0,1.0,0.0,1.0,4.0,7.0,640.0,553.0,0.86,56.0,11.0,180.0,2571061.5263157897,80.0,949.0,2.0,1.0,3.0,4.0
도봉구,쌍문1동,0.0,0.0,1.0,2.0,4.0,1.0,13.0,456.0,282.0,0.62,51.0,0.0,180.0,2458780.5263157897,74.0,641.0,1.0,2.0,3.0,5.0
도봉구,쌍문2동,6.0,1.0,0.0,0.0,3.0,1.0,7.0,480.0,359.0,0.75,28.0,0.0,78.0,2445353.5789473685,86.0,564.0,3.0,0.0,1.0,1.0
도봉구,쌍문3동,12.0,0.0,0.0,0.0,1.0,2.0,7.0,455.0,358.0,0.79,25.0,0.0,88.0,2458777.052631579,66.0,664.0,3.0,0.0,0.0,0.0
도봉구,쌍문4동,0.0,1.0,0.0,0.0,0.0,1.0,11.0,244.0,193.0,0.79,22.0,2.0,55.0,2983010.5789473685,78.0,716.0,0.0,0.0,5.0,5.0
도봉구,방학1동,14.0,3.0,0.0,0.0,3.0,4.0,11.0,481.0,391.0,0.81,80.0,0.0,149.0,2913239.3684210526,73.0,729.0,3.0,1.0,2.0,3.0
도봉구,방학2동,10.0,0.0,0.0,0.0,1.0,5.0,4.0,651.0,440.0,0.68,30.0,0.0,116.0,2111754.5263157897,61.0,445.0,2.0,0.0,0.0,0.0
도봉구,방학3동,0.0,1.0,1.0,0.0,2.0,0.0,18.0,524.0,382.0,0.73,42.0,0.0,59.0,2981111.052631579,74.0,654.0,2.0,1.0,3.0,4.0
도봉구,창1동,1.0,2.0,1.0,0.0,0.0,7.0,6.0,440.0,305.0,0.69,29.0,0.0,139.0,3062656.8421052634,72.0,836.0,1.0,0.0,2.0,2.0
도봉구,창2동,6.0,2.0,0.0,0.0,2.0,4.0,7.0,869.0,554.0,0.64,20.0,0.0,110.0,2569991.5789473685,76.0,637.0,2.0,0.0,1.0,1.0
도봉구,창3동,0.0,0.0,0.0,0.0,0.0,2.0,5.0,402.0,274.0,0.68,20.0,0.0,130.0,2246742.0,66.0,674.0,0.0,1.0,1.0,2.0
도봉구,창4동,6.0,0.0,1.0,0.0,0.0,5.0,10.0,665.0,472.0,0.71,26.0,0.0,74.0,3579683.052631579,64.0,1036.0,0.0,2.0,2.0,4.0
도봉구,창5동,30.0,2.0,0.0,0.0,3.0,2.0,12.0,459.0,383.0,0.83,28.0,0.0,89.0,3320477.5263157897,67.0,959.0,1.0,2.0,2.0,4.0
서대문구,남가좌2동,2.0,0.0,1.0,0.0,0.0,4.0,6.0,734.0,593.0,0.81,24.0,0.0,258.0,3234073.5263157897,73.0,1286.0,3.0,0.0,3.0,3.0
서대문구,북가좌1동,0.0,1.0,0.0,0.0,3.0,2.0,17.0,417.0,370.0,0.89,57.0,2.0,114.0,4030695.736842105,78.0,1061.0,2.0,0.0,1.0,1.0
도봉구,도봉1동,13.0,0.0,0.0,0.0,2.0,5.0,10.0,385.0,332.0,0.86,30.0,0.0,199.0,2291226.6315789474,74.0,548.0,5.0,2.0,1.0,3.0
도봉구,도봉2동,1.0,3.0,1.0,0.0,0.0,2.0,15.0,745.0,497.0,0.67,65.0,6.0,128.0,2837674.6315789474,80.0,720.0,1.0,0.0,2.0,2.0
노원구,월계1동,7.0,2.0,1.0,0.0,1.0,6.0,19.0,519.0,429.0,0.83,37.0,0.0,221.0,2799550.8947368423,77.0,928.0,1.0,0.0,2.0,2.0
노원구,월계3동,0.0,2.0,1.0,0.0,1.0,4.0,12.0,617.0,476.0,0.77,24.0,0.0,71.0,3139270.5263157897,63.0,1108.0,0.0,1.0,4.0,5.0
노원구,하계1동,0.0,3.0,1.0,1.0,2.0,9.0,11.0,546.0,326.0,0.6,61.0,0.0,105.0,3646787.6842105263,78.0,1025.0,0.0,1.0,4.0,5.0
노원구,중계본동,0.0,3.0,1.0,0.0,0.0,3.0,16.0,238.0,164.0,0.69,29.0,0.0,118.0,4230534.105263158,82.0,942.0,0.0,1.0,2.0,3.0
노원구,중계4동,0.0,3.0,1.0,0.0,1.0,5.0,12.0,168.0,125.0,0.74,28.0,0.0,102.0,3213848.1052631577,74.0,876.0,0.0,0.0,3.0,3.0
노원구,상계1동,1.0,2.0,1.0,0.0,1.0,6.0,27.0,829.0,621.0,0.75,23.0,0.0,206.0,3051681.210526316,79.0,770.0,5.0,3.0,2.0,5.0
노원구,상계2동,17.0,6.0,0.0,0.0,4.0,0.0,13.0,712.0,485.0,0.68,36.0,0.0,168.0,3141488.736842105,73.0,878.0,2.0,1.0,2.0,3.0
노원구,상계5동,7.0,2.0,0.0,0.0,1.0,1.0,10.0,442.0,300.0,0.68,36.0,0.0,227.0,2493124.210526316,67.0,816.0,1.0,1.0,0.0,1.0
노원구,중계2·3동,0.0,6.0,2.0,1.0,1.0,6.0,12.0,460.0,376.0,0.82,75.0,0.0,99.0,2955453.3157894737,65.0,1106.0,1.0,1.0,4.0,5.0
노원구,상계10동,26.0,0.0,1.0,0.0,0.0,4.0,5.0,315.0,271.0,0.86,43.0,0.0,50.0,3153839.0,75.0,1201.0,0.0,1.0,2.0,3.0
노원구,상계6·7동,23.0,17.0,1.0,0.0,6.0,10.0,9.0,596.0,477.0,0.8,42.0,0.0,159.0,3173400.210526316,59.0,1232.0,0.0,1.0,4.0,5.0
은평구,녹번동,16.0,0.0,0.0,0.0,5.0,6.0,12.0,1248.0,969.0,0.78,52.0,0.0,295.0,3040384.1578947366,71.0,969.0,1.0,2.0,2.0,4.0
은평구,갈현1동,33.0,2.0,0.0,0.0,2.0,3.0,6.0,562.0,214.0,0.38,26.0,2.0,208.0,2495345.3157894737,60.0,776.0,3.0,0.0,1.0,1.0
은평구,갈현2동,52.0,0.0,0.0,0.0,2.0,3.0,6.0,696.0,462.0,0.66,28.0,0.0,264.0,2559993.4736842103,76.0,597.0,0.0,0.0,4.0,4.0
은평구,구산동,2.0,1.0,1.0,0.0,3.0,2.0,5.0,690.0,435.0,0.63,26.0,0.0,275.0,2625218.947368421,79.0,613.0,0.0,1.0,3.0,4.0
은평구,대조동,73.0,6.0,0.0,0.0,2.0,1.0,4.0,604.0,437.0,0.72,41.0,0.0,257.0,2555764.947368421,33.0,932.0,0.0,0.0,0.0,0.0
은평구,응암1동,11.0,4.0,0.0,0.0,2.0,3.0,7.0,1098.0,932.0,0.85,48.0,0.0,210.0,2744076.6315789474,69.0,845.0,1.0,1.0,2.0,3.0
은평구,응암2동,0.0,0.0,0.0,0.0,1.0,4.0,4.0,924.0,842.0,0.91,16.0,0.0,141.0,3523843.210526316,66.0,999.0,0.0,1.0,2.0,3.0
은평구,신사1동,8.0,1.0,0.0,0.0,1.0,2.0,9.0,745.0,413.0,0.55,33.0,0.0,185.0,2653534.210526316,71.0,722.0,1.0,0.0,3.0,3.0
강남구,대치4동,14.0,3.0,1.0,1.0,3.0,2.0,6.0,686.0,395.0,0.58,27.0,0.0,345.0,4133268.789473684,63.0,1322.0,2.0,1.0,0.0,1.0
은평구,신사2동,5.0,0.0,1.0,0.0,0.0,3.0,8.0,399.0,337.0,0.84,23.0,0.0,286.0,2654016.8421052634,70.0,730.0,1.0,1.0,1.0,2.0
은평구,증산동,6.0,1.0,1.0,0.0,0.0,2.0,9.0,445.0,364.0,0.82,20.0,0.0,184.0,2865029.8421052634,74.0,925.0,1.0,0.0,1.0,1.0
은평구,역촌동,15.0,1.0,0.0,0.0,2.0,4.0,3.0,1087.0,818.0,0.75,64.0,0.0,355.0,2538605.3157894737,78.0,630.0,2.0,1.0,2.0,3.0
서대문구,홍제1동,13.0,3.0,0.0,0.0,0.0,2.0,24.0,609.0,418.0,0.69,17.0,1.0,247.0,3453866.3684210526,72.0,963.0,3.0,0.0,3.0,3.0
서대문구,홍제3동,0.0,1.0,1.0,0.0,2.0,3.0,2.0,508.0,403.0,0.79,20.0,0.0,191.0,2839603.1052631577,78.0,904.0,0.0,1.0,1.0,2.0
서대문구,홍제2동,0.0,0.0,0.0,0.0,0.0,0.0,2.0,289.0,202.0,0.7,10.0,1.0,72.0,3694079.6315789474,72.0,979.0,0.0,0.0,2.0,2.0
서대문구,홍은1동,4.0,1.0,1.0,0.0,1.0,2.0,17.0,248.0,225.0,0.91,25.0,2.0,268.0,3096481.3157894737,74.0,883.0,1.0,1.0,1.0,2.0
서대문구,연희동,5.0,1.0,1.0,1.0,5.0,9.0,11.0,630.0,453.0,0.72,58.0,17.0,505.0,3407515.6315789474,75.0,778.0,3.0,0.0,1.0,1.0
마포구,용강동,31.0,1.0,0.0,0.0,1.0,4.0,10.0,488.0,369.0,0.76,73.0,3.0,133.0,4801843.631578947,78.0,1649.0,1.0,0.0,2.0,2.0
마포구,대흥동,3.0,1.0,0.0,0.0,1.0,1.0,6.0,257.0,183.0,0.71,64.0,0.0,160.0,3438438.3157894737,51.0,1418.0,2.0,2.0,0.0,2.0
마포구,신수동,6.0,0.0,0.0,0.0,1.0,3.0,15.0,484.0,404.0,0.83,72.0,0.0,139.0,4157619.5263157897,83.0,1531.0,2.0,0.0,1.0,1.0
마포구,서교동,70.0,12.0,1.0,2.0,5.0,6.0,5.0,355.0,260.0,0.73,136.0,6.0,293.0,3245678.947368421,79.0,1037.0,1.0,0.0,2.0,2.0
양천구,신월1동,62.0,0.0,0.0,0.0,1.0,5.0,11.0,704.0,418.0,0.59,29.0,4.0,281.0,2242859.1578947366,68.0,558.0,2.0,0.0,1.0,1.0
마포구,합정동,16.0,0.0,0.0,1.0,1.0,2.0,4.0,372.0,254.0,0.68,67.0,0.0,166.0,3217611.947368421,87.0,1232.0,2.0,1.0,0.0,1.0
마포구,망원1동,4.0,1.0,0.0,0.0,0.0,3.0,5.0,446.0,320.0,0.72,45.0,0.0,113.0,2803732.8421052634,83.0,1035.0,0.0,0.0,0.0,0.0
마포구,성산2동,9.0,3.0,1.0,0.0,2.0,9.0,18.0,944.0,709.0,0.75,58.0,2.0,177.0,3554997.789473684,75.0,1125.0,4.0,1.0,3.0,4.0
마포구,도화동,1.0,4.0,0.0,0.0,1.0,2.0,12.0,463.0,371.0,0.8,34.0,9.0,132.0,4230010.421052632,75.0,1356.0,0.0,1.0,2.0,3.0
마포구,서강동,24.0,1.0,1.0,1.0,2.0,6.0,11.0,716.0,553.0,0.77,89.0,11.0,152.0,4362487.947368421,92.0,1362.0,1.0,0.0,0.0,0.0
마포구,아현동,15.0,1.0,0.0,0.0,1.0,1.0,18.0,905.0,703.0,0.78,44.0,0.0,121.0,5251272.52631579,83.0,1667.0,2.0,0.0,0.0,0.0
양천구,목1동,6.0,10.0,0.0,0.0,3.0,2.0,19.0,254.0,210.0,0.83,144.0,9.0,188.0,5693469.947368421,97.0,1794.0,0.0,1.0,1.0,2.0
양천구,목2동,2.0,0.0,0.0,0.0,1.0,3.0,10.0,654.0,498.0,0.76,53.0,4.0,340.0,3263231.1052631577,85.0,907.0,4.0,1.0,2.0,3.0
양천구,목3동,1.0,2.0,0.0,0.0,1.0,4.0,5.0,554.0,434.0,0.78,25.0,0.0,232.0,3106224.3157894737,74.0,971.0,0.0,0.0,2.0,2.0
양천구,신월2동,1.0,0.0,0.0,0.0,0.0,3.0,10.0,686.0,548.0,0.8,35.0,4.0,207.0,2749382.5263157897,74.0,716.0,1.0,0.0,1.0,1.0
양천구,신월3동,5.0,0.0,0.0,0.0,1.0,2.0,3.0,442.0,291.0,0.66,23.0,7.0,202.0,2165452.052631579,77.0,547.0,6.0,1.0,1.0,2.0
양천구,신월5동,13.0,1.0,1.0,0.0,1.0,4.0,2.0,427.0,328.0,0.77,33.0,0.0,176.0,2629758.4736842103,75.0,633.0,2.0,1.0,1.0,2.0
양천구,신월6동,0.0,0.0,0.0,0.0,1.0,2.0,6.0,552.0,470.0,0.85,12.0,0.0,91.0,2861120.052631579,77.0,945.0,0.0,0.0,1.0,1.0
관악구,중앙동,22.0,3.0,0.0,0.0,1.0,4.0,2.0,144.0,131.0,0.91,25.0,0.0,196.0,2659688.210526316,58.0,914.0,0.0,1.0,0.0,1.0
양천구,신월7동,4.0,0.0,1.0,0.0,0.0,8.0,7.0,522.0,352.0,0.67,47.0,3.0,218.0,2355515.263157895,63.0,767.0,2.0,1.0,1.0,2.0
