교육지원청명,자치구,주소,"사립,공립",유형,유치원명,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수
남부교육지원청,금천구,서울특별시 금천구 독산로78다길 89,공립,병설,서울정심초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,3.0,15.0,16.0,0,4.0
강동송파교육지원청,송파구,서울특별시 송파구 오금로24길 25,공립,단설,서울솔방울유치원,07시00분~20시00분,2.0,2.0,2.0,0,1.0,28.0,31.0,43.0,0,6.0
강동송파교육지원청,송파구,서울특별시 송파구 새말로8길 22-5,사립,사인,란키즈유치원,08시00분~19시00분,1.0,2.0,1.0,0,,23.0,31.0,21.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 봉화산로 188,공립,병설,서울신현초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,12.0,14.0,20.0,0,4.0
동부교육지원청,중랑구,서울특별시 중랑구 동일로149길 46,공립,병설,서울신묵초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,13.0,11.0,9.0,0,
서부교육지원청,은평구,서울특별시 은평구 증산로21길 22,사립,사인,다우림유치원,08시00분~20시00분,1.0,1.0,1.0,0,,13.0,28.0,16.0,0,
서부교육지원청,마포구,서울특별시 마포구 마포대로24길 42,공립,병설,서울소의초등학교병설유치원,07시00분~19시30분,1.0,1.0,1.0,0,,6.0,11.0,17.0,0,
북부교육지원청,노원구,서울특별시 노원구 상계로9길 39,공립,병설,서울상계초등학교병설유치원,07시00분~19시30분,,1.0,1.0,0,,,6.0,9.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 위례송파로 121,공립,단설,서울송파위례유치원,07시00분~20시00분,2.0,2.0,3.0,0,1.0,32.0,36.0,47.0,0,4.0
북부교육지원청,도봉구,서울특별시 도봉구 노해로70길 96,공립,병설,서울월천초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,8.0,17.0,8.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 압구정로18길 28,공립,단설,서울신구유치원,07시30분~19시30분,2.0,2.0,1.0,0,1.0,19.0,20.0,19.0,0,2.0
강남서초교육지원청,강남구,서울특별시 강남구 자곡로 55,공립,단설,서울세명유치원,07시30분~19시30분,1.0,2.0,2.0,0,1.0,14.0,30.0,36.0,0,4.0
강남서초교육지원청,서초구,서울특별시 서초구 잠원로3길 31,사립,법인,한신유치원,09시00분~17시00분,2.0,2.0,2.0,0,,46.0,48.0,45.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 신월로 97,공립,병설,서울강월초등학교병설유치원,07시00분~19시00분,,,2.0,1,,,,12.0,1,
강남서초교육지원청,강남구,서울특별시 강남구 선릉로129길 31,사립,사인,강남유치원,08시40분~17시40분,,1.0,2.0,0,,,21.0,55.0,0,
서부교육지원청,은평구,서울특별시 은평구 연서로35길 37,공립,병설,서울연광초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,5.0,8.0,10.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 고무래로 90-6,공립,병설,서울원명초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,14.0,21.0,24.0,0,
서부교육지원청,마포구,서울특별시 마포구 성미산로 111,사립,법인,홍익대학교사범대학부속유치원,09시00분~17시00분,2.0,2.0,2.0,0,,40.0,50.0,55.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 마장로35나길 31,공립,병설,서울마장초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,8.0,11.0,14.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 양재대로2길 74,공립,병설,서울우솔초등학교병설유치원,07시30분~19시30분,2.0,1.0,1.0,0,1.0,19.0,15.0,15.0,0,4.0
강남서초교육지원청,강남구,서울특별시 강남구 남부순환로363길 19,공립,병설,서울언주초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,14.0,22.0,23.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 선릉로 29,공립,병설,서울개원초등학교병설유치원,09시00분~20시00분,1.0,1.0,1.0,0,,8.0,5.0,4.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 남부순환로144길 65,사립,사인,한별유치원,08시00분~18시00분,1.0,2.0,2.0,0,,26.0,36.0,46.0,0,
남부교육지원청,금천구,서울특별시 금천구 시흥대로38길 78,공립,병설,서울백산초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,7.0,13.0,19.0,0,
남부교육지원청,구로구,서울특별시 구로구 고척로25길 62,사립,사인,서울아람유치원,09시00분~18시30분,1.0,1.0,1.0,0,,13.0,12.0,26.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 가마산로89길 7,사립,법인,성모유치원,09시50분~18시00분,1.0,2.0,2.0,0,,23.0,48.0,42.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동서로 340,사립,사인,새서울유치원,08시00분~20시00분,1.0,1.0,2.0,0,,12.0,17.0,37.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 신월로 99,사립,사인,샘터유치원,08시00분~19시00분,1.0,2.0,1.0,0,,25.0,44.0,41.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 안양천로 1009,공립,단설,서울경인유치원,09시00분~17시00분,1.0,2.0,2.0,0,1.0,13.0,26.0,28.0,0,4.0
강서양천교육지원청,강서구,서울특별시 강서구 마곡서1로 68,공립,병설,서울공항초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,11.0,19.0,41.0,0,4.0
동부교육지원청,동대문구,서울특별시 동대문구 장한로 165,사립,사인,새일문유치원,07시30분~19시30분,,,,2,,,,,48,
동부교육지원청,중랑구,서울특별시 중랑구 면목로23길 20,공립,병설,서울중곡초등학교병설유치원,07시00분~19시30분,2.0,1.0,1.0,0,,12.0,20.0,19.0,0,
북부교육지원청,노원구,서울특별시 노원구 덕릉로122길 12-6,사립,사인,한울유치원,08시00분~17시00분,1.0,1.0,1.0,0,,6.0,6.0,14.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 우이천로32길 38,사립,사인,햇살유치원,08시00분~18시00분,1.0,2.0,2.0,0,,17.0,49.0,44.0,0,
북부교육지원청,노원구,서울특별시 노원구 중계로18길 14,사립,사인,효천유치원,08시00분~19시00분,2.0,1.0,1.0,0,,26.0,28.0,31.0,0,
서부교육지원청,은평구,서울특별시 은평구 갈현로33길 24,사립,사인,궁전유치원,09시00분~17시00분,1.0,1.0,1.0,0,,9.0,8.0,19.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 양산로8길 8,사립,사인,꿀벌유치원,08시00분~18시00분,2.0,1.0,1.0,0,,34.0,29.0,23.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 성안로 64,사립,사인,송원유치원,09시00분~18시00분,2.0,1.0,2.0,0,,40.0,24.0,46.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 시루봉로6길 86,사립,사인,행복한유치원,07시30분~19시30분,2.0,1.0,1.0,0,,21.0,17.0,18.0,0,
서부교육지원청,은평구,서울특별시 은평구 응암로14길 21,사립,사인,성아유치원,07시00분~20시00분,1.0,2.0,1.0,0,,17.0,29.0,35.0,0,
서부교육지원청,은평구,서울특별시 은평구 연서로27길 23,사립,사인,성균관유치원,07시00분~20시00분,1.0,3.0,2.0,0,,20.0,70.0,45.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 서울시립대로18길 19,사립,사인,백주유치원,08시00분~19시00분,1.0,1.0,1.0,0,,6.0,24.0,12.0,0,
서부교육지원청,은평구,서울특별시 은평구 증산서길 53-9,사립,법인,동산유치원,07시30분~19시30분,1.0,2.0,2.0,0,,23.0,41.0,27.0,0,
중부교육지원청,용산구,서울특별시 용산구 이촌로84길 9-7,사립,법인,강변유치원,09시00분~17시00분,1.0,1.0,1.0,0,,6.0,12.0,16.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 보국문로 143,사립,법인,개동유치원,09시00분~17시00분,1.0,1.0,1.0,0,,9.0,19.0,25.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 북악산로 913,사립,사인,영광유치원,08시00분~18시30분,2.0,2.0,2.0,0,,42.0,43.0,42.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 보문사길 18,사립,법인,은영유치원,09시00분~18시00분,2.0,1.0,2.0,0,,28.0,25.0,34.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동서로 130,사립,사인,솔샘유치원,09시30분~20시00분,2.0,2.0,1.0,0,,30.0,34.0,22.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 금낭화로 287-19,사립,사인,한나유치원,07시00분~20시00분,1.0,1.0,1.0,0,,18.0,12.0,19.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 까치산로 60,사립,법인,화곡유치원,08시00분~18시00분,,,1.0,0,,,,12.0,0,
남부교육지원청,구로구,서울특별시 구로구 경인로 382,사립,사인,정훈유치원,08시00분~19시00분,1.0,2.0,2.0,0,,39.0,44.0,50.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 도신로 31,사립,사인,큰나무유치원,09시00분~18시00분,2.0,2.0,1.0,0,,34.0,26.0,17.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 신길로 27,사립,사인,평강유치원,09시30분~17시30분,2.0,1.0,2.0,0,,47.0,24.0,46.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 해등로 241,사립,사인,선희유치원,08시00분~18시30분,1.0,1.0,1.0,0,,9.0,21.0,17.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 도봉로180나길 33-29,사립,사인,슬기유치원,07시00분~22시00분,3.0,2.0,3.0,0,,63.0,58.0,76.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로213길 78,사립,사인,영은유치원,07시00분~20시00분,1.0,1.0,1.0,0,,18.0,20.0,28.0,0,
서부교육지원청,마포구,서울특별시 마포구 도화2길 64,공립,병설,서울마포초등학교병설유치원,07시30분~20시00분,1.0,1.0,2.0,0,,13.0,20.0,38.0,0,
서부교육지원청,마포구,서울특별시 마포구 월드컵북로 353,공립,병설,서울상암초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,13.0,12.0,22.0,0,
서부교육지원청,은평구,서울특별시 은평구 진관1로 77-23,공립,병설,서울신도초등학교병설유치원,07시00분~19시00분,,1.0,1.0,0,1.0,,7.0,14.0,0,3.0
서부교육지원청,마포구,서울특별시 마포구 새터산16길 14,사립,사인,서일유치원,07시00분~20시00분,2.0,2.0,2.0,0,,29.0,43.0,45.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 뚝섬로66길 14,사립,법인,선경유치원,09시00분~18시00분,2.0,2.0,2.0,0,,44.0,44.0,52.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 뚝섬로59길 18,사립,법인,성산유치원,07시00분~19시00분,1.0,1.0,1.0,0,,14.0,14.0,21.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 자양로5길 36,사립,사인,자양유치원,09시00분~20시00분,,,1.0,1,,,,19.0,14,
성동광진교육지원청,광진구,서울특별시 광진구 광나루로56길 5,사립,사인,프라임유치원,08시00분~19시00분,3.0,2.0,2.0,0,,54.0,46.0,46.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 올림픽로 215,공립,병설,서울신천초등학교병설유치원,07시00분~20시00분,1.0,1.0,2.0,0,1.0,7.0,15.0,40.0,0,4.0
강동송파교육지원청,송파구,서울특별시 송파구 올림픽로35길 118,사립,법인,장미유치원,08시00분~19시00분,1.0,1.0,1.0,0,,18.0,23.0,19.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 명지대길 39-4,사립,사인,연유치원,07시30분~19시30분,1.0,2.0,2.0,0,,20.0,29.0,38.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 선릉로 221,사립,사인,도곡렉슬유치원,08시30분~18시00분,,,,8,,,,,199,
성북강북교육지원청,성북구,서울특별시 성북구 화랑로48길 16,사립,사인,두산효자유치원,07시30분~19시30분,1.0,2.0,1.0,0,,17.0,27.0,24.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 행운1길 96,사립,사인,동원유치원,07시30분~20시00분,1.0,1.0,1.0,0,,17.0,19.0,8.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 청룡4길 49,공립,병설,서울관악초등학교병설유치원,07시10분~19시10분,1.0,1.0,1.0,0,1.0,10.0,17.0,16.0,0,4.0
북부교육지원청,노원구,서울특별시 노원구 덕릉로86길 65,사립,사인,키즈위즈유치원,08시00분~18시00분,1.0,1.0,2.0,0,,4.0,13.0,40.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 정릉로 282,사립,법인,새싹유치원,08시00분~19시00분,2.0,2.0,2.0,0,,28.0,38.0,51.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 동남로 832,사립,법인,한영중고등학교병설한영유치원,09시00분~17시00분,3.0,2.0,3.0,0,,54.0,51.0,57.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동중앙로 132,공립,병설,서울월촌초등학교병설유치원,07시30분~19시30분,2.0,1.0,2.0,0,,24.0,20.0,25.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 까치산로2길 43,사립,법인,선미유치원,08시00분~18시00분,1.0,2.0,2.0,0,,16.0,42.0,29.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 신월로10길 2-1,사립,사인,솔밭유치원,09시00분~18시00분,,,1.0,2,,,,19.0,24,
남부교육지원청,구로구,서울특별시 구로구 개봉로18길 37,사립,사인,미림유치원,07시20분~19시20분,2.0,,,1,,19.0,,,35,
동부교육지원청,동대문구,서울특별시 동대문구 사가정로 190,사립,사인,예일유치원,08시00분~18시00분,2.0,2.0,2.0,0,,37.0,43.0,44.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 당산로28길 11,사립,법인,은하유치원,08시30분~18시30분,1.0,1.0,1.0,0,,28.0,30.0,29.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 서달로 115,공립,병설,서울은로초등학교병설유치원,09시00분~19시00분,1.0,1.0,2.0,0,1.0,13.0,21.0,46.0,0,4.0
동작관악교육지원청,관악구,서울특별시 관악구 은천로 69,공립,병설,서울은천초등학교병설유치원,07시00분~20시00분,1.0,2.0,1.0,0,1.0,13.0,21.0,19.0,0,4.0
동작관악교육지원청,동작구,서울특별시 동작구 현충로 151,사립,사인,예림유치원,07시00분~19시00분,,,1.0,1,,,,8.0,3,
북부교육지원청,도봉구,서울특별시 도봉구 해등로 307,사립,사인,보나유치원,07시00분~20시00분,1.0,1.0,2.0,0,,14.0,25.0,38.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로198가길 13,사립,사인,공릉 사라유치원,08시00분~19시00분,1.0,2.0,2.0,0,,12.0,26.0,33.0,0,
북부교육지원청,노원구,서울특별시 노원구 노원로19길 33,사립,사인,상원유치원,08시00분~19시00분,1.0,2.0,3.0,0,,20.0,34.0,54.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로 1745,공립,병설,서울수락초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,1.0,4.0,6.0,11.0,0,4.0
북부교육지원청,노원구,서울 노원구 공릉동 24-1,사립,사인,육사유치원,07시30분~19시00분,1.0,1.0,1.0,0,,12.0,16.0,19.0,0,
북부교육지원청,노원구,서울특별시 노원구 월계로55길 16,사립,사인,이레유치원,09시00분~20시00분,,,,5,,,,,73,
북부교육지원청,도봉구,서울특별시 도봉구 노해로49길 69,사립,법인,정의유치원,07시30분~19시00분,2.0,3.0,2.0,0,,29.0,58.0,39.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 노해로69가길 11,사립,사인,청아유치원,07시30분~19시30분,1.0,2.0,1.0,0,,14.0,41.0,20.0,0,
서부교육지원청,마포구,서울특별시 마포구 잔다리로6길 11,사립,사인,배영유치원,09시00분~18시00분,1.0,2.0,1.0,0,,28.0,29.0,26.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 안암로7길 66,사립,법인,영암유치원,09시00분~20시00분,1.0,1.0,1.0,0,,21.0,23.0,24.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 보문로34다길 2,사립,법인,성신유치원,08시00분~18시00분,2.0,2.0,1.0,0,,38.0,42.0,23.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 삼성로120길 28,사립,사인,영동제일유치원,09시00분~17시00분,2.0,2.0,2.0,0,,39.0,34.0,55.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 서초대로64길 73,사립,법인,석문유치원,09시00분~18시00분,1.0,1.0,2.0,0,,22.0,25.0,46.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 서초중앙로 200,사립,사인,여나유치원,09시00분~17시00분,2.0,2.0,2.0,0,,41.0,40.0,45.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 효령로34길 72,사립,사인,영유유치원,09시00분~18시00분,1.0,2.0,2.0,0,,15.0,20.0,27.0,0,
중부교육지원청,중구,서울특별시 중구 퇴계로50길 13,공립,병설,서울충무초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,10.0,8.0,0,
중부교육지원청,용산구,서울특별시 용산구 한남대로 112,공립,병설,서울한남초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,10.0,19.0,0,
중부교육지원청,중구,서울특별시 중구 수표로 33,사립,법인,영락유치원,07시00분~22시00분,1.0,1.0,1.0,0,,10.0,18.0,23.0,0,
중부교육지원청,종로구,서울특별시 종로구 자하문로 69,사립,사인,옥인유치원,08시00분~17시10분,1.0,1.0,1.0,0,,15.0,24.0,25.0,0,
중부교육지원청,용산구,서울특별시 용산구 이촌로71길 14,사립,사인,충신유치원,09시00분~17시00분,2.0,3.0,2.0,0,,48.0,60.0,52.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 중대로27길 2,사립,사인,새움유치원,09시00분~19시00분,2.0,1.0,2.0,0,,36.0,15.0,38.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 해등로4길 9,사립,사인,예랑유치원,09시00분~19시00분,1.0,1.0,1.0,0,,9.0,15.0,21.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 장월로23길 16,공립,병설,서울장곡초등학교병설유치원,07시00분~20시00분,2.0,1.0,1.0,0,,15.0,22.0,23.0,0,
남부교육지원청,구로구,서울특별시 구로구 고척로33길 34,공립,병설,서울세곡초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,5.0,6.0,12.0,0,4.0
동부교육지원청,중랑구,서울특별시 중랑구 면목로57길 32,공립,병설,서울면동초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,11.0,12.0,22.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 사가정로 65,사립,사인,삼성유치원,08시00분~18시30분,3.0,3.0,2.0,0,,69.0,72.0,57.0,0,
남부교육지원청,금천구,서울특별시 금천구 벚꽃로 73,사립,사인,참사랑유치원,08시00분~18시00분,2.0,3.0,2.0,0,,41.0,56.0,43.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로227길 47,사립,사인,온누리유치원,07시30분~19시30분,2.0,2.0,1.0,0,,33.0,39.0,26.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 아차산로44길 26,공립,병설,서울자양초등학교병설유치원,07시00분~20시00분,1.0,1.0,2.0,0,,14.0,9.0,32.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 한천로123길 9,사립,사인,금성유치원,09시00분~19시30분,,,,1,,,,,31,
성북강북교육지원청,강북구,서울특별시 강북구 오패산로 130,사립,사인,동명유치원,09시00분~17시00분,1.0,1.0,1.0,0,,9.0,16.0,20.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 인수봉로 260,사립,사인,길물빛유치원,09시00분~17시00분,,,1.0,2,,,,30.0,47,
강동송파교육지원청,강동구,서울특별시 강동구 성내로3가길 61,사립,사인,준현유치원,08시00분~19시00분,2.0,2.0,2.0,0,,40.0,48.0,52.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 신림로 114,공립,병설,서울신성초등학교병설유치원,07시30분~19시30분,2.0,1.0,2.0,0,1.0,21.0,17.0,29.0,0,5.0
북부교육지원청,노원구,서울특별시 노원구 공릉로 257,사립,법인,꽃동산유치원,09시00분~18시00분,1.0,1.0,1.0,0,,4.0,3.0,8.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 구천면로 645,사립,법인,고덕유치원,09시00분~18시00분,1.0,1.0,2.0,0,,19.0,23.0,56.0,0,
서부교육지원청,은평구,서울특별시 은평구 진관2로 111-16,공립,단설,서울진관유치원,07시30분~19시30분,2.0,2.0,2.0,0,1.0,18.0,18.0,30.0,0,5.0
서부교육지원청,은평구,서울특별시 은평구 진관3로 73-11,공립,단설,서울은빛유치원,07시10분~19시30분,2.0,2.0,2.0,0,1.0,21.0,35.0,45.0,0,5.0
강서양천교육지원청,강서구,서울특별시 강서구 마곡서로 33,공립,병설,서울공진초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,15.0,19.0,24.0,0,
서부교육지원청,은평구,서울특별시 은평구 갈현로29길 27,사립,법인,선일유치원,09시30분~18시00분,1.0,2.0,2.0,0,,22.0,49.0,39.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 만양로3길 48,공립,단설,서울상도유치원,07시00분~20시00분,2.0,2.0,2.0,0,1.0,24.0,32.0,35.0,0,3.0
동작관악교육지원청,동작구,서울특별시 동작구 사당로 143,사립,법인,총신대부속유치원,08시00분~18시00분,2.0,2.0,2.0,0,,37.0,52.0,48.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 관악로30길 12,사립,사인,큰솔유치원,09시00분~19시30분,3.0,2.0,2.0,0,,70.0,46.0,48.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 관악로40길 55,사립,사인,현대유치원,08시00분~19시00분,2.0,2.0,2.0,0,,48.0,50.0,47.0,0,
남부교육지원청,구로구,서울특별시 구로구 개봉로16길 30-11,공립,병설,서울개봉초등학교병설유치원,07시30분~19시30분,1.0,2.0,1.0,0,1.0,14.0,23.0,19.0,0,4.0
남부교육지원청,구로구,서울특별시 구로구 도림로20길 57,공립,병설,서울영서초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,1.0,6.0,9.0,17.0,0,4.0
남부교육지원청,영등포구,서울특별시 영등포구 여의나루로2길 14,공립,병설,서울윤중초등학교병설유치원,07시20분~19시20분,1.0,1.0,1.0,0,,11.0,22.0,10.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 아차산로70길 40,사립,사인,광남유치원,08시00분~18시30분,2.0,2.0,2.0,0,,39.0,46.0,56.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 공항대로39길 100,사립,사인,보라유치원,07시30분~19시30분,2.0,2.0,1.0,0,,34.0,27.0,23.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 금낭화로 35,사립,사인,서강유치원,09시00분~18시30분,1.0,2.0,2.0,0,,22.0,42.0,38.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 전농로16길 61,공립,병설,서울전동초등학교병설유치원,07시20분~19시40분,1.0,1.0,1.0,0,1.0,6.0,16.0,18.0,0,5.0
동부교육지원청,동대문구,서울특별시 동대문구 고산자로 534,사립,사인,자람유치원,09시00분~20시00분,1.0,1.0,1.0,0,,11.0,14.0,9.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 면목로44길 55,사립,사인,신일유치원,07시30분~19시30분,1.0,1.0,1.0,0,,8.0,8.0,14.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 중랑역로 47,사립,사인,아랑유치원,09시00분~20시00분,1.0,1.0,1.0,0,,14.0,29.0,18.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로207길 186,사립,사인,학여울유치원,07시30분~19시30분,2.0,2.0,2.0,0,,44.0,48.0,54.0,0,
북부교육지원청,노원구,서울특별시 노원구 마들로 111,사립,사인,효자유치원,07시00분~20시00분,2.0,2.0,2.0,0,,39.0,38.0,31.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 토성로 38-6,사립,사인,우일유치원,07시40분~19시00분,3.0,4.0,4.0,0,,81.0,96.0,105.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 백제고분로40길 20,사립,사인,석촌유치원,08시40분~16시40분,3.0,3.0,4.0,0,,61.0,79.0,100.0,0,
서부교육지원청,마포구,서울특별시 마포구 월드컵로42길 30,공립,병설,서울상지초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,8.0,11.0,18.0,0,5.0
서부교육지원청,마포구,서울특별시 마포구 성미산로11길 36,사립,법인,대진유치원,07시00분~18시00분,5.0,,,0,,83.0,,,0,
강동송파교육지원청,강동구,서울특별시 강동구 상암로 11,사립,사인,예슬유치원,08시00분~18시00분,2.0,3.0,3.0,0,,43.0,50.0,63.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 중대로9길 53-27,사립,사인,샛별유치원,09시00분~19시00분,1.0,1.0,1.0,0,,18.0,20.0,23.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 마천로41길 14,사립,사인,동삼유치원,09시00분~18시30분,,,,2,,,,,14,
동부교육지원청,중랑구,서울특별시 중랑구 봉화산로 90,사립,사인,로뎅유치원,07시00분~20시00분,,,1.0,1,,,,12.0,19,
강서양천교육지원청,양천구,서울특별시 양천구 목동동로 350,사립,법인,원일유치원,08시00분~19시30분,2.0,1.0,2.0,0,,37.0,21.0,30.0,0,
남부교육지원청,구로구,서울특별시 구로구 고척로 30,사립,사인,나비유치원,09시30분~17시30분,1.0,1.0,2.0,0,,16.0,6.0,28.0,0,
남부교육지원청,금천구,서울특별시 금천구 독산로1길 3,사립,사인,조형유치원,09시30분~17시30분,1.0,1.0,1.0,0,,0.0,18.0,19.0,0,
남부교육지원청,구로구,서울특별시 구로구 경인로19길 8,사립,사인,준희유치원,09시00분~20시00분,,,,1,,,,,20,
성동광진교육지원청,광진구,서울특별시 광진구 광나루로 441,사립,법인,어린이회관유치원,08시30분~19시00분,4.0,4.0,4.0,0,,91.0,97.0,82.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 영화사로 105,사립,사인,영화유치원,08시00분~19시30분,,2.0,1.0,0,,,25.0,20.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 방배로6길 18,사립,사인,육영유치원,09시00분~20시00분,,,1.0,1,,,,28.0,28,
강동송파교육지원청,강동구,서울특별시 강동구 고덕로46길 53,공립,병설,서울고명초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,5.0,16.0,19.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 암사19길 53,공립,단설,서울명일유치원,07시00분~19시30분,1.0,2.0,3.0,0,1.0,15.0,28.0,46.0,0,7.0
강서양천교육지원청,강서구,서울특별시 강서구 허준로 47,사립,사인,신세기유치원,08시00분~18시00분,2.0,1.0,2.0,0,,33.0,23.0,43.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 고덕로83길 68,사립,법인,성보나유치원,08시30분~18시00분,1.0,1.0,1.0,0,,22.0,23.0,19.0,0,
북부교육지원청,노원구,서울특별시 노원구 석계로13길 23-14,사립,사인,보고유치원,07시00분~19시30분,1.0,2.0,1.0,0,,11.0,22.0,20.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 종암로9길 78,사립,사인,빛나라유치원,09시00분~20시00분,1.0,1.0,1.0,0,,11.0,12.0,17.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 송파대로8길 17,사립,사인,생명나무유치원,08시00분~18시00분,3.0,2.0,2.0,0,,56.0,44.0,38.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 길음로9길 73,사립,법인,선한유치원,08시00분~19시30분,1.0,1.0,1.0,0,,18.0,25.0,25.0,0,
