교육지원청명,자치구,주소,"사립,공립",유형,유치원명,운영시간,만3세학급수,만4세학급수,만5세학급수,혼합학급수,특수학급수,만3세유아수,만4세유아수,만5세유아수,혼합유아수,특수유아수
성동광진교육지원청,성동구,서울특별시 성동구 무학로 50,사립,사인,솔유치원,09시00분~17시00분,,,2.0,0,,,,28.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 동남로11길 27,사립,법인,은선유치원,07시00분~20시00분,2.0,2.0,2.0,0,,51.0,56.0,47.0,0,
북부교육지원청,노원구,서울특별시 노원구 화랑로 815,사립,법인,삼육대학교부속유치원,07시30분~19시00분,2.0,2.0,2.0,2,,40.0,48.0,51.0,40,
북부교육지원청,노원구,서울특별시 노원구 화랑로 621,사립,법인,서울여자대학교부속유치원,08시00분~19시00분,2.0,2.0,2.0,0,,33.0,39.0,43.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 광신길 154,사립,사인,명성유치원,07시40분~19시00분,1.0,1.0,1.0,0,,21.0,12.0,9.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 양녕로26길 15,사립,사인,상아유치원,08시20분~18시00분,,,1.0,1,,,,13.0,12,
동작관악교육지원청,관악구,서울특별시 관악구 난곡로35길 102,공립,병설,서울난곡초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,8.0,7.0,21.0,0,4.0
강서양천교육지원청,양천구,서울특별시 양천구 목동중앙북로10길 7-10,사립,사인,신목유치원,07시30분~19시30분,1.0,1.0,1.0,0,,9.0,14.0,22.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 금낭화로23길 8,사립,사인,아람유치원,07시00분~20시00분,1.0,2.0,1.0,0,,17.0,37.0,23.0,0,
남부교육지원청,금천구,서울특별시 금천구 탑골로10길 45,사립,법인,동일유치원,08시00분~18시00분,2.0,2.0,2.0,0,,50.0,47.0,52.0,0,
남부교육지원청,금천구,서울특별시 금천구 시흥대로47길 43,사립,사인,럭키유치원,09시00분~19시00분,2.0,2.0,1.0,0,,22.0,21.0,20.0,0,
남부교육지원청,구로구,서울특별시 구로구 오류로8길 40,사립,사인,버들유치원,09시00분~18시00분,,,,1,,,,,23,
동부교육지원청,중랑구,서울특별시 중랑구 신내로 51,사립,사인,예원유치원,07시00분~22시00분,1.0,2.0,2.0,0,,11.0,28.0,33.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 동일로 752,사립,사인,은성유치원,07시30분~19시30분,3.0,3.0,3.0,0,,64.0,78.0,69.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 조원로 114,사립,법인,건영유치원,09시30분~18시10분,,1.0,2.0,0,,,6.0,44.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 현충로 119,사립,사인,소망유치원,07시00분~19시00분,1.0,1.0,1.0,0,,16.0,22.0,22.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 성대로21길 15,사립,사인,승혜유치원,08시00분~19시00분,2.0,1.0,2.0,0,,39.0,25.0,46.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 여의대방로 28,사립,사인,요요유치원,07시00분~19시00분,1.0,2.0,2.0,0,,12.0,32.0,45.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로231길 26,공립,단설,서울노일유치원,07시00분~20시00분,3.0,1.0,2.0,0,,30.0,19.0,33.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로 1127,사립,사인,아랑유치원,09시00분~19시00분,2.0,2.0,2.0,0,,36.0,35.0,41.0,0,
북부교육지원청,노원구,서울특별시 노원구 한글비석로 325,사립,사인,사랑샘유치원,09시00분~19시00분,1.0,1.0,1.0,0,,10.0,18.0,15.0,0,
북부교육지원청,노원구,서울특별시 노원구 중계로14라길 48,사립,사인,원암유치원,09시00분~18시00분,5.0,4.0,4.0,0,,103.0,96.0,94.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 시루봉로 101,사립,사인,유화유치원,08시30분~16시30분,1.0,1.0,1.0,0,,18.0,24.0,22.0,0,
서부교육지원청,은평구,서울특별시 은평구 통일로 790-1,사립,법인,바다의별유치원,09시00분~18시30분,1.0,1.0,2.0,0,,14.0,21.0,32.0,0,
서부교육지원청,마포구,서울특별시 마포구 월드컵북로5길 53,사립,사인,새싹유치원,09시00분~19시30분,1.0,1.0,2.0,0,,28.0,28.0,41.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 고산자로 518,공립,병설,서울홍파초등학교병설유치원,07시00분~19시30분,1.0,1.0,1.0,0,,5.0,8.0,5.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 까치산로10길 70,공립,병설,서울화일초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,16.0,11.0,21.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 장안벚꽃로 309,공립,병설,서울휘봉초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,10.0,8.0,19.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 문정로 83,사립,사인,삼성유치원,07시40분~18시00분,2.0,2.0,2.0,0,,50.0,54.0,52.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 방배로 260,공립,병설,서울서래초등학교병설유치원,07시30분~19시30분,1.0,1.0,2.0,0,1.0,10.0,19.0,34.0,0,5.0
강남서초교육지원청,서초구,서울특별시 서초구 신반포로15길 18,사립,법인,반포성모유치원,09시00분~17시00분,1.0,1.0,1.0,0,,12.0,20.0,28.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 잠실로 32,공립,병설,서울잠신초등학교병설유치원,07시30분~19시30분,,1.0,1.0,0,1.0,,8.0,16.0,0,5.0
중부교육지원청,용산구,서울특별시 용산구 후암로34길 21-8,사립,법인,복자유치원,09시00분~17시00분,2.0,1.0,1.0,0,,38.0,29.0,32.0,0,
중부교육지원청,종로구,서울특별시 종로구 낙산길 250,공립,병설,서울명신초등학교병설유치원,07시00분~19시30분,1.0,1.0,1.0,0,,5.0,14.0,13.0,0,
중부교육지원청,종로구,서울특별시 종로구 사직로8길 9,사립,법인,세종유치원,08시00분~18시30분,1.0,1.0,1.0,0,,14.0,11.0,20.0,0,
중부교육지원청,중구,서울특별시 중구 퇴계로6길 36,사립,법인,일신유치원,07시00분~20시00분,,1.0,1.0,0,,,6.0,7.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 양재대로2길 100-64,사립,사인,서초유치원,08시00분~19시00분,3.0,4.0,4.0,0,,60.0,94.0,87.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 신내역로1길 136,공립,단설,서울새솔유치원,07시30분~17시30분,3.0,3.0,3.0,0,3.0,34.0,46.0,50.0,0,11.0
동작관악교육지원청,동작구,서울특별시 동작구 강남초등길 15,공립,병설,서울강남초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,10.0,17.0,13.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 헌릉로8길 42,공립,병설,서울언남초등학교병설유치원,07시00분~19시30분,1.0,2.0,1.0,0,1.0,10.0,20.0,13.0,0,2.0
강남서초교육지원청,강남구,서울특별시 강남구 헌릉로618길 14,사립,법인,오즈의마법사유치원,07시30분~19시00분,3.0,4.0,3.0,0,,60.0,78.0,61.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 용마산로 185,사립,사인,미파유치원,09시00분~20시00분,,,,2,,,,,57,
성동광진교육지원청,광진구,서울특별시 광진구 광나루로30길 49,공립,병설,서울구의초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,1.0,15.0,20.0,22.0,0,4.0
성동광진교육지원청,성동구,서울특별시 성동구 금호로1길 25,공립,병설,서울옥수초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,7.0,14.0,15.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 인수봉로 298,사립,사인,인수유치원,07시30분~20시00분,,,,1,,,,,40,
성북강북교육지원청,성북구,서울특별시 성북구 종암로24가길 53,사립,사인,좋은나라유치원,08시00분~18시30분,2.0,3.0,2.0,0,,49.0,71.0,66.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 성북로4길 52,사립,사인,세아유치원,07시00분~20시00분,1.0,1.0,1.0,0,,4.0,8.0,7.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 독서당로40길 21,사립,사인,미타유치원,09시00분~17시00분,2.0,1.0,2.0,0,,40.0,24.0,45.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 올림픽로4길 32,사립,사인,꿈밭유치원,09시00분~14시00분,,,1.0,1,,,,19.0,22,
남부교육지원청,영등포구,서울특별시 영등포구 도신로29길 28,사립,사인,성지유치원,08시00분~19시00분,2.0,1.0,1.0,0,,38.0,28.0,25.0,0,
남부교육지원청,금천구,서울특별시 금천구 금하로 816,사립,사인,운현유치원,07시50분~19시00분,2.0,2.0,2.0,0,,36.0,34.0,35.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 천중로 64,사립,법인,구강사금강유치원,09시00분~18시00분,2.0,2.0,2.0,0,,45.0,46.0,49.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 석촌호수로 103,사립,사인,잠실밀알유치원,09시00분~17시00분,3.0,1.0,1.0,0,,50.0,25.0,31.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 돌곶이로22길 21,공립,병설,서울석관초등학교병설유치원,07시00분~20시00분,1.0,1.0,2.0,0,1.0,11.0,19.0,31.0,0,4.0
서부교육지원청,마포구,서울특별시 마포구 성미산로 110,사립,법인,마포대진유치원,07시00분~20시00분,,7.0,7.0,0,,,130.0,143.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 화곡로13길 107,사립,사인,윤서유치원,09시00분~18시00분,2.0,2.0,3.0,0,,43.0,48.0,57.0,0,
북부교육지원청,노원구,서울특별시 노원구 공릉로 181,사립,사인,토마토유치원,09시00분~19시00분,,,2.0,0,,,,23.0,0,
북부교육지원청,노원구,서울특별시 노원구 마들로 31,사립,법인,한양유치원,09시00분~19시00분,1.0,2.0,2.0,0,,24.0,36.0,35.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 구천면로 310-11,공립,병설,서울천호초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,5.0,15.0,18.0,0,4.0
남부교육지원청,영등포구,서울특별시 영등포구 여의대방로35길 14,공립,병설,서울대방초등학교병설유치원,07시00분~19시00분,,,2.0,0,,,,26.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 광평로47길 17,사립,사인,반디유치원,09시00분~17시00분,2.0,1.0,1.0,0,,37.0,24.0,25.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 효령로 110,사립,사인,새성민유치원,09시00분~18시00분,1.0,1.0,1.0,0,,17.0,16.0,20.0,0,
강남서초교육지원청,서초구,서울특별시 서초구 서초대로15길 57,사립,사인,새순유치원,08시30분~18시00분,2.0,1.0,1.0,0,,18.0,8.0,26.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 덕릉로60길 93,공립,병설,서울신창초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,2.0,5.0,12.0,0,5.0
서부교육지원청,서대문구,서울특별시 서대문구 명지2길 37,사립,법인,명지전문대학부속명지유치원,08시00분~18시00분,,,2.0,4,,,,56.0,87,
성동광진교육지원청,광진구,서울특별시 광진구 워커힐로 32,공립,병설,서울양진초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,13.0,22.0,23.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 송파대로26길 22,공립,병설,서울평화초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,6.0,8.0,19.0,0,
서부교육지원청,은평구,서울특별시 은평구 진관2로 37,사립,사인,숲유치원,09시00분~17시30분,3.0,4.0,3.0,0,,57.0,85.0,59.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 노해로 201-1,사립,사인,예그린유치원,09시00분~19시30분,2.0,2.0,2.0,0,,21.0,39.0,53.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 흑석로 47,사립,법인,중앙대부속유치원,09시00분~17시00분,2.0,2.0,2.0,0,,40.0,48.0,53.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로230길 63,사립,사인,꿈터유치원,07시00분~20시00분,2.0,2.0,1.0,0,,36.0,36.0,38.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 통일로34길 66,사립,사인,현대경복유치원,08시00분~20시00분,1.0,2.0,2.0,0,,25.0,50.0,49.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 통일로40길 18,사립,법인,홍제성당유치원,09시00분~18시00분,1.0,1.0,1.0,0,,24.0,25.0,26.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 공항대로58가길 39,사립,사인,미도유치원,07시00분~19시00분,1.0,2.0,1.0,0,,25.0,31.0,31.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동로 212,사립,사인,빛나유치원,07시00분~20시00분,2.0,2.0,2.0,0,,31.0,37.0,38.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 신정로 292,공립,병설,서울신기초등학교병설유치원,07시00분~20시00분,1.0,2.0,1.0,0,1.0,8.0,25.0,20.0,0,2.0
동부교육지원청,동대문구,서울특별시 동대문구 사가정로 148,사립,사인,새소리유치원,09시00분~18시30분,2.0,3.0,3.0,0,,58.0,76.0,73.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 신내로 151,사립,사인,새아랑유치원,07시30분~19시30분,3.0,3.0,3.0,0,,57.0,76.0,68.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 동일로140길 15,사립,사인,서안유치원,07시00분~19시00분,1.0,1.0,1.0,0,,9.0,17.0,18.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 전농로3길 23,공립,병설,서울답십리초등학교병설유치원,07시30분~19시30분,2.0,1.0,1.0,0,,20.0,20.0,22.0,0,
북부교육지원청,노원구,서울특별시 노원구 한글비석로 145,사립,사인,한성유치원,07시00분~22시00분,2.0,4.0,3.0,0,,72.0,85.0,76.0,0,
서부교육지원청,마포구,서울특별시 마포구 백범로37길 12,사립,사인,돌샘유치원,09시00분~17시00분,2.0,2.0,2.0,0,,52.0,64.0,61.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 천호대로187길 53-18,사립,사인,그리새유치원,08시00분~18시30분,,1.0,2.0,0,,,26.0,42.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 양산로2길 38,사립,사인,아주유치원,09시00분~18시00분,2.0,1.0,1.0,0,,43.0,30.0,27.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 은천로 93,사립,사인,해슬아유치원,09시00분~19시00분,1.0,2.0,3.0,0,,14.0,34.0,68.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 한천로6길 21,공립,병설,서울군자초등학교병설유치원,07시00분~20시00분,2.0,2.0,2.0,0,,21.0,24.0,32.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 성수일로 34,공립,단설,서울경동유치원,07시00분~20시00분,2.0,2.0,2.0,0,1.0,23.0,34.0,44.0,0,7.0
동부교육지원청,동대문구,서울특별시 동대문구 회기로25길 67,사립,사인,동안유치원,07시40분~18시30분,2.0,1.0,2.0,0,,32.0,24.0,39.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 공릉로 65,사립,사인,미림유치원,07시30분~20시00분,1.0,1.0,1.0,0,,7.0,14.0,18.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 전농로23길 47,사립,법인,빛나유치원,09시00분~22시00분,1.0,,,1,,9.0,,,17,
서부교육지원청,서대문구,서울특별시 서대문구 거북골로16길 36,사립,사인,세종유치원,08시00분~18시30분,2.0,2.0,2.0,0,,44.0,49.0,60.0,0,
서부교육지원청,서대문구,서울특별시 서대문구 이화여대8길 28,사립,사인,신현유치원,07시30분~19시30분,,1.0,1.0,0,,,7.0,15.0,0,
성북강북교육지원청,강북구,서울특별시 강북구 솔샘로 195,공립,병설,서울미양초등학교병설유치원,07시30분~19시30분,1.0,2.0,2.0,0,1.0,13.0,21.0,29.0,0,4.0
북부교육지원청,노원구,서울특별시 노원구 화랑로51나길 31,공립,병설,서울태랑초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,1.0,5.0,8.0,21.0,0,3.0
성북강북교육지원청,강북구,서울특별시 강북구 도봉로97길 45,사립,사인,새시대유치원,07시30분~19시30분,,,1.0,1,,,,16.0,23,
강서양천교육지원청,강서구,서울특별시 강서구 허준로 234,사립,사인,해리유치원,08시00분~18시30분,2.0,2.0,2.0,0,,48.0,50.0,50.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 국제금융로 118,사립,법인,침례유치원,09시00분~19시00분,2.0,2.0,2.0,0,,43.0,45.0,45.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 양평로24길 9,사립,사인,한신혜원유치원,08시00분~18시30분,2.0,2.0,2.0,0,,46.0,29.0,29.0,0,
동부교육지원청,동대문구,서울특별시 동대문구 경희대로 26,사립,법인,경희유치원,09시00분~18시00분,2.0,2.0,2.0,0,,44.0,54.0,55.0,0,
북부교육지원청,노원구,서울특별시 노원구 공릉로58길 36,공립,병설,서울연촌초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,9.0,6.0,17.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로215길 48,사립,사인,성희유치원,07시30분~19시30분,1.0,2.0,2.0,0,,25.0,30.0,42.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 덕릉로 272,사립,사인,신창유치원,07시30분~19시30분,,,,1,,,,,1,
북부교육지원청,노원구,서울특별시 노원구 섬밭로 265,사립,사인,연세유치원,07시00분~20시00분,2.0,2.0,2.0,0,,32.0,29.0,37.0,0,
북부교육지원청,노원구,서울특별시 노원구 동일로216길 47,사립,사인,영산유치원,09시00분~18시00분,1.0,1.0,1.0,0,,12.0,17.0,13.0,0,
서부교육지원청,마포구,서울특별시 마포구 만리재옛길 13,공립,병설,서울공덕초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,9.0,11.0,16.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 개포로109길 5,사립,사인,이화유치원,09시00분~18시00분,1.0,1.0,1.0,0,,7.0,12.0,17.0,0,
강동송파교육지원청,강동구,서울특별시 강동구 구천면로 236-1,사립,법인,천호유치원,08시30분~17시40분,4.0,4.0,2.0,0,,62.0,70.0,60.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 오금로35길 17,사립,사인,의명유치원,09시00분~18시00분,2.0,2.0,2.0,0,,50.0,50.0,49.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 흑석로13길 3,사립,법인,명수유치원,09시00분~18시00분,1.0,1.0,2.0,0,,22.0,28.0,43.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 봉천로29길 47,사립,사인,배꽃유치원,08시00분~19시00분,2.0,2.0,2.0,0,,39.0,42.0,46.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 성현로 80,사립,사인,새소슬유치원,07시30분~19시30분,1.0,2.0,2.0,0,,19.0,49.0,46.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 남현2길 90,사립,사인,새싹유치원,07시00분~19시00분,1.0,1.0,1.0,0,,22.0,25.0,28.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 봉천로 505,공립,병설,서울원당초등학교병설유치원,07시00분~19시00분,1.0,1.0,2.0,0,1.0,11.0,7.0,19.0,0,2.0
성북강북교육지원청,성북구,서울특별시 성북구 장월로1가길 9,사립,법인,동덕여자대학교부속유치원,09시30분~17시30분,,,2.0,3,,,,53.0,83,
성동광진교육지원청,성동구,서울특별시 성동구 금호산2길 35,사립,법인,금호유치원,08시00분~18시00분,1.0,,,1,,4.0,,,17,
남부교육지원청,구로구,서울특별시 구로구 신도림로 87,사립,사인,동아유치원,08시00분~18시00분,2.0,2.0,2.0,0,,27.0,38.0,42.0,0,
동부교육지원청,중랑구,서울특별시 중랑구 상봉중앙로1가길 13,사립,사인,진달래유치원,08시00분~18시00분,2.0,2.0,1.0,0,,28.0,33.0,24.0,0,
남부교육지원청,영등포구,서울특별시 영등포구 신길로38길 21,사립,사인,신길에덴유치원,07시00분~19시00분,1.0,1.0,1.0,0,,12.0,17.0,12.0,0,
남부교육지원청,구로구,서울특별시 구로구 구일로2길 45,사립,사인,신도유치원,08시00분~18시30분,1.0,1.0,1.0,0,,26.0,27.0,27.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 구암길 46,사립,사인,소슬유치원,07시30분~19시30분,,,2.0,0,,,,42.0,0,
동작관악교육지원청,동작구,서울특별시 동작구 사당로2다길 95,사립,법인,송림유치원,07시00분~19시00분,,2.0,1.0,0,,,42.0,21.0,0,
북부교육지원청,도봉구,서울특별시 도봉구 마들로 684-9,사립,사인,나래유치원,07시30분~19시30분,1.0,1.0,1.0,0,,14.0,12.0,22.0,0,
북부교육지원청,노원구,서울특별시 노원구 한글비석로 566,공립,병설,서울동일초등학교병설유치원,07시20분~19시20분,1.0,1.0,1.0,0,,8.0,18.0,20.0,0,
북부교육지원청,노원구,서울특별시 노원구 공릉로59길 28,사립,사인,미성유치원,09시00분~19시00분,1.0,1.0,,0,,16.0,30.0,,0,
북부교육지원청,도봉구,서울특별시 도봉구 도봉산3길 21,사립,사인,지현유치원,09시00분~20시00분,1.0,,,1,,11.0,,,22,
북부교육지원청,노원구,서울특별시 노원구 한글비석로 506,사립,법인,청원유치원,09시00분~19시00분,,2.0,2.0,0,,,46.0,44.0,0,
서부교육지원청,마포구,서울특별시 마포구 도화4길 62,사립,사인,삼성그린유치원,09시00분~19시00분,2.0,2.0,2.0,0,,52.0,53.0,45.0,0,
서부교육지원청,은평구,서울특별시 은평구 불광로 107,사립,사인,새보람유치원,07시00분~20시00분,,,,1,,,,,10,
성동광진교육지원청,광진구,서울특별시 광진구 동일로 256-1,사립,사인,선양유치원,08시00분~20시00분,2.0,2.0,3.0,0,,41.0,46.0,73.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 독서당로 191,사립,사인,옥수예일유치원,09시20분~18시00분,2.0,2.0,2.0,0,,48.0,41.0,43.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 살곶이길 50,사립,사인,조은유치원,08시30분~18시00분,1.0,2.0,1.0,0,,13.0,25.0,23.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 언주로65길 5,사립,사인,청운교회부설유치원,09시00분~18시30분,1.0,1.0,3.0,0,,16.0,14.0,56.0,0,
북부교육지원청,노원구,서울특별시 노원구 수락산로 237,공립,병설,서울상경초등학교병설유치원,07시00분~20시00분,,,1.0,2,,,,14.0,20,
남부교육지원청,영등포구,서울특별시 영등포구 시흥대로173길 14,공립,병설,서울영림초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,6.0,10.0,21.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 삼성로4길 20,공립,단설,서울개포유치원,07시00분~20시00분,3.0,3.0,3.0,0,2.0,38.0,43.0,42.0,0,8.0
강남서초교육지원청,강남구,서울특별시 강남구 역삼로98길 16,공립,병설,서울대현초등학교병설유치원,07시30분~19시30분,,,1.0,1,1.0,,,14.0,5,4.0
강남서초교육지원청,서초구,서울특별시 서초구 방배중앙로13길 26,공립,병설,서울방배초등학교병설유치원,07시00분~20시00분,1.0,1.0,1.0,0,,15.0,20.0,22.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 언주로121길 5,사립,사인,성결유치원,08시30분~18시00분,,,1.0,1,,,,15.0,18,
강남서초교육지원청,강남구,서울특별시 강남구 압구정로77길 28,사립,법인,성요셉유치원,09시00분~18시00분,2.0,2.0,2.0,0,,28.0,32.0,45.0,0,
강남서초교육지원청,강남구,서울특별시 강남구 광평로56길 11,사립,사인,소망유치원,09시00분~17시00분,1.0,,,1,,7.0,,,8,
강서양천교육지원청,양천구,서울특별시 양천구 목동로3길 57,사립,사인,경성유치원,09시00분~18시00분,2.0,2.0,2.0,0,,39.0,27.0,50.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동중앙북로8길 46,사립,사인,등촌유치원,09시00분~18시00분,1.0,1.0,1.0,0,,12.0,13.0,18.0,0,
중부교육지원청,용산구,서울특별시 용산구 서빙고로51길 14,공립,병설,서울서빙고초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,13.0,13.0,19.0,0,4.0
성동광진교육지원청,성동구,서울특별시 성동구 마장로 161,공립,병설,서울숭신초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,15.0,20.0,23.0,0,4.0
중부교육지원청,용산구,서울특별시 용산구 보광로24길 9-4,사립,사인,성심유치원,10시00분~19시00분,1.0,,,1,,5.0,,,14,
중부교육지원청,종로구,서울특별시 종로구 자하문로 310,사립,법인,세검정유치원,09시00분~18시30분,1.0,1.0,1.0,0,,22.0,20.0,28.0,0,
중부교육지원청,중구,서울특별시 중구 다산로 32,사립,사인,수암유치원,07시00분~20시00분,2.0,3.0,2.0,0,,32.0,43.0,25.0,0,
중부교육지원청,종로구,서울특별시 종로구 창경궁로 296,사립,법인,혜화유치원,08시50분~16시50분,,,,5,,,,,89,
성북강북교육지원청,성북구,서울특별시 성북구 종암로5길 14,공립,병설,서울숭례초등학교병설유치원,07시00분~19시00분,2.0,2.0,2.0,0,1.0,16.0,22.0,32.0,0,4.0
북부교육지원청,도봉구,서울특별시 도봉구 도당로6길 14-11,사립,사인,자연아이유치원,09시00분~17시00분,2.0,2.0,2.0,1,,29.0,36.0,46.0,23,
강동송파교육지원청,강동구,서울특별시 강동구 양재대로 1706,사립,사인,고덕한울유치원,08시00분~17시30분,,1.0,2.0,0,,,23.0,40.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 참숯5길 12,사립,사인,영그린유치원,08시00분~20시00분,1.0,1.0,1.0,0,,12.0,26.0,23.0,0,
강서양천교육지원청,양천구,서울특별시 양천구 목동서로 280,사립,사인,꿈나무유치원,08시00분~18시30분,2.0,3.0,2.0,0,,46.0,78.0,56.0,0,
북부교육지원청,노원구,서울특별시 노원구 공릉로42길 13-1,사립,법인,노원 삼육유치원,07시00분~20시00분,1.0,1.0,1.0,0,,14.0,16.0,13.0,0,
성동광진교육지원청,광진구,서울특별시 광진구 아차산로65길 65,사립,법인,샬롬유치원,09시00분~19시00분,1.0,1.0,1.0,0,,3.0,10.0,21.0,0,
성동광진교육지원청,성동구,서울특별시 성동구 사근동11길 16,공립,병설,서울사근초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,1.0,6.0,3.0,1.0,0,4.0
성동광진교육지원청,성동구,서울특별시 성동구 한림말길 43,공립,병설,서울옥정초등학교병설유치원,07시30분~19시30분,1.0,1.0,1.0,0,,11.0,14.0,19.0,0,
성북강북교육지원청,성북구,서울특별시 성북구 성북로4길 52,사립,사인,천사유치원,07시30분~19시30분,,,1.0,1,,,,4.0,4,
성동광진교육지원청,성동구,서울특별시 성동구 성덕정길 23,사립,법인,로사유치원,09시00분~17시00분,1.0,1.0,1.0,0,,17.0,25.0,23.0,0,
강동송파교육지원청,송파구,서울특별시 송파구 위례성대로 28,사립,사인,수정유치원,09시00분~17시00분,1.0,2.0,1.0,0,,20.0,37.0,27.0,0,
남부교육지원청,구로구,서울특별시 구로구 신도림로 26,공립,병설,서울신미림초등학교병설유치원,07시00분~19시00분,1.0,1.0,1.0,0,,16.0,19.0,24.0,0,
동작관악교육지원청,관악구,서울특별시 관악구 대학7길 52,공립,병설,서울삼성초등학교병설유치원,07시30분~19시30분,2.0,2.0,2.0,0,,13.0,25.0,22.0,0,
강서양천교육지원청,강서구,서울특별시 강서구 강서로47길 126,사립,사인,예일유치원,08시00분~18시30분,5.0,4.0,4.0,0,,106.0,110.0,115.0,0,
