아파트명,주소,가격,면적,층수
효자,종로구 통인동 5-1,"      32,000",61.49,3층
광화문스페이스본(101동~105동),종로구 사직동 9,"     177,700",151.81,8층
신문로맨션,종로구 신문로1가 238,"      78,000",91.53,9층
대성스카이렉스,종로구 견지동 110,"      80,000",116.03,14층
현대뜨레비앙,종로구 익선동 55,"      31,700",46.64,5층
현대뜨레비앙,종로구 익선동 55,"      26,100",36.08,8층
현대뜨레비앙,종로구 익선동 55,"      29,000",43.98,7층
현대뜨레비앙,종로구 익선동 55,"      30,000",45.5,8층
아남1,종로구 명륜2가 4,"     120,000",84.9,11층
아남1,종로구 명륜2가 4,"     123,000",84.9,13층
창신쌍용2,종로구 창신동 703,"      77,500",79.87,12층
창신이수,종로구 창신동 23-816,"      84,800",84.5,5층
창신쌍용2,종로구 창신동 703,"      62,900",54.7,2층
두산,종로구 창신동 232,"      79,500",59.95,2층
창신쌍용2,종로구 창신동 703,"      68,800",64.66,12층
창신쌍용2,종로구 창신동 703,"      64,900",54.7,11층
창신쌍용2,종로구 창신동 703,"      61,000",54.7,2층
종로청계힐스테이트,종로구 숭인동 766,"     110,000",114.7153,5층
버넷하임1,종로구 숭인동 1421,"      12,000",17.96,14층
숭인모범102동,종로구 숭인동 569-5,"      36,000",59.74,6층
경희궁자이(3단지),종로구 평동 233,"     240,000",116.938,7층
경희궁자이(3단지),종로구 평동 233,"     157,000",59.855,14층
경희궁자이(3단지),종로구 평동 233,"     197,000",84.836,16층
경희궁자이(3단지),종로구 평동 233,"     160,000",59.471,5층
경희궁자이(2단지),종로구 홍파동 199,"     185,000",84.614,8층
대성아파트,종로구 행촌동 41-1,"      18,000",30.28,1층
대성아파트,종로구 행촌동 41-1,"      21,500",30.28,3층
삼성,종로구 평창동 596,"      74,500",84.93,12층
롯데캐슬로잔,종로구 평창동 108,"     210,000",238.858,5층
벽산블루밍평창힐스,종로구 평창동 45,"     155,000",210.53,4층
인왕산아이파크,종로구 무악동 60,"     142,000",84.858,11층
현대,종로구 무악동 82,"     126,990",84.92,14층
인왕산아이파크,종로구 무악동 60,"     115,000",59.993,6층
인왕산아이파크,종로구 무악동 60,"     129,000",84.858,1층
남산트라팰리스,중구 남대문로5가 827,"     188,000",142.23,26층
