아파트명,주소,가격,면적,층수
두레엘리시안,종로구 필운동 174-1,"      90,000",84.74,2층
광화문스페이스본(101동~105동),종로구 사직동 9,"     179,000",151.81,11층
디팰리스,종로구 신문로2가 171,"     280,000",118.749,16층
포레스트힐시티,종로구 효제동 65-2,"      16,000",18.505,12층
창신쌍용1,종로구 창신동 702,"      70,000",79.87,10층
창신쌍용1,종로구 창신동 702,"      69,000",79.87,11층
종로청계힐스테이트,종로구 숭인동 766,"      98,500",84.9478,9층
종로중흥S클래스,종로구 숭인동 202-3,"      10,500",17.811,11층
종로유케이201,종로구 숭인동 201-11,"      10,400",12.09,9층
도시그린빌라,종로구 숭인동 181-121,"      23,900",44.4,6층
종로유케이201,종로구 숭인동 201-11,"      10,000",12.08,12층
삼전솔하임2차,종로구 숭인동 296-19,"      10,800",16.67,9층
경희궁자이(3단지),종로구 평동 233,"     148,000",59.7547,4층
경희궁자이(2단지),종로구 홍파동 199,"     194,000",84.8359,8층
경희궁자이(4단지),종로구 교북동 126,"     102,000",45.879,16층
경희궁자이(4단지),종로구 교북동 126,"     102,000",45.879,16층
롯데낙천대,종로구 평창동 72,"     118,000",110.53,4층
엘리시아,종로구 평창동 66-1,"     114,000",236.07,2층
경희궁롯데캐슬,종로구 무악동 89,"     150,000",84.8792,14층
경희궁롯데캐슬,종로구 무악동 89,"     128,000",59.6737,9층
남산롯데캐슬아이리스,중구 회현동1가 208,"     237,000",176.42,28층
충무로헤센스마트,중구 충무로5가 90,"      24,500",21.04,2층
세운푸르지오헤리시티,중구 인현동2가 240,"      35,000",24.5533,16층
인현상가/신성아파트,중구 인현동2가 192-30,"      34,000",52.1,6층
남산정은스카이,중구 신당동 366-126,"      90,000",143.049,7층
신당KCC스위첸,중구 신당동 856,"     104,000",72.9906,8층
약수하이츠,중구 신당동 842,"     128,000",84.88,14층
청구e편한세상,중구 신당동 852,"     150,000",84.96,13층
신당아르브,중구 신당동 160-5,"      16,000",18.08,7층
현대,중구 신당동 840,"      84,000",66.6,12층
약수하이츠,중구 신당동 842,"     119,000",84.88,14층
