아파트명,주소,가격,면적,층수
청호그린빌,종로구 누상동 40,"      19,000",29.76,4층
포레스트힐시티,종로구 효제동 65-2,"      16,000",16.672,5층
포레스트힐시티,종로구 효제동 65-2,"      20,000",20.3861,5층
이화에수풀,종로구 연건동 195-10,"      20,200",16.98,10층
종로청계힐스테이트,종로구 숭인동 766,"      73,000",59.9426,18층
익성씨티하임,종로구 숭인동 1392,"      13,000",15.76,14층
현대,종로구 무악동 82,"      75,000",60,13층
진양상가,중구 충무로4가 120-3,"      56,000",72.6,5층
현대,중구 신당동 840,"      96,000",139.275,7층
한진해모로,중구 신당동 845,"      87,000",59.76,6층
DUO302,중구 황학동 819,"      15,000",15.97,13층
롯데캐슬,중구 황학동 2545,"      63,000",84.89,22층
롯데캐슬,중구 황학동 2545,"      93,000",84.92,33층
롯데캐슬,중구 황학동 2545,"      63,000",59.91,13층
롯데캐슬,중구 황학동 2545,"      85,000",84.97,22층
DUO302,중구 황학동 819,"      15,200",15.97,5층
순화동더샵,중구 순화동 151,"     110,000",84.99,10층
서울역센트럴자이,중구 만리동2가 176-1,"     145,000",59.9707,9층
후암미주,용산구 후암동 423-1,"     105,000",62.78,5층
한강타운,용산구 산천동 204,"      90,000",59.69,12층
강변삼성스위트,용산구 원효로4가 178,"     130,000",59.94,15층
CJ나인파크,용산구 문배동 24-6,"     134,000",97.24,4층
용산파크자이,용산구 한강로1가 50-1,"     156,000",123.12,8층
래미안용산더센트럴,용산구 한강로2가 422,"     350,000",135.27,37층
동부센트레빌,용산구 이촌동 418,"     210,000",100.92,19층
강촌,용산구 이촌동 402,"     215,000",114.595,15층
장미1,용산구 한남동 732-19,"     169,000",66.28,4층
리버빌(삼성),용산구 보광동 151,"     100,000",59.7,4층
벽산,성동구 하왕십리동 258,"      93,000",114.46,4층
벽산,성동구 하왕십리동 258,"      93,000",114.46,4층
텐즈힐(1단지),성동구 하왕십리동 1066,"     123,000",84.96,11층
텐즈힐(1단지),성동구 하왕십리동 1066,"     123,000",84.96,11층
텐즈힐(1단지),성동구 하왕십리동 1066,"     123,000",84.96,9층
왕십리풍림아이원,성동구 하왕십리동 1061,"      80,000",59.936,14층
센트라스,성동구 하왕십리동 1070,"     194,000",115.99,17층
텐즈힐(1단지),성동구 하왕십리동 1066,"     128,000",84.88,14층
서울숲 한신 더 휴,성동구 행당동 349,"     110,000",84.95,22층
행당한진타운,성동구 행당동 346,"      80,000",59.96,15층
대림e-편한세상,성동구 행당동 347,"      85,000",59.96,11층
신동아,성동구 행당동 344,"      78,500",59.97,9층
서울숲행당푸르지오,성동구 행당동 376,"     100,000",59.68,8층
서울숲리버뷰자이,성동구 행당동 380,"     117,000",59.97,6층
서울숲리버뷰자이,성동구 행당동 380,"     144,000",84.95,3층
행당한진타운,성동구 행당동 346,"      90,000",59.96,24층
신동아,성동구 행당동 344,"      75,000",59.97,4층
대림강변타운,성동구 응봉동 15,"      64,700",59.76,3층
이편한세상금호파크힐스,성동구 금호동1가 280,"     120,000",59.983,10층
래미안하이리버,성동구 금호동2가 1217,"     132,000",84.98,11층
신금호파크자이,성동구 금호동2가 1,"     113,500",59.98,12층
상기,성동구 금호동2가 500-7,"      40,000",46.28,3층
서울숲2차푸르지오,성동구 금호동4가 235,"     130,000",59.907,6층
동인샤인빌,성동구 옥수동 12,"      68,000",57.16,3층
옥수하이츠,성동구 옥수동 100,"     163,000",84.86,12층
옥수삼성,성동구 옥수동 250,"     112,500",84.822,2층
극동,성동구 옥수동 428,"     180,000",148.23,12층
트리마제,성동구 성수동1가 718,"     110,000",25.3284,19층
에스케이,광진구 중곡동 292,"      50,000",58.43,14층
에스케이,광진구 중곡동 292,"      50,000",58.43,10층
e편한세상광진그랜드파크,광진구 구의동 680,"     140,000",84.9839,20층
현대프라임,광진구 구의동 631-1,"      88,000",59.82,5층
현대프라임,광진구 구의동 631-1,"      89,000",59.82,15층
흥화빌라트,광진구 광장동 188-27,"     155,000",202.1,1층
광나루현대,광진구 광장동 567,"      92,000",84.92,14층
청구,광진구 광장동 566,"      84,300",59.95,18층
자양9차현대홈타운,광진구 자양동 790,"     110,000",82.56,5층
자양8차현대홈타운,광진구 자양동 789,"     135,000",108.43,19층
구의현대홈시티,광진구 자양동 779-8,"     138,000",114,15층
더샵스타시티,광진구 자양동 227-7,"     145,000",100.32,43층
더샵스타시티,광진구 자양동 227-7,"     181,717",139.6,44층
씨즈건대힐스,광진구 화양동 530,"      17,000",14.23,4층
더메종건대,광진구 화양동 23-5,"      25,600",17.78,8층
더메종건대,광진구 화양동 23-5,"      22,950",16.21,9층
더메종건대,광진구 화양동 23-5,"      21,000",14.63,9층
더메종건대,광진구 화양동 23-5,"      20,800",14.63,9층
더메종건대,광진구 화양동 23-5,"      25,650",17.78,9층
더메종건대,광진구 화양동 23-5,"      26,500",18.19,10층
더메종건대,광진구 화양동 23-5,"      20,850",14.63,10층
더메종건대,광진구 화양동 23-5,"      25,750",17.78,10층
더메종건대,광진구 화양동 23-5,"      25,750",17.78,10층
더메종건대,광진구 화양동 23-5,"      21,050",14.63,11층
더메종건대,광진구 화양동 23-5,"      20,850",14.63,11층
더메종건대,광진구 화양동 23-5,"      25,750",17.78,11층
더메종건대,광진구 화양동 23-5,"      25,750",17.78,11층
더메종건대,광진구 화양동 23-5,"      20,950",14.63,12층
더메종건대,광진구 화양동 23-5,"      20,950",14.63,12층
더메종건대,광진구 화양동 23-5,"      25,850",17.78,12층
더메종건대,광진구 화양동 23-5,"      22,600",17.78,4층
