아파트명,주소,가격,면적,층수
이화에수풀,종로구 연건동 195-10,"      16,000",16.98,13층
익성씨티하임,종로구 숭인동 1392,"      11,200",15.42,11층
익성씨티하임,종로구 숭인동 1392,"      11,400",15.42,11층
익성씨티하임,종로구 숭인동 1392,"      11,200",15.42,11층
익성씨티하임,종로구 숭인동 1392,"      11,400",15.42,11층
삼전솔하임2차,종로구 숭인동 296-19,"      13,000",16.67,7층
종로유케이201,종로구 숭인동 201-11,"       9,700",12.01,10층
삼전솔하임2차,종로구 숭인동 296-19,"      12,500",15,10층
삼전솔하임2차,종로구 숭인동 296-19,"      12,500",15,10층
삼전솔하임4차,종로구 숭인동 318-2,"      12,500",15.09,10층
삼전솔하임4차,종로구 숭인동 318-2,"      12,510",15.09,16층
경희궁자이(3단지),종로구 평동 233,"     189,000",84.614,7층
롯데낙천대,종로구 평창동 72,"     107,000",91.06,4층
엘리시아,종로구 평창동 66-1,"     106,076",236.07,2층
엘리시아,종로구 평창동 66-1,"      94,331",213.07,3층
갑을아파트,종로구 평창동 595,"      18,500",30.46,11층
경희궁롯데캐슬,종로구 무악동 89,"     110,000",59.6737,2층
이지-빌,중구 회현동1가 100-12,"      43,000",55.9,2층
삼풍,중구 회현동1가 146-1,"      44,000",69.13,9층
삼풍,중구 회현동1가 146-1,"      44,000",69.13,9층
인현상가/신성아파트,중구 인현동2가 192-30,"      25,000",41.62,8층
청구e편한세상,중구 신당동 852,"     182,500",118.47,4층
신당아르브,중구 신당동 160-5,"      16,000",18.08,6층
청구e편한세상,중구 신당동 852,"     142,000",84.95,1층
남산타운,중구 신당동 844,"     159,000",84.88,15층
남산타운,중구 신당동 844,"     123,000",84.88,5층
다다아파트,중구 신당동 432-1982,"      23,250",59.97,1층
우일타운,중구 흥인동 3-4,"      78,000",114.57,13층
한양I-Class,중구 황학동 787,"      13,430",16.37,17층
골드캐슬Ⅲ,중구 황학동 1743,"      30,000",32.75,7층
DUO302,중구 황학동 819,"      15,500",15.97,9층
후암미주,용산구 후암동 423-1,"     110,000",62.28,6층
세양청마루,용산구 효창동 268,"      99,000",84.18,15층
도원,용산구 도원동 3-7,"      12,000",34.8,1층
용산큐브,용산구 문배동 24-4,"      19,000",13.01,14층
용산아이피아대주피오레,용산구 한강로2가 2-185,"      94,900",84.6,13층
원효전자상가,용산구 한강로3가 16-20,"      80,000",55.77,2층
용산시티파크(1단지),용산구 한강로3가 63-389,"     245,000",114.17,19층
한가람,용산구 이촌동 404,"     177,000",59.88,17층
삼익,용산구 이촌동 300-301,"     177,200",104.86,3층
청화1,용산구 이태원동 22-2,"     250,000",142.71,11층
청화1,용산구 이태원동 22-2,"     200,000",104.69,8층
준아트빌,용산구 이태원동 124-1,"     290,000",227.84,10층
왕십리KCC스위첸,성동구 하왕십리동 1002,"     125,000",84.897,5층
왕십리KCC스위첸,성동구 하왕십리동 1002,"     104,000",68.733,12층
신성미소지움,성동구 마장동 822,"      95,000",84.99,9층
세림,성동구 마장동 784,"      81,000",40.86,4층
행당브라운스톤,성동구 행당동 364,"     101,500",59.27,7층
행당한진타운,성동구 행당동 346,"     103,000",59.96,15층
신금호두산위브,성동구 금호동1가 1818,"     109,000",84.33,7층
이편한세상금호파크힐스,성동구 금호동1가 280,"     140,000",59.983,11층
래미안하이리버,성동구 금호동2가 1217,"      95,000",59.99,2층
두산,성동구 금호동3가 1331,"     132,000",84.99,13층
서울숲푸르지오,성동구 금호동4가 340,"     115,000",59.99,9층
옥수파크힐스117동~125동,성동구 옥수동 528-1,"     142,000",59.77,6층
강변동양,성동구 성수동1가 479-1,"     250,000",84.56,16층
아크로서울포레스트,성동구 성수동1가 685-700,"   1,300,000",264.546,47층
신성미소지움,성동구 성수동2가 833,"     150,000",84.01,8층
롯데캐슬파크,성동구 성수동2가 835,"     145,000",81.567,9층
광남캐스빌3차,광진구 중곡동 646-10,"      37,000",57.37,6층
성원,광진구 중곡동 681,"      53,000",59.82,23층
아차산한라아파트,광진구 구의동 662,"      72,000",74.19,6층
청구,광진구 광장동 566,"      99,000",59.95,21층
극동2,광진구 광장동 218-1,"     230,000",156.91,9층
워커힐,광진구 광장동 145-8,"     270,000",226.54,2층
이튼타워리버2차,광진구 자양동 507-6,"     130,000",84.73,22층
대원리버빌,광진구 자양동 587-6,"      80,700",78.8,2층
광진코지웰,광진구 화양동 113-1,"      17,000",18.63,11층
화양타워,광진구 화양동 110-37,"      74,000",105.04,11층
