주소,평균가격,평균면적,lat,lng
서울특별시 강남구 개포동 1164-14,50000.0,57.93,127.0532390,37.4733817
서울특별시 강남구 개포동 12,109269.56521739133,41.55572463768116,127.0752094,37.4941774
서울특별시 강남구 개포동 12-2,247500.0,134.3,127.0766243,37.4962963
서울특별시 강남구 개포동 1260-4,149000.0,137.82,127.0491317,37.4795554
서울특별시 강남구 개포동 1280,233472.41379310345,75.24743103448276,127.0644350,37.4811997
서울특별시 강남구 개포동 1282,209515.5844155844,70.93220779220779,127.0538871,37.4786400
서울특별시 강남구 개포동 138,244215.0,72.11393749999999,127.0673577,37.4841358
서울특별시 강남구 개포동 177,292500.0,124.36,127.0609603,37.4878856
서울특별시 강남구 개포동 179,191166.66666666663,79.61,127.0623917,37.4881753
서울특별시 강남구 개포동 185,222340.9090909091,70.93909090909091,127.0716669,37.4888519
서울특별시 강남구 개포동 187,223714.2857142857,72.03714285714285,127.0685158,37.4875974
서울특별시 강남구 개포동 189,246977.77777777775,64.14666666666666,127.0713671,37.4855215
서울특별시 강남구 개포동 649,263363.63636363635,124.25454545454544,127.0541788,37.4845189
서울특별시 강남구 개포동 651-1,232500.0,106.9767,127.0572569,37.4848288
서울특별시 강남구 개포동 652,302666.6666666667,133.21166666666667,127.0560194,37.4839751
서울특별시 강남구 개포동 653,217166.66666666663,95.40000000000002,127.0544302,37.4826743
서울특별시 강남구 개포동 654,275700.0,122.42600000000002,127.0512552,37.4824870
서울특별시 강남구 개포동 655-2,182000.0,77.75,127.0531012,37.4814625
서울특별시 강남구 개포동 658-1,212000.0,79.97,127.0568592,37.4762762
서울특별시 강남구 논현동 103,93375.0,66.15,127.0381504,37.5196344
서울특별시 강남구 논현동 105,212916.66666666663,96.13833333333334,127.0365959,37.5193579
서울특별시 강남구 논현동 105-4,142000.0,84.94,127.0371689,37.5207209
서울특별시 강남구 논현동 106,120200.0,45.52,127.0359218,37.5180750
서울특별시 강남구 논현동 107-44,115500.0,74.758,127.0373725,37.5178383
서울특별시 강남구 논현동 108-2,43750.0,33.875,127.0379561,37.5180522
서울특별시 강남구 논현동 180-6,90000.0,102.0,127.0280018,37.5075736
서울특별시 강남구 논현동 195-1,129000.0,84.9876,127.0287625,37.5068651
서울특별시 강남구 논현동 196,42250.0,36.305,127.0276540,37.5063732
서울특별시 강남구 논현동 205-2,102000.0,67.671,127.0304120,37.5068275
서울특별시 강남구 논현동 211-21,119807.0,43.392,127.0349855,37.5138447
서울특별시 강남구 논현동 212-13,127000.0,84.9943,127.0341580,37.5135248
서울특별시 강남구 논현동 216-1,90000.0,82.6,127.0323926,37.5121793
서울특별시 강남구 논현동 217-34,73000.0,74.6,127.0338215,37.5126042
서울특별시 강남구 논현동 22,121983.33333333331,59.44833333333333,127.0226915,37.5147190
서울특별시 강남구 논현동 221-7,21162.5,16.2,127.0335380,37.5097184
서울특별시 강남구 논현동 245,406666.6666666667,164.96333333333334,127.0381516,37.5147528
서울특별시 강남구 논현동 252-1,176000.0,110.778,127.0387894,37.5135520
서울특별시 강남구 논현동 267-23,161000.0,142.48,127.0423666,37.5123875
서울특별시 강남구 논현동 276-1,270333.3333333333,113.087,127.0389835,37.5095288
서울특별시 강남구 논현동 44-8,85000.0,80.4,127.0237466,37.5135569
서울특별시 강남구 논현동 58-2,36750.0,36.29,127.0289105,37.5138873
서울특별시 강남구 논현동 62-3,140000.0,85.12,127.0322414,37.5202967
서울특별시 강남구 대치동 1014-3,223444.44444444444,86.45259259259258,127.0584123,37.4963884
서울특별시 강남구 대치동 1016-2,160000.0,84.78,127.0601256,37.4975727
서울특별시 강남구 대치동 1025,295000.0,121.0894,127.0540251,37.4962191
서울특별시 강남구 대치동 1027,371068.9655172414,103.79827586206896,127.0580090,37.4942944
서울특별시 강남구 대치동 1029,290142.8571428572,84.70484285714285,127.0603540,37.4957688
서울특별시 강남구 대치동 1030,231733.3333333333,74.25796666666666,127.0641240,37.5015661
서울특별시 강남구 대치동 1031,170000.0,79.52,127.0608959,37.4973029
서울특별시 강남구 대치동 316,225959.45945945947,79.74963963963965,127.0653085,37.4974139
서울특별시 강남구 대치동 500,348150.0,115.59875,127.0572451,37.4908356
서울특별시 강남구 대치동 503,338642.8571428572,115.08357142857145,127.0598974,37.4911201
서울특별시 강남구 대치동 506,359785.71428571426,124.55,127.0625620,37.4921192
서울특별시 강남구 대치동 511,318188.0,115.6974,127.0673333,37.4933830
서울특별시 강남구 대치동 63,267250.0,110.44,127.0691028,37.5002340
서울특별시 강남구 대치동 65,267187.5,107.15875,127.0704548,37.4994723
서울특별시 강남구 대치동 66,288350.0,116.766,127.0711932,37.4980810
서울특별시 강남구 대치동 670,453105.2631578947,144.49578947368423,127.0557529,37.4927840
서울특별시 강남구 대치동 888,248470.58823529413,81.3835294117647,127.0545804,37.4950374
서울특별시 강남구 대치동 890-49,26000.0,28.34,127.0515755,37.5045003
서울특별시 강남구 대치동 891-23,32000.0,34.32666666666667,127.0535400,37.5050842
서울특별시 강남구 대치동 891-26,33928.57142857143,35.932857142857145,127.0537681,37.5046356
서울특별시 강남구 대치동 891-28,73000.0,59.96,127.0542241,37.5045468
서울특별시 강남구 대치동 891-6,54011.11111111111,42.22,127.0540217,37.5056902
서울특별시 강남구 대치동 902,318000.0,145.875,127.0570655,37.5039638
서울특별시 강남구 대치동 910-6,190000.0,137.4,127.0550151,37.5014002
서울특별시 강남구 대치동 914-8,102500.0,83.525,127.0580208,37.5017333
서울특별시 강남구 대치동 963,200000.0,55.86,127.0603030,37.5024407
서울특별시 강남구 대치동 974,206894.73684210525,81.03684210526316,127.0609864,37.5008352
서울특별시 강남구 대치동 985,273333.3333333333,110.39,127.0654620,37.5010467
서울특별시 강남구 대치동 988-4,185000.0,84.91,127.0611923,37.4999345
서울특별시 강남구 대치동 992,168000.0,84.27,127.0652700,37.4998971
서울특별시 강남구 도곡동 161,162666.66666666666,71.04333333333334,127.0463421,37.4886379
서울특별시 강남구 도곡동 164-6,364000.0,204.965,127.0476240,37.4879138
서울특별시 강남구 도곡동 202,650000.0,210.5,127.0438492,37.4878467
서울특별시 강남구 도곡동 462,212333.3333333333,79.89,127.0462890,37.4861743
서울특별시 강남구 도곡동 464,180666.66666666663,52.72333333333333,127.0489053,37.4868952
서울특별시 강남구 도곡동 465,334600.0,142.228,127.0494789,37.4854500
서울특별시 강남구 도곡동 467,414656.25,148.3484375,127.0544454,37.4882233
서울특별시 강남구 도곡동 467-17,387105.2631578947,152.77421052631578,127.0544975,37.4897089
서울특별시 강남구 도곡동 467-19,42925.0,33.585625,127.0513325,37.4873651
서울특별시 강남구 도곡동 467-24,236333.3333333333,150.73444444444442,127.0518892,37.4865208
서울특별시 강남구 도곡동 467-29,492600.0,174.09679999999997,127.0528363,37.4873383
서울특별시 강남구 도곡동 467-6,253941.17647058825,148.68335294117645,127.0510858,37.4881225
서울특별시 강남구 도곡동 467-7,176000.0,102.535,127.0521102,37.4886731
서울특별시 강남구 도곡동 527,261502.0408163265,88.35073673469388,127.0505624,37.4935294
서울특별시 강남구 도곡동 538-3,219437.5,65.78125,127.0505537,37.4950706
서울특별시 강남구 도곡동 543-7,248833.3333333333,130.259,127.0432234,37.4921279
서울특별시 강남구 도곡동 869,207822.22222222225,137.14333333333332,127.0421101,37.4909019
서울특별시 강남구 도곡동 895-8,176357.14285714287,77.23142857142857,127.0402373,37.4878586
서울특별시 강남구 도곡동 91-5,216666.66666666663,84.64047619047619,127.0506613,37.4897779
서울특별시 강남구 도곡동 933,188000.0,101.375,127.0381249,37.4879855
서울특별시 강남구 도곡동 934-10,181950.0,84.83,127.0371243,37.4882030
서울특별시 강남구 도곡동 949-2,190000.0,147.21,127.0329194,37.4877759
서울특별시 강남구 도곡동 952,26900.0,28.11,127.0335386,37.4864781
서울특별시 강남구 도곡동 953-1,73116.66666666667,56.29,127.0344138,37.4853103
서울특별시 강남구 도곡동 955,52000.0,48.48,127.0358373,37.4861454
서울특별시 강남구 도곡동 960,164000.0,84.93,127.0399019,37.4865525
서울특별시 강남구 도곡동 961,154720.0,84.96,127.0380243,37.4889673
서울특별시 강남구 도곡동 963,195972.22222222225,95.90166666666669,127.0400018,37.4904564
서울특별시 강남구 도곡동 964,158500.0,84.825,127.0393768,37.4888210
서울특별시 강남구 도곡동 965,36000.0,28.882000000000005,127.0389464,37.4859252
서울특별시 강남구 도곡동 966,149000.0,83.49,127.0487979,37.4891557
서울특별시 강남구 도곡동 967,161050.0,68.96,127.0408105,37.4888809
서울특별시 강남구 도곡동 970,310000.0,181.381,127.0378142,37.4898467
서울특별시 강남구 삼성동 102-2,185000.0,84.81,127.0647850,37.5168710
서울특별시 강남구 삼성동 103-22,224000.0,99.235,127.0639862,37.5171386
서울특별시 강남구 삼성동 104-10,201000.0,84.99,127.0628592,37.5162523
서울특별시 강남구 삼성동 106,280000.0,113.0,127.0617054,37.5155702
서울특별시 강남구 삼성동 107,151300.0,83.0,127.0604318,37.5148933
서울특별시 강남구 삼성동 11,293545.45454545453,119.78090909090908,127.0447625,37.5152753
서울특별시 강남구 삼성동 117,251500.0,153.51,127.0518548,37.5123258
서울특별시 강남구 삼성동 127-5,240000.0,153.53,127.0544004,37.5096071
서울특별시 강남구 삼성동 14-1,305833.3333333333,118.81833333333331,127.0462462,37.5159930
서울특별시 강남구 삼성동 142-16,72350.0,38.2471,127.0518003,37.5062937
서울특별시 강남구 삼성동 142-3,34014.28571428572,36.401428571428575,127.0509492,37.5061723
서울특별시 강남구 삼성동 142-7,33750.0,37.07333333333333,127.0508739,37.5065622
서울특별시 강남구 삼성동 144-14,142000.0,84.97,127.0554164,37.5080146
서울특별시 강남구 삼성동 146,293500.0,160.53,127.0546584,37.5130637
서울특별시 강남구 삼성동 16-2,213000.0,70.94523529411765,127.0484681,37.5163114
서울특별시 강남구 삼성동 17,180083.33333333334,74.435,127.0487000,37.5177728
서울특별시 강남구 삼성동 188,233000.0,64.96333333333332,127.0511563,37.5154044
서울특별시 강남구 삼성동 189,322428.5714285714,82.82285714285715,127.0500142,37.5174792
서울특별시 강남구 삼성동 2,168125.0,65.985,127.0427577,37.5170277
서울특별시 강남구 삼성동 29-11,46000.0,52.79,127.0458521,37.5133726
서울특별시 강남구 삼성동 3-1,160000.0,84.202,127.0441129,37.5174323
서울특별시 강남구 삼성동 33-22,168000.0,119.41,127.0440303,37.5128680
서울특별시 강남구 삼성동 37,38000.0,36.0,127.0439839,37.5109655
서울특별시 강남구 삼성동 4-6,150000.0,84.04,127.0455212,37.5173908
서울특별시 강남구 삼성동 43,298000.0,170.8,127.0478075,37.5131252
서울특별시 강남구 삼성동 45-5,90000.0,47.88,127.0496487,37.5126342
서울특별시 강남구 삼성동 48,167500.0,80.29,127.0498930,37.5139887
서울특별시 강남구 삼성동 50,235080.0,75.5857,127.0515094,37.5138666
서울특별시 강남구 삼성동 53-2,310800.0,145.714,127.0521442,37.5187247
서울특별시 강남구 삼성동 6,161000.0,68.17666666666666,127.0446974,37.5167884
서울특별시 강남구 삼성동 64-5,480000.0,211.6,127.0524506,37.5170402
서울특별시 강남구 삼성동 7-3,256800.0,102.306,127.0434525,37.5161514
서울특별시 강남구 삼성동 87,600625.0,162.35287499999998,127.0593575,37.5182931
서울특별시 강남구 삼성동 98-11,190000.0,97.671,127.0641548,37.5178603
서울특별시 강남구 삼성동 99,160000.0,92.09,127.0648796,37.5174418
서울특별시 강남구 삼성동 99-11,355000.0,243.81,127.0653518,37.5173745
서울특별시 강남구 삼성동 99-3,658500.0,241.83,127.0646879,37.5178516
서울특별시 강남구 세곡동 508,97500.0,59.97,127.1005151,37.4642284
서울특별시 강남구 세곡동 511,113750.0,84.97,127.1027667,37.4641688
서울특별시 강남구 세곡동 516,113000.0,84.96,127.1044236,37.4637795
서울특별시 강남구 세곡동 525,123528.57142857143,89.20714285714287,127.1012002,37.4602874
서울특별시 강남구 세곡동 533,131692.59259259258,78.90074074074074,127.0929712,37.4667787
서울특별시 강남구 세곡동 579,135625.0,82.31,127.1028738,37.4667936
서울특별시 강남구 수서동 708,123700.0,56.3242105263158,127.1009549,37.4891651
서울특별시 강남구 수서동 712,201031.25,138.30875,127.1035835,37.4894723
서울특별시 강남구 수서동 736,98359.3023255814,39.68255813953488,127.0984502,37.4870776
서울특별시 강남구 수서동 738,149250.0,84.46,127.0965246,37.4853282
서울특별시 강남구 수서동 746,94234.93150684932,39.93205479452055,127.0876398,37.4847393
서울특별시 강남구 수서동 747,167075.0,83.7145,127.0907043,37.4848991
서울특별시 강남구 수서동 795,155520.0,79.11466666666666,127.0908272,37.4810024
서울특별시 강남구 수서동 799,300833.3333333333,138.76626666666667,127.0950912,37.4813018
서울특별시 강남구 신사동 510-11,112700.0,130.61,127.0206947,37.5187768
서울특별시 강남구 신사동 523-4,55000.0,60.938,127.0206854,37.5210635
서울특별시 강남구 신사동 540-2,84000.0,73.375,127.0243757,37.5194851
서울특별시 강남구 신사동 550-20,64000.0,59.78,127.0238598,37.5237044
서울특별시 강남구 신사동 551-5,79250.0,67.965,127.0237942,37.5218476
서울특별시 강남구 신사동 569-1,160000.0,121.72,127.0263139,37.5237629
서울특별시 강남구 신사동 622,143333.33333333334,68.08,127.0319259,37.5262436
서울특별시 강남구 신사동 632,551250.0,198.53500000000005,127.0337253,37.5237801
서울특별시 강남구 신사동 634-14,163500.0,133.5,127.0343769,37.5260061
서울특별시 강남구 신사동 649-5,550000.0,242.16,127.0351854,37.5253246
서울특별시 강남구 신사동 658,162000.0,90.94,127.0372514,37.5269770
서울특별시 강남구 신사동 659,179000.0,97.08,127.0372396,37.5274678
서울특별시 강남구 압구정동 369-1,557857.1428571428,162.47857142857143,127.0279464,37.5330332
서울특별시 강남구 압구정동 397,334312.5,103.474375,127.0182742,37.5239530
서울특별시 강남구 압구정동 414,498333.3333333333,162.41333333333333,127.0201133,37.5253123
서울특별시 강남구 압구정동 426,373200.0,110.38,127.0244949,37.5262291
서울특별시 강남구 압구정동 433,577700.0,167.202,127.0244362,37.5275616
서울특별시 강남구 압구정동 434,512235.2941176471,148.7464705882353,127.0241258,37.5289335
서울특별시 강남구 압구정동 436,390000.0,108.15,127.0250922,37.5310976
서울특별시 강남구 압구정동 443,362600.0,82.5,127.0269778,37.5312653
서울특별시 강남구 압구정동 446,660000.0,181.81,127.0272761,37.5304720
서울특별시 강남구 압구정동 447,365000.0,84.96666666666667,127.0261549,37.5306302
서울특별시 강남구 압구정동 448,370000.0,106.89,127.0273545,37.5302376
서울특별시 강남구 압구정동 456,515200.0,153.96533333333335,127.0289236,37.5299406
서울특별시 강남구 압구정동 462,536500.0,117.91,127.0306759,37.5323837
서울특별시 강남구 압구정동 481,454666.6666666667,145.42222222222222,127.0354624,37.5312208
서울특별시 강남구 압구정동 484,371000.0,110.74,127.0360730,37.5297976
서울특별시 강남구 압구정동 486,482500.0,154.87,127.0368887,37.5309134
서울특별시 강남구 압구정동 489,427333.3333333333,124.54,127.0381892,37.5291612
서울특별시 강남구 압구정동 490,297625.0,73.2625,127.0388254,37.5303209
서울특별시 강남구 압구정동 493,535000.0,161.665,127.0405264,37.5298296
서울특별시 강남구 압구정동 513,365600.0,115.176,127.0421010,37.5289473
서울특별시 강남구 압구정동 528,318000.0,106.22,127.0440929,37.5291373
서울특별시 강남구 역삼동 606-18,27375.0,30.9,127.0338076,37.5064893
서울특별시 강남구 역삼동 607-17,50500.0,60.66,127.0345079,37.5046940
서울특별시 강남구 역삼동 681-26,39000.0,33.37,127.0413401,37.5091754
서울특별시 강남구 역삼동 681-46,142000.0,139.27,127.0421718,37.5091686
서울특별시 강남구 역삼동 706-11,21350.0,24.0,127.0437408,37.5022002
서울특별시 강남구 역삼동 706-20,40866.66666666666,42.73666666666667,127.0442572,37.5019590
서울특별시 강남구 역삼동 706-24,23666.666666666668,25.71333333333333,127.0439711,37.5017764
서울특별시 강남구 역삼동 707-18,54500.0,43.17,127.0458671,37.5026856
서울특별시 강남구 역삼동 708-31,58700.0,36.37,127.0483602,37.5031250
서울특별시 강남구 역삼동 709-5,275000.0,92.13833333333334,127.0467480,37.5023575
서울특별시 강남구 역삼동 710,350000.0,171.944,127.0449372,37.5014748
서울특별시 강남구 역삼동 711-3,268828.5714285714,94.52017142857144,127.0444983,37.5004477
서울특별시 강남구 역삼동 712-5,52500.0,19.685,127.0464859,37.5000062
서울특별시 강남구 역삼동 713-11,101675.0,39.88549999999999,127.0458108,37.4993252
서울특별시 강남구 역삼동 713-7,325250.0,147.58875,127.0475511,37.5007064
서울특별시 강남구 역삼동 716,161785.7142857143,70.6842857142857,127.0493831,37.5024446
서울특별시 강남구 역삼동 716-3,320500.0,106.1275,127.0498880,37.5014209
서울특별시 강남구 역삼동 720-25,46846.66666666666,42.2614,127.0427008,37.5014592
서울특별시 강남구 역삼동 722,149500.0,81.013,127.0423208,37.5005747
서울특별시 강남구 역삼동 723-21,107500.0,82.88,127.0411884,37.4995544
서울특별시 강남구 역삼동 727-11,104500.0,124.8,127.0394001,37.4973395
서울특별시 강남구 역삼동 727-2,17625.0,19.1695,127.0391072,37.4979541
서울특별시 강남구 역삼동 727-9,16780.0,12.436,127.0393026,37.4975447
서울특별시 강남구 역삼동 735-15,18300.0,14.92,127.0335015,37.4985331
서울특별시 강남구 역삼동 754,254608.3333333333,101.06916666666667,127.0464368,37.4985802
서울특별시 강남구 역삼동 754-1,196915.15151515152,68.98476363636362,127.0467993,37.4977619
서울특별시 강남구 역삼동 755-1,255500.0,84.5333,127.0499952,37.4997285
서울특별시 강남구 역삼동 755-4,206880.0,69.73472,127.0498940,37.4987845
서울특별시 강남구 역삼동 757,184390.47619047615,63.02190476190477,127.0500650,37.4975233
서울특별시 강남구 역삼동 759-1,153333.33333333334,67.49,127.0476774,37.4971787
서울특별시 강남구 역삼동 761-10,133500.0,59.66,127.0463985,37.4962760
서울특별시 강남구 역삼동 761-9,190000.0,153.65,127.0460839,37.4965704
서울특별시 강남구 역삼동 762-3,205000.0,72.39,127.0472661,37.4951609
서울특별시 강남구 역삼동 763-16,208650.0,70.475,127.0481660,37.4965066
서울특별시 강남구 역삼동 765-32,194500.0,76.282,127.0516177,37.4967739
서울특별시 강남구 역삼동 775-15,100000.0,111.96,127.0421044,37.4962992
서울특별시 강남구 역삼동 783-30,61500.0,43.27,127.0435453,37.4942059
서울특별시 강남구 역삼동 789-29,59000.0,63.03,127.0356756,37.4941653
