아파트명,주소,가격,면적,층수
현대뜨레비앙,종로구 익선동 55,"      37,000",45.5,8층
현대뜨레비앙,종로구 익선동 55,"      31,700",46.64,5층
현대뜨레비앙,종로구 익선동 55,"      35,800",46.64,3층
송림아마레스아파트,종로구 이화동 9-1,"      36,500",84.42,4층
두산,종로구 창신동 232,"      90,000",59.95,8층
종로중흥S클래스,종로구 숭인동 202-3,"      13,500",19.466,7층
종로중흥S클래스,종로구 숭인동 202-3,"      12,000",19.466,10층
종로청계힐스테이트,종로구 숭인동 766,"      85,000",59.9426,2층
오성,종로구 숭인동 888,"      28,000",56.96,4층
종로중흥S클래스,종로구 숭인동 202-3,"      13,450",19.466,13층
삼전솔하임2차,종로구 숭인동 296-19,"      12,200",15,9층
종로중흥S클래스,종로구 숭인동 202-3,"      13,200",17.811,10층
종로중흥S클래스,종로구 숭인동 202-3,"      13,200",17.811,16층
현대,종로구 무악동 82,"     150,000",114.9,5층
진양상가,중구 충무로4가 120-3,"      56,000",71.93,6층
삼성,중구 신당동 843,"     107,500",59.97,6층
청구e편한세상,중구 신당동 852,"     140,000",84.95,1층
동대문와이즈캐슬,중구 흥인동 119,"      13,700",15.55,8층
삼성사이버빌리지,중구 중림동 200,"     142,000",114.77,10층
힐튼빌리지2차,용산구 후암동 244-88,"     141,000",157.37,2층
용암한신,용산구 용산동2가 47-5,"      70,000",72.66,7층
센트레빌아스테리움서울,용산구 동자동 45,"     168,000",128.06,16층
제일1,용산구 도원동 3-4,"      28,500",45.26,4층
리첸시아용산B,용산구 문배동 40-31,"     199,000",145.75,12층
아크로타워,용산구 문배동 24-21,"     183,000",126.3,18층
용산큐브,용산구 문배동 24-4,"      20,000",13.01,17층
아스테리움용산,용산구 한강로2가 419,"     480,000",191.11,35층
센트럴파크,용산구 한강로3가 98,"     370,000",114.5011,36층
한강대우트럼프월드3,용산구 한강로3가 65-230,"     348,000",173.21,13층
현대맨숀,용산구 이촌동 301-162,"     190,000",139.97,12층
대림,용산구 이촌동 395,"     255,000",114.96,10층
북한강(성원),용산구 이촌동 422,"     166,000",59.55,2층
힐탑트레져1동,용산구 한남동 1-44,"     390,000",206.96,10층
한남하우스,용산구 한남동 723-3,"      44,700",60.63,3층
한남더힐,용산구 한남동 810,"     890,000",235.312,3층
텐즈힐(2단지),성동구 상왕십리동 811,"     148,000",84.92,3층
센트라스,성동구 하왕십리동 1070,"     143,000",59.94,7층
텐즈힐(1단지),성동구 하왕십리동 1066,"     154,000",84.88,13층
삼성홈타운,성동구 마장동 834,"      20,000",18.06,3층
현대,성동구 마장동 818,"      80,000",59.91,3층
대림(1차),성동구 응봉동 100,"     138,500",75.51,15층
대림강변타운,성동구 응봉동 15,"     106,000",59.76,7층
신금호파크자이,성동구 금호동2가 1,"     165,000",84.98,14층
