아파트명,주소,가격,면적,층수
광화문스페이스본(106동),종로구 사직동 9-1,"     200,000",163.33,12층
효성쥬얼리시티,종로구 인의동 48-2,"      79,000",84.7,17층
숭인한양LEEPS,종로구 숭인동 1421-2,"      12,200",12.78,7층
경희궁자이(2단지),종로구 홍파동 199,"     169,000",84.8359,12층
갑을아파트,종로구 평창동 595,"      18,900",30.46,6층
인왕산아이파크,종로구 무악동 60,"     155,500",114.931,16층
현대,종로구 무악동 82,"      99,960",84.92,6층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      21,500",22.75,5층
인현상가/신성아파트,중구 인현동2가 192-30,"      27,000",52.1,6층
장충,중구 장충동2가 193-29,"      18,250",62.48,1층
남산타운,중구 신당동 844,"     145,000",114.88,14층
남산타운,중구 신당동 844,"     117,500",84.88,8층
청구e편한세상,중구 신당동 852,"     114,500",84.95,2층
남산타운,중구 신당동 844,"      89,500",59.94,12층
래미안하이베르,중구 신당동 851,"     128,000",117,11층
남산타운,중구 신당동 844,"      90,000",59.94,13층
약수역더시티,중구 신당동 857,"      23,000",19.06,4층
한양I-Class,중구 황학동 787,"      13,500",16.37,14층
DUO302,중구 황학동 819,"      15,500",15.97,17층
롯데캐슬,중구 황학동 2545,"      93,000",84.92,30층
한양I-Class,중구 황학동 787,"      13,500",16.37,13층
한양I-Class,중구 황학동 787,"      13,500",16.37,14층
서울역센트럴자이,중구 만리동2가 176-1,"     164,500",84.972,20층
후암미주,용산구 후암동 423-1,"     105,000",63.44,4층
신주에지앙,용산구 후암동 302,"      85,000",106.83,4층
용산더프라임,용산구 원효로1가 41,"     152,500",84.976,11층
풍전,용산구 원효로4가 109-4,"      90,000",81.72,2층
제일1,용산구 도원동 3-4,"      35,000",45.26,3층
이안용산1차(101동),용산구 문배동 11-14,"     121,600",107.53,3층
지오베르크,용산구 문배동 17-1,"     120,000",84.99,13층
센트럴파크,용산구 한강로3가 98,"     370,000",135.3849,9층
용산시티파크(1단지),용산구 한강로3가 63-389,"     340,000",143.36,22층
한가람,용산구 이촌동 404,"     176,000",84.89,8층
이촌코오롱(A),용산구 이촌동 412,"     131,000",59.82,7층
장미1,용산구 한남동 732-19,"     178,000",78.01,5층
힐탑트레져1동,용산구 한남동 1-44,"     430,000",224.21,3층
리버빌(삼성),용산구 보광동 151,"     140,000",84.74,15층
센트라스,성동구 하왕십리동 1070,"     155,000",84.96,21층
왕십리지웰,성동구 하왕십리동 1064,"      82,500",84.957,11층
센트라스,성동구 하왕십리동 1070,"     108,000",59.94,15층
한진해모로,성동구 하왕십리동 1050,"      95,000",112.26,15층
텐즈힐(1단지),성동구 하왕십리동 1066,"      93,000",84.96,19층
무학현대,성동구 하왕십리동 992,"      73,000",84.675,9층
