아파트명,주소,가격,면적,층수
광화문스페이스본(106동),종로구 사직동 9-1,"     170,000",150.4,8층
광화문스페이스본(106동),종로구 사직동 9-1,"     165,000",144.52,5층
로얄팰리스스위트,종로구 수송동 85,"      30,200",29.31,17층
로얄팰리스스위트,종로구 수송동 85,"      30,000",29.31,12층
대성스카이렉스,종로구 견지동 110,"     115,000",116.03,9층
이지마루종로,종로구 효제동 126-2,"      35,300",25.55,10층
이지마루종로,종로구 효제동 126-2,"      34,800",24.44,10층
이지마루종로,종로구 효제동 126-2,"      33,800",20.87,14층
이지마루종로,종로구 효제동 126-2,"      35,800",26.65,14층
이지마루종로,종로구 효제동 126-2,"      35,500",25.55,12층
이지마루종로,종로구 효제동 126-2,"      33,800",20.87,10층
이지마루종로,종로구 효제동 126-2,"      35,500",25.55,14층
이지마루종로,종로구 효제동 126-2,"      34,800",26.33,11층
이지마루종로,종로구 효제동 126-2,"      29,800",19.31,15층
이지마루종로,종로구 효제동 126-2,"      34,800",24.44,8층
이지마루종로,종로구 효제동 126-2,"      35,000",26.65,5층
삼흥,종로구 창신동 638-45,"      55,000",57.42,4층
창신쌍용2,종로구 창신동 703,"      70,000",54.7,6층
두산,종로구 창신동 232,"      83,000",59.95,8층
흥인,종로구 창신동 627-21,"      43,000",56.88,5층
덕산,종로구 창신동 639-50,"      61,700",59.28,1층
덕산,종로구 창신동 639-50,"      61,700",59.28,1층
창신쌍용2,종로구 창신동 703,"      76,500",64.66,8층
종로센트레빌,종로구 숭인동 2-1,"      97,300",59.92,12층
삼전솔하임2차,종로구 숭인동 296-19,"      12,450",14.69,8층
종로동광모닝스카이,종로구 숭인동 1421-1,"      10,700",15.855,13층
경희궁자이(2단지),종로구 홍파동 199,"     200,000",84.944,3층
경희궁자이(2단지),종로구 홍파동 199,"     239,500",101.991,13층
동아,종로구 교북동 101,"      83,000",59.98,4층
경희궁자이(4단지),종로구 교북동 126,"      89,400",37.2635,9층
대성아파트,종로구 행촌동 41-1,"      18,000",19.27,7층
밀레니엄,종로구 평창동 179-5,"      74,700",108.18,2층
밀레니엄,종로구 평창동 179-5,"      74,700",108.18,2층
갑을아파트,종로구 평창동 595,"      30,000",53.33,9층
인왕산아이파크,종로구 무악동 60,"     151,000",114.931,2층
남산트라팰리스,중구 남대문로5가 827,"     200,000",148.47,9층
남산트라팰리스,중구 남대문로5가 827,"     200,000",148.47,9층
SK리더스뷰남산,중구 회현동1가 206,"     170,000",122.7,15층
남산롯데캐슬아이리스,중구 회현동1가 208,"      72,000",33.81,15층
진양상가,중구 충무로4가 120-3,"      47,000",71.93,10층
남산센트럴자이,중구 충무로4가 306,"     117,000",80.473,7층
인현상가/신성아파트,중구 인현동2가 192-30,"      50,000",86.71,5층
신신(1차),중구 신당동 432-1972,"      20,700",53.88,3층
남산타운,중구 신당동 844,"     170,000",114.88,13층
신당동파라다이스,중구 신당동 846,"      82,000",59.9,10층
남산타운,중구 신당동 844,"     125,000",59.94,17층
약수하이츠,중구 신당동 842,"     112,000",57.63,9층
신당푸르지오,중구 신당동 850,"     160,000",145.1,6층
신신(2차),중구 신당동 432-1957,"      35,000",59.04,5층
삼성,중구 신당동 843,"     110,000",59.98,17층
약수하이츠,중구 신당동 842,"     161,500",114.92,9층
래미안하이베르,중구 신당동 851,"     137,000",84.98,13층
푸른마을(B),중구 신당동 432-922,"      20,800",59.37,3층
신당아르브,중구 신당동 160-5,"      13,950",16.87,3층
삼성,중구 신당동 843,"     107,000",59.97,22층
약수역더시티,중구 신당동 857,"      26,500",18.86,7층
남산타운,중구 신당동 844,"     152,000",84.88,16층
남산타운,중구 신당동 844,"     125,000",59.94,13층
신당푸르지오,중구 신당동 850,"     131,300",84.39,12층
동대문와이즈캐슬,중구 흥인동 119,"      14,000",15.55,9층
롯데캐슬,중구 황학동 2545,"      90,000",59.94,29층
롯데캐슬,중구 황학동 2545,"      89,500",59.94,20층
롯데캐슬,중구 황학동 2545,"      89,000",59.94,19층
신당블루카운티,중구 황학동 846,"      65,000",59.98,4층
한양I-Class,중구 황학동 787,"      12,000",16.37,16층
롯데캐슬,중구 황학동 2545,"      99,000",59.94,31층
위너빌(Winnervill),중구 황학동 1200,"      34,100",29.79,7층
위너빌(Winnervill),중구 황학동 1200,"      35,150",28.55,8층
롯데캐슬,중구 황학동 2545,"      99,500",59.91,20층
순화동더샵,중구 순화동 151,"     120,000",84.9,15층
성요셉,중구 중림동 149,"      34,000",49.59,2층
삼성사이버빌리지,중구 중림동 200,"     130,000",59.93,17층
브라운스톤남산,용산구 후암동 458,"     170,000",166.56,3층
센트레빌아스테리움서울,용산구 동자동 45,"     185,000",145.2,22층
한강타운,용산구 산천동 204,"      95,000",59.69,6층
리버힐삼성,용산구 산천동 193,"     170,000",114.48,13층
한강타운,용산구 산천동 204,"      95,000",59.69,4층
리버힐삼성,용산구 산천동 193,"     133,000",84.98,11층
산호,용산구 원효로4가 118-16,"     250,000",113.77,11층
강변삼성스위트,용산구 원효로4가 178,"     156,500",72.84,11층
효창맨션,용산구 효창동 5-495,"      55,000",59.6,7층
용산케이씨씨스위첸,용산구 효창동 286,"     134,500",59.95,2층
제일1,용산구 도원동 3-4,"      18,300",45.26,3층
삼성래미안,용산구 도원동 23,"     163,000",84.69,5층
용산큐브,용산구 문배동 24-4,"      19,000",13.01,19층
리첸시아용산B,용산구 문배동 40-31,"     152,000",84.98,16층
아크로타워,용산구 문배동 24-21,"     145,000",84.97,21층
용산큐브,용산구 문배동 24-4,"      18,900",13.01,14층
용산큐브,용산구 문배동 24-4,"      19,300",13.01,15층
용산e편한세상,용산구 신계동 48,"     190,000",84.21,19층
용산e편한세상,용산구 신계동 48,"     209,000",84.89,25층
센트럴파크,용산구 한강로1가 216-11,"      71,500",28.94,2층
대우월드마크용산,용산구 한강로1가 64,"     250,000",166.37,34층
한강로대우아이빌,용산구 한강로2가 2-11,"      43,000",32.39,13층
벽산메가트리움,용산구 한강로2가 2-8,"     161,000",125.68,24층
용산파크타워(24-1),용산구 용산동5가 24-1,"     370,000",158.33,29층
용산파크타워(24-0),용산구 용산동5가 24,"     280,000",131.53,25층
센트럴파크,용산구 한강로3가 98,"     325,000",114.8905,19층
용산시티파크(1단지),용산구 한강로3가 63-389,"     550,000",242.26,41층
동부센트레빌,용산구 이촌동 418,"     173,500",84.65,2층
이촌코오롱(A),용산구 이촌동 412,"     180,000",59.82,22층
한강(대우),용산구 이촌동 415,"     269,000",134.13,10층
이촌동삼성리버스위트,용산구 이촌동 426,"     360,000",234.53,10층
리버뷰,용산구 이촌동 300-27,"     147,000",135.77,8층
한강(대우),용산구 이촌동 415,"     269,000",134.13,10층
동부센트레빌,용산구 이촌동 418,"     193,000",84.65,5층
리버뷰,용산구 이촌동 300-27,"     147,000",135.77,8층
동부센트레빌,용산구 이촌동 418,"     230,000",100.92,14층
한가람,용산구 이촌동 404,"     182,000",59.88,19층
래미안첼리투스,용산구 이촌동 436,"     376,998",124.02,13층
우성,용산구 이촌동 399-1,"     165,000",58.2,7층
현대맨숀,용산구 이촌동 301-162,"     262,000",173.16,4층
강변,용산구 이촌동 193-3,"     103,000",66.08,-1층
현대맨숀,용산구 이촌동 301-162,"     265,000",139.97,11층
현대맨숀,용산구 이촌동 301-162,"     280,000",139.97,7층
이촌코오롱(A),용산구 이촌동 412,"     227,000",84.78,10층
파르크한남,용산구 한남동 410,"   1,080,000",268.67,2층
한남더힐,용산구 한남동 810,"     680,000",208.478,4층
르가든더메인한남,용산구 한남동 386,"     970,000",228.34,6층
힐탑트레져1동,용산구 한남동 1-44,"     290,000",206.96,3층
현대안성타워,용산구 한남동 737-28,"      68,400",50.85,10층
한남아이파크애비뉴,용산구 한남동 828,"     118,000",47.8105,14층
한남더힐,용산구 한남동 810,"     700,000",208.478,2층
한남더힐,용산구 한남동 810,"     700,000",208.478,2층
현대하이페리온,용산구 한남동 805,"     350,000",197.22,8층
주미,용산구 보광동 260-6,"     170,000",69.45,6층
텐즈힐(2단지),성동구 상왕십리동 811,"     120,000",55.2,4층
센트럴큐브,성동구 상왕십리동 12-47,"      28,000",19.42,20층
텐즈힐(2단지),성동구 상왕십리동 811,"     140,000",59.96,11층
벽산,성동구 하왕십리동 258,"     110,000",71.33,13층
왕십리자이,성동구 하왕십리동 1071,"     138,000",59.99,12층
