아파트명,주소,가격,면적,층수
신동아블루아광화문의꿈,종로구 필운동 254,"     140,000",111.97,8층
광화문스페이스본(101동~105동),종로구 사직동 9,"     146,000",108.07,1층
경희궁파크팰리스,종로구 내수동 95,"     180,000",147.62,2층
경희궁의아침2단지,종로구 내수동 71,"     177,000",124.17,4층
로얄팰리스스위트,종로구 수송동 85,"      36,800",39.67,13층
현대뜨레비앙,종로구 익선동 55,"      33,000",46.64,3층
이지마루종로,종로구 효제동 126-2,"      34,800",26.33,8층
포레스트힐시티,종로구 효제동 65-2,"      19,500",16.672,9층
이지마루종로,종로구 효제동 126-2,"      35,500",25.55,13층
이지마루종로,종로구 효제동 126-2,"      35,800",26.65,9층
이지마루종로,종로구 효제동 126-2,"      35,800",26.65,13층
이지마루종로,종로구 효제동 126-2,"      46,500",25.55,11층
이지마루종로,종로구 효제동 126-2,"      35,800",26.65,10층
이지마루종로,종로구 효제동 126-2,"      33,800",24.44,11층
이지마루종로,종로구 효제동 126-2,"      34,800",24.44,14층
이지마루종로,종로구 효제동 126-2,"      34,800",26.65,15층
이지마루종로,종로구 효제동 126-2,"      33,800",20.87,11층
이지마루종로,종로구 효제동 126-2,"      33,800",20.87,8층
이지마루종로,종로구 효제동 126-2,"      35,500",25.55,16층
이지마루종로,종로구 효제동 126-2,"      34,800",24.44,15층
아남1,종로구 명륜2가 4,"     115,000",84.9,8층
창신쌍용1,종로구 창신동 702,"      73,000",54.7,3층
두산,종로구 창신동 232,"      87,000",59.95,18층
두산,종로구 창신동 232,"     114,000",84.9,17층
두산,종로구 창신동 232,"     112,500",84.9,8층
덕산,종로구 창신동 639-50,"      61,700",59.28,3층
삼전솔하임4차,종로구 숭인동 318-2,"      13,000",15.09,14층
종로청계힐스테이트,종로구 숭인동 766,"      97,000",59.9426,9층
"동문(비동,씨동)(494-0)",종로구 숭인동 494,"      51,500",59.94,7층
종로유케이201,종로구 숭인동 201-11,"       9,800",12.08,12층
종로동광모닝스카이,종로구 숭인동 1421-1,"      11,150",15.855,10층
종로센트레빌,종로구 숭인동 2-1,"      90,000",59.92,7층
삼전솔하임2차,종로구 숭인동 296-19,"      13,000",16.67,9층
경희궁자이(3단지),종로구 평동 233,"     170,000",59.9425,3층
경희궁자이(2단지),종로구 홍파동 199,"     194,500",84.614,2층
경희궁자이(2단지),종로구 홍파동 199,"     209,000",84.8359,9층
경희궁자이(2단지),종로구 홍파동 199,"     221,800",84.614,5층
경희궁자이(4단지),종로구 교북동 126,"      90,300",37.2635,8층
롯데낙천대,종로구 평창동 72,"      96,000",84.21,12층
갑을아파트,종로구 평창동 595,"      18,500",30.46,7층
삼성,종로구 평창동 596,"      65,000",59.97,14층
삼성,종로구 평창동 596,"      66,500",59.97,6층
삼성,종로구 평창동 596,"      70,000",59.97,5층
SK리더스뷰남산,중구 회현동1가 206,"     347,000",244.74,29층
SK리더스뷰남산,중구 회현동1가 206,"     225,000",205.62,17층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      34,800",35.57,14층
삼성파크빌,중구 을지로5가 39-1,"      70,000",84.85,9층
오장동오팰리오,중구 오장동 139-7,"      44,000",29.48,10층
오렌지카운티을지로,중구 오장동 145-1,"      13,700",12.26,15층
신당역솔하임,중구 신당동 140-23,"      17,000",14.08,15층
청구e편한세상,중구 신당동 852,"     124,000",59.89,1층
신당KCC스위첸,중구 신당동 856,"     125,000",59.7807,12층
남산타운,중구 신당동 844,"     178,000",114.88,17층
남산타운,중구 신당동 844,"     172,000",114.88,10층
삼성,중구 신당동 843,"     125,000",114.91,1층
노블레스2,중구 신당동 432-1653,"     153,750",94.38,5층
남산타운,중구 신당동 844,"     153,000",84.88,13층
약수역더시티,중구 신당동 857,"      24,500",18.86,8층
래미안하이베르,중구 신당동 851,"     138,000",84.98,8층
신당KCC스위첸,중구 신당동 856,"     131,000",72.2733,6층
초원,중구 신당동 432-479,"      34,000",59.97,3층
청계천두산위브더제니스,중구 흥인동 13-1,"     169,000",123.8073,30층
청계천두산위브더제니스,중구 흥인동 13-1,"     148,000",92.1357,17층
롯데캐슬,중구 황학동 2545,"      92,500",59.91,32층
성요셉,중구 중림동 149,"      25,500",41.32,5층
센트레빌아스테리움서울,용산구 동자동 45,"     186,000",149.05,15층
리버힐삼성,용산구 산천동 193,"     182,000",114.48,17층
리버힐삼성,용산구 산천동 193,"     140,000",59.55,13층
강변삼성스위트,용산구 원효로4가 178,"     138,500",59.94,6층
효창팰리스2차,용산구 효창동 5-49,"      94,800",84.03,2층
용산롯데캐슬센터포레,용산구 효창동 287,"     158,000",59.9525,6층
삼성래미안,용산구 도원동 23,"     143,000",59.94,9층
삼성래미안,용산구 도원동 23,"     174,000",114.99,22층
삼성래미안,용산구 도원동 23,"     165,000",114.99,12층
용산KCC웰츠타워,용산구 문배동 11-10,"     164,000",84.68,23층
용산큐브,용산구 문배동 24-4,"      19,500",13.01,20층
대우월드마크용산,용산구 한강로1가 64,"     206,000",133.085,17층
한강로대우아이빌,용산구 한강로2가 2-11,"      33,000",28.22,13층
용산파크타워(24-1),용산구 용산동5가 24-1,"     480,000",205.29,25층
용산파크타워(24-0),용산구 용산동5가 24,"     260,000",100.29,32층
한강자이에클라트,용산구 한강로3가 16-85,"     115,000",68.59,17층
한강자이에클라트,용산구 한강로3가 16-85,"     125,000",80.77,20층
한가람,용산구 이촌동 404,"     190,000",59.88,13층
한강맨숀,용산구 이촌동 300-23,"     400,000",120.56,4층
강변,용산구 이촌동 193-3,"     120,000",63.93,5층
LG한강자이,용산구 이촌동 430,"     345,000",169.44,22층
한가람,용산구 이촌동 404,"     184,900",59.88,9층
한가람,용산구 이촌동 404,"     238,000",84.89,22층
한가람,용산구 이촌동 404,"     181,500",59.88,4층
한가람,용산구 이촌동 404,"     190,000",59.88,10층
동부센트레빌,용산구 이촌동 418,"     250,000",100.92,18층
G&D용산드림,용산구 이촌동 212-41,"      71,000",18.55,5층
북한강(성원),용산구 이촌동 422,"     188,000",59.55,19층
이태원(이테크빌),용산구 이태원동 730,"     160,000",84.48,3층
성아1,용산구 한남동 263-10,"      48,000",44.73,11층
나인원한남,용산구 한남동 829,"     840,000",273.4125,1층
태성1,용산구 한남동 644-2,"      80,000",59.95,4층
한남동동원베네스트,용산구 한남동 522-1,"     130,000",81.83,3층
신동아,용산구 서빙고동 241-21,"     450,000",210.25,12층
센트럴큐브,성동구 상왕십리동 12-47,"      26,000",19.42,15층
텐즈힐(1단지),성동구 하왕십리동 1066,"     175,000",84.88,11층
상리제나우스,성동구 하왕십리동 966-18,"      14,000",12.84,8층
벽산,성동구 하왕십리동 258,"     136,000",114.46,3층
센트라스,성동구 하왕십리동 1070,"     173,000",84.96,15층
무학현대,성동구 하왕십리동 992,"      96,000",84.675,2층
벽산,성동구 하왕십리동 258,"     134,000",84.94,10층
센트라스,성동구 하왕십리동 1070,"     183,300",84.96,9층
센트라스,성동구 하왕십리동 1070,"     172,000",84.89,7층
왕십리KCC스위첸,성동구 하왕십리동 1002,"     140,000",84.897,10층
왕십리KCC스위첸,성동구 하왕십리동 1002,"     120,500",64.244,9층
센트라스,성동구 하왕십리동 1070,"      99,000",40.94,21층
왕십리자이,성동구 하왕십리동 1071,"     160,000",84.99,12층
홍익한신,성동구 홍익동 119-1,"      65,000",69.26,3층
삼성,성동구 마장동 817,"     128,000",84.93,13층
현대,성동구 마장동 818,"      98,000",59.94,17층
삼성,성동구 마장동 817,"     105,000",59.76,12층
마장동중앙하이츠,성동구 마장동 819,"     110,000",84.8,2층
서울숲 한신 더 휴,성동구 행당동 349,"     124,000",59.91,7층
행당한진타운,성동구 행당동 346,"     159,500",114.62,3층
서울숲 한신 더 휴,성동구 행당동 349,"     126,500",59.91,17층
행당한진타운,성동구 행당동 346,"     143,000",84.71,13층
서울숲삼부아파트,성동구 행당동 147,"     145,000",84.09,1층
행당두산위브,성동구 행당동 375,"     130,000",59.99,9층
행당한진타운,성동구 행당동 346,"     115,000",59.96,22층
서울숲 한신 더 휴,성동구 행당동 349,"     155,000",84.95,13층
서울숲 한신 더 휴,성동구 행당동 349,"     155,000",84.95,13층
행당한진타운,성동구 행당동 346,"     160,000",114.62,9층
서울숲리버그린동아아파트,성동구 응봉동 276,"     119,500",59.98,10층
대림강변타운,성동구 응봉동 15,"     173,000",114.88,13층
이편한세상금호파크힐스,성동구 금호동1가 280,"     205,500",116.134,9층
벽산,성동구 금호동1가 633,"     146,000",84.82,3층
금호삼성래미안,성동구 금호동1가 1500,"     136,000",84.45,12층
벽산,성동구 금호동1가 633,"     140,000",84.82,1층
래미안하이리버,성동구 금호동2가 1217,"     160,000",84.98,5층
신금호파크자이,성동구 금호동2가 1,"     165,000",84.98,1층
래미안하이리버,성동구 금호동2가 1217,"     187,500",114.32,10층
래미안하이리버,성동구 금호동2가 1217,"     165,000",84.99,12층
신금호파크자이,성동구 금호동2가 1,"     177,500",84.98,4층
두산,성동구 금호동3가 1331,"     129,000",79.08,14층
