아파트명,주소,가격,면적,층수
현대뜨레비앙,종로구 익선동 55,"      31,000",28.1,9층
현대뜨레비앙,종로구 익선동 55,"      37,500",48.54,2층
현대뜨레비앙,종로구 익선동 55,"      40,000",48.54,7층
CS타워,종로구 충신동 62-2,"      16,000",21.94,5층
종로중흥S클래스,종로구 숭인동 202-3,"      13,570",19.466,7층
삼전솔하임2차,종로구 숭인동 296-19,"      13,000",16.67,8층
종로중흥S클래스,종로구 숭인동 202-3,"      13,300",17.811,8층
남산트라팰리스,중구 남대문로5가 827,"     205,000",116.11,27층
남산롯데캐슬아이리스,중구 회현동1가 208,"     205,000",133.98,20층
남산롯데캐슬아이리스,중구 회현동1가 208,"      88,000",44.99,30층
평화,중구 회현동1가 97-2,"      60,000",58.02,1층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      21,800",22.75,16층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      21,800",22.75,16층
약수역더시티,중구 신당동 857,"      25,000",18.86,3층
신당푸르지오,중구 신당동 850,"     105,500",59.85,10층
청구e편한세상,중구 신당동 852,"     162,000",84.96,10층
삼성,중구 신당동 843,"     103,500",84.96,3층
위더스하임,중구 흥인동 142-1,"      29,200",23.82,7층
그랜드힐오피스텔,중구 황학동 19,"      16,500",24.15,10층
덕수궁롯데캐슬,중구 순화동 217,"     160,000",82.3212,19층
동자,용산구 동자동 19-8,"      50,000",44,1층
용산큐브,용산구 문배동 24-4,"      19,100",13.01,16층
용산큐브,용산구 문배동 24-4,"      19,550",13.01,20층
센트럴파크,용산구 한강로3가 98,"     200,100",92.7398,28층
강촌,용산구 이촌동 402,"     255,000",114.595,8층
대림,용산구 이촌동 395,"     210,000",84.78,8층
현대한강,용산구 이촌동 400,"     205,000",84.88,22층
동아그린,용산구 이촌동 411,"      97,000",43.02,5층
동원베네스트,용산구 이촌동 434,"     140,100",84.973,11층
한남해피트리,용산구 한남동 827,"     130,000",65.17,1층
