주소,평균가격,평균면적
서울특별시 강남구 개포동 1164-14,50000.0,57.93
서울특별시 강남구 개포동 12,109269.56521739131,41.55572463768116
서울특별시 강남구 개포동 12-2,247500.0,134.3
서울특별시 강남구 개포동 1260-4,149000.0,137.82
서울특별시 강남구 개포동 1280,233472.41379310345,75.24743103448276
서울특별시 강남구 개포동 1282,209515.58441558442,70.93220779220779
서울특별시 강남구 개포동 138,244215.0,72.11393749999999
서울특별시 강남구 개포동 177,292500.0,124.36
서울특별시 강남구 개포동 179,191166.66666666666,79.61
서울특별시 강남구 개포동 185,222340.9090909091,70.93909090909091
서울특별시 강남구 개포동 187,223714.2857142857,72.03714285714285
서울특별시 강남구 개포동 189,246977.77777777778,64.14666666666666
서울특별시 강남구 개포동 649,263363.63636363635,124.25454545454545
서울특별시 강남구 개포동 651-1,232500.0,106.9767
서울특별시 강남구 개포동 652,302666.6666666667,133.21166666666667
서울특별시 강남구 개포동 653,217166.66666666666,95.40000000000002
서울특별시 강남구 개포동 654,275700.0,122.42600000000002
서울특별시 강남구 개포동 655-2,182000.0,77.75
서울특별시 강남구 개포동 658-1,212000.0,79.97
서울특별시 강남구 논현동 103,93375.0,66.15
서울특별시 강남구 논현동 105,212916.66666666666,96.13833333333334
서울특별시 강남구 논현동 105-4,142000.0,84.94
서울특별시 강남구 논현동 106,120200.0,45.519999999999996
서울특별시 강남구 논현동 107-44,115500.0,74.758
서울특별시 강남구 논현동 108-2,43750.0,33.875
서울특별시 강남구 논현동 180-6,90000.0,102.0
서울특별시 강남구 논현동 195-1,129000.0,84.9876
서울특별시 강남구 논현동 196,42250.0,36.305
서울특별시 강남구 논현동 205-2,102000.0,67.671
서울특별시 강남구 논현동 211-21,119807.0,43.392
서울특별시 강남구 논현동 212-13,127000.0,84.9943
서울특별시 강남구 논현동 216-1,90000.0,82.6
서울특별시 강남구 논현동 217-34,73000.0,74.6
서울특별시 강남구 논현동 22,121983.33333333333,59.44833333333333
서울특별시 강남구 논현동 221-7,21162.5,16.2
서울특별시 강남구 논현동 245,406666.6666666667,164.96333333333334
서울특별시 강남구 논현동 252-1,176000.0,110.778
서울특별시 강남구 논현동 267-23,161000.0,142.48
서울특별시 강남구 논현동 276-1,270333.3333333333,113.087
서울특별시 강남구 논현동 44-8,85000.0,80.4
서울특별시 강남구 논현동 58-2,36750.0,36.29
서울특별시 강남구 논현동 62-3,140000.0,85.12
서울특별시 강남구 대치동 1014-3,223444.44444444444,86.45259259259258
서울특별시 강남구 대치동 1016-2,160000.0,84.78
서울특별시 강남구 대치동 1025,295000.0,121.0894
서울특별시 강남구 대치동 1027,371068.9655172414,103.79827586206896
서울특별시 강남구 대치동 1029,290142.85714285716,84.70484285714285
서울특별시 강남구 대치동 1030,231733.33333333334,74.25796666666666
서울특별시 강남구 대치동 1031,170000.0,79.52
서울특별시 강남구 대치동 316,225959.45945945947,79.74963963963965
서울특별시 강남구 대치동 500,348150.0,115.59875
서울특별시 강남구 대치동 503,338642.85714285716,115.08357142857143
서울특별시 강남구 대치동 506,359785.71428571426,124.55
서울특별시 강남구 대치동 511,318188.0,115.6974
서울특별시 강남구 대치동 63,267250.0,110.44
서울특별시 강남구 대치동 65,267187.5,107.15875
서울특별시 강남구 대치동 66,288350.0,116.766
서울특별시 강남구 대치동 670,453105.2631578947,144.49578947368423
서울특별시 강남구 대치동 888,248470.58823529413,81.3835294117647
서울특별시 강남구 대치동 890-49,26000.0,28.34
서울특별시 강남구 대치동 891-23,32000.0,34.32666666666667
서울특별시 강남구 대치동 891-26,33928.57142857143,35.932857142857145
서울특별시 강남구 대치동 891-28,73000.0,59.96
서울특별시 강남구 대치동 891-6,54011.11111111111,42.22
서울특별시 강남구 대치동 902,318000.0,145.875
서울특별시 강남구 대치동 910-6,190000.0,137.4
서울특별시 강남구 대치동 914-8,102500.0,83.525
서울특별시 강남구 대치동 963,200000.0,55.86
서울특별시 강남구 대치동 974,206894.73684210525,81.03684210526316
서울특별시 강남구 대치동 985,273333.3333333333,110.39
