아파트명,주소,가격,면적,층수
신현(101동),종로구 신교동 6-13,"      80,000",84.82,1층
킹스매너,종로구 내수동 110-15,"     175,000",201.82,3층
효성쥬얼리시티,종로구 인의동 48-2,"      95,000",92.81,15층
효성쥬얼리시티,종로구 인의동 48-2,"     105,000",106.81,8층
덕산,종로구 창신동 639-50,"      53,000",59.28,5층
창신쌍용1,종로구 창신동 702,"      74,500",54.7,9층
창신쌍용2,종로구 창신동 703,"      64,400",54.7,3층
창신쌍용1,종로구 창신동 702,"      86,000",79.87,8층
창신쌍용2,종로구 창신동 703,"      67,800",54.7,6층
창신쌍용2,종로구 창신동 703,"      69,900",64.66,7층
MID그린(6동),종로구 창신동 601-7,"      56,500",59.04,6층
두산,종로구 창신동 232,"      83,000",59.95,20층
창신쌍용2,종로구 창신동 703,"      67,000",54.7,4층
종로유케이201,종로구 숭인동 201-11,"      11,000",12.09,9층
종로중흥S클래스,종로구 숭인동 202-3,"      12,900",17.811,14층
삼전솔하임2차,종로구 숭인동 296-19,"      11,700",16.67,10층
종로동광모닝스카이,종로구 숭인동 1421-1,"      10,800",15.855,11층
종로센트레빌,종로구 숭인동 2-1,"      98,000",59.92,2층
종로청계힐스테이트,종로구 숭인동 766,"     108,500",84.9478,16층
경희궁자이(2단지),종로구 홍파동 199,"     194,500",84.614,18층
르트랑시망,종로구 평창동 102,"     100,000",140.49,1층
부암스카이뷰,종로구 부암동 218-1,"      58,400",81,4층
대아파크빌,종로구 신영동 254,"      39,000",59.22,4층
현대,종로구 무악동 82,"     149,000",114.9,9층
현대,종로구 무악동 82,"      98,950",60,5층
인왕산아이파크,종로구 무악동 60,"     145,000",84.858,12층
현대,종로구 무악동 82,"      94,490",60,6층
남산롯데캐슬아이리스,중구 회현동1가 208,"     164,000",113.46,22층
진양상가,중구 충무로4가 120-3,"      96,000",159.24,9층
진양상가,중구 충무로4가 120-3,"      51,800",71.93,5층
진양상가,중구 충무로4가 120-3,"      55,000",72.6,5층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      20,100",22.75,12층
충무로헤센스마트,중구 충무로5가 90,"      23,000",21.04,2층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      20,000",22.75,14층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      20,000",22.75,14층
인현상가/신성아파트,중구 인현동2가 192-30,"      21,500",40.83,9층
묵정,중구 묵정동 11-67,"      39,000",52.46,1층
장충동라임카운티,중구 장충동1가 105-1,"     315,000",244.47,2층
약수하이츠,중구 신당동 842,"     129,000",84.88,12층
약수역더시티,중구 신당동 857,"      25,200",20.73,6층
신당푸르지오,중구 신당동 850,"     129,000",84.39,22층
신당KCC스위첸,중구 신당동 856,"     110,000",59.4458,7층
약수역더시티,중구 신당동 857,"      25,800",18.86,7층
신당푸르지오,중구 신당동 850,"     106,000",59.85,17층
다다아파트,중구 신당동 432-1982,"      20,000",59.95,2층
남산타운,중구 신당동 844,"     152,000",84.88,8층
신당KCC스위첸,중구 신당동 856,"     129,500",72.9906,9층
(432-904),중구 신당동 432-904,"      20,000",58.59,5층
약수역더시티,중구 신당동 857,"      23,800",18.3,10층
남산타운,중구 신당동 844,"     132,000",84.88,2층
약수하이츠,중구 신당동 842,"      97,000",57.63,12층
약수하이츠,중구 신당동 842,"     135,000",84.88,7층
남산타운,중구 신당동 844,"     130,000",84.88,13층
남산타운,중구 신당동 844,"     153,000",84.88,14층
청구e편한세상,중구 신당동 852,"     150,000",84.95,8층
삼성,중구 신당동 843,"     103,000",59.97,16층
신당KCC스위첸,중구 신당동 856,"     128,000",72.9906,6층
남산타운,중구 신당동 844,"     129,000",84.88,9층
한진해모로,중구 신당동 845,"      92,000",59.76,6층
삼성,중구 신당동 843,"     121,000",84.96,13층
현대,중구 신당동 840,"      94,000",83.97,4층
삼성,중구 신당동 843,"     102,000",59.98,16층
약수역더시티,중구 신당동 857,"      24,000",18.86,8층
동산,중구 신당동 432-579,"      21,000",53.76,2층
삼성,중구 신당동 843,"     101,700",59.98,18층
동산,중구 신당동 432-579,"      24,000",46.53,4층
신신(2차),중구 신당동 432-1957,"      24,600",59.04,1층
DUO302,중구 황학동 819,"      15,000",15.97,18층
황학아크로타워,중구 황학동 2523,"     130,000",134.301,13층
롯데캐슬,중구 황학동 2545,"     118,000",84.92,17층
롯데캐슬,중구 황학동 2545,"     107,500",84.9,26층
롯데캐슬,중구 황학동 2545,"      89,000",59.91,13층
롯데캐슬,중구 황학동 2545,"     109,700",84.97,33층
롯데캐슬,중구 황학동 2545,"     114,000",84.97,23층
롯데캐슬,중구 황학동 2545,"     110,000",84.92,12층
롯데캐슬,중구 황학동 2545,"      92,500",59.94,25층
롯데캐슬,중구 황학동 2545,"     101,000",84.97,10층
롯데캐슬,중구 황학동 2545,"      86,500",59.94,28층
롯데캐슬,중구 황학동 2545,"      86,500",59.94,28층
롯데캐슬,중구 황학동 2545,"      89,900",59.94,29층
롯데캐슬,중구 황학동 2545,"     140,000",114.9,21층
성요셉,중구 중림동 149,"      37,000",68,6층
화인,용산구 후암동 244-99,"     120,000",143.25,2층
용산더프라임,용산구 원효로1가 41,"     163,000",84.976,12층
용산더프라임,용산구 원효로1가 41,"     173,000",84.976,34층
로얄카운티-3,용산구 원효로1가 17-66,"     128,000",130.93,6층
세방리버하이빌,용산구 신창동 102,"      98,500",84.54,4층
세방리버하이빌,용산구 신창동 102,"     111,000",84.54,3층
리버힐삼성,용산구 산천동 193,"     140,000",84.98,14층
리버힐삼성,용산구 산천동 193,"     149,000",114.48,8층
리버힐삼성,용산구 산천동 193,"     140,000",84.98,4층
풍전,용산구 원효로4가 109-4,"     124,000",100.46,4층
강변삼성스위트,용산구 원효로4가 178,"     115,000",59.94,5층
풍전,용산구 원효로4가 109-4,"     100,000",81.72,4층
산호,용산구 원효로4가 118-16,"     165,000",78.06,12층
강변삼성스위트,용산구 원효로4가 178,"     157,000",84.9,4층
풍전,용산구 원효로4가 109-4,"      90,000",67.04,2층
산호,용산구 원효로4가 118-16,"     180,000",86.12,7층
산호,용산구 원효로4가 118-16,"     124,500",40.46,9층
용산케이씨씨스위첸,용산구 효창동 286,"     139,000",59.98,15층
효창아트빌2차,용산구 효창동 5-158,"      68,000",72.1,7층
효창맨션,용산구 효창동 5-495,"      53,000",66.12,4층
용산롯데캐슬센터포레,용산구 효창동 287,"     180,000",84.9204,10층
예빌리지,용산구 효창동 5-262,"      74,500",84.83,3층
용산케이씨씨스위첸,용산구 효창동 286,"     140,000",59.97,3층
용산케이씨씨스위첸,용산구 효창동 286,"     164,000",84.92,18층
용산롯데캐슬센터포레,용산구 효창동 287,"     184,000",84.909,14층
세양청마루,용산구 효창동 268,"     118,500",84.18,3층
삼성래미안,용산구 도원동 23,"     115,000",59.94,16층
삼성래미안,용산구 도원동 23,"     118,000",59.94,9층
삼성래미안,용산구 도원동 23,"     118,300",59.94,20층
삼성하이츠,용산구 용문동 38-76,"      85,000",84.39,4층
지오베르크,용산구 문배동 17-1,"     115,000",76.02,5층
이안용산프리미어,용산구 문배동 3-3,"     154,000",110.14,16층
이안용산프리미어,용산구 문배동 3-3,"     153,000",109.74,28층
아크로타워,용산구 문배동 24-21,"     163,500",126.3,23층
용산e편한세상,용산구 신계동 48,"     168,000",84.21,1층
용산파크자이,용산구 한강로1가 50-1,"     140,000",133.09,14층
벽산메가트리움,용산구 한강로2가 2-8,"     153,000",84.97,23층
벽산메가트리움,용산구 한강로2가 2-8,"     159,500",84.97,27층
용산파크타워(24-1),용산구 용산동5가 24-1,"     349,000",180.62,23층
용산파크타워(24-1),용산구 용산동5가 24-1,"     388,000",158.33,32층
용산시티파크(1단지),용산구 한강로3가 63-389,"     258,000",146.56,21층
용산시티파크(1단지),용산구 한강로3가 63-389,"     246,000",146.53,8층
래미안첼리투스,용산구 이촌동 436,"     327,998",124.35,26층
현대한강,용산구 이촌동 400,"     163,000",84.88,7층
우성,용산구 이촌동 399-1,"     199,500",114.74,4층
동부센트레빌,용산구 이촌동 418,"     210,000",100.92,25층
한강(대우),용산구 이촌동 415,"     200,000",84.98,20층
우성,용산구 이촌동 399-1,"     214,000",114.74,11층
한가람,용산구 이촌동 404,"     158,000",59.88,2층
한가람,용산구 이촌동 404,"     158,000",59.88,1층
한강(대우),용산구 이촌동 415,"     168,000",60,18층
현대맨숀,용산구 이촌동 301-162,"     215,000",146.38,9층
강촌,용산구 이촌동 402,"     190,000",106.645,1층
LG한강자이,용산구 이촌동 430,"     435,000",203.21,12층
리버뷰,용산구 이촌동 300-27,"     146,500",152.3,7층
대림,용산구 이촌동 395,"     201,000",114.96,14층
리버뷰,용산구 이촌동 300-27,"     146,500",152.3,7층
동부센트레빌,용산구 이촌동 418,"     194,500",100.92,6층
한강(대우),용산구 이촌동 415,"     195,000",84.98,17층
강변,용산구 이촌동 193-3,"      80,000",66.08,3층
강서,용산구 이촌동 193-5,"      80,000",53.26,1층
동부센트레빌,용산구 이촌동 418,"     183,000",84.65,6층
강촌,용산구 이촌동 402,"     165,000",59.12,15층
한강(대우),용산구 이촌동 415,"     197,000",84.94,3층
대림,용산구 이촌동 395,"     170,000",84.78,14층
대림,용산구 이촌동 395,"     178,000",84.78,15층
동아그린,용산구 이촌동 411,"     125,000",59.58,20층
한강(대우),용산구 이촌동 415,"     250,000",134.13,24층
래미안첼리투스,용산구 이촌동 436,"     430,000",124.02,46층
한강(대우),용산구 이촌동 415,"     208,000",84.98,7층
현대맨숀,용산구 이촌동 301-162,"     239,998",139.97,7층
청화1,용산구 이태원동 22-2,"     228,000",142.71,3층
청화1,용산구 이태원동 22-2,"     190,000",105.72,11층
남산대림,용산구 이태원동 729,"     130,000",59.92,2층
한남동리첸시아,용산구 한남동 72-1,"      73,000",37.53,10층
