아파트명,주소,가격,면적,층수
세종,종로구 당주동 100,"      88,000",91.46,10층
현대뜨레비앙,종로구 익선동 55,"      34,700",45.5,7층
이지마루종로,종로구 효제동 126-2,"      35,500",26.65,8층
이지마루종로,종로구 효제동 126-2,"      34,800",26.33,7층
이지마루종로,종로구 효제동 126-2,"      35,000",26.65,4층
이지마루종로,종로구 효제동 126-2,"      34,800",24.44,6층
포레스트힐시티,종로구 효제동 65-2,"      28,500",18.505,9층
이화에수풀,종로구 연건동 195-10,"      19,900",16.98,8층
CS타워,종로구 충신동 62-2,"      14,000",21.94,6층
아남1,종로구 명륜2가 4,"     116,000",84.9,10층
창림,종로구 창신동 639-20,"      50,000",58.62,3층
창신쌍용2,종로구 창신동 703,"      69,000",54.7,13층
삼흥,종로구 창신동 638-45,"      52,000",57.42,1층
삼전솔하임2차,종로구 숭인동 296-19,"      10,200",16.67,5층
종로청계힐스테이트,종로구 숭인동 766,"      97,500",59.9426,5층
종로아인스빌,종로구 숭인동 1392-1,"      12,000",12.15,11층
할리우드파크아파트,종로구 숭인동 56-135,"      61,000",68.77,2층
삼전솔하임4차,종로구 숭인동 318-2,"      11,300",15.09,17층
롯데캐슬천지인,종로구 숭인동 76,"     128,500",112.54,11층
경희궁자이(2단지),종로구 홍파동 199,"     170,000",59.895,5층
일성빌라트,종로구 평창동 145-5,"      65,000",59.82,5층
구암하이빌,종로구 신영동 105-22,"      46,000",84.94,1층
인왕산2차아이파크,종로구 무악동 88,"     134,000",84.0283,7층
현대,종로구 무악동 82,"     137,990",84.92,19층
충무로엘크루메크로시티2차,중구 충무로5가 36-2,"      31,400",35.55,2층
묵정,중구 묵정동 11-67,"      54,400",52.46,8층
장충,중구 장충동2가 193-29,"      12,500",31.24,6층
신당아르브,중구 신당동 160-5,"      14,000",18.08,3층
현대,중구 신당동 840,"     120,000",139.275,2층
현대,중구 신당동 840,"      90,000",66.6,15층
약수하이츠,중구 신당동 842,"     150,000",84.88,17층
약수하이츠,중구 신당동 842,"     122,000",84.88,16층
인성아트빌,중구 신당동 432-502,"      18,700",59.72,2층
청구e편한세상,중구 신당동 852,"     159,000",84.95,10층
청구e편한세상,중구 신당동 852,"     155,000",84.95,9층
란스미어,중구 신당동 404-2,"      68,500",75.85,4층
신당KCC스위첸,중구 신당동 856,"     125,000",59.7807,7층
남산타운,중구 신당동 844,"     116,000",59.94,14층
DUO302,중구 황학동 819,"      15,700",15.97,18층
한양I-Class,중구 황학동 787,"      12,500",16.37,13층
롯데캐슬,중구 황학동 2545,"     125,000",84.97,25층
삼정아트테라스정동,중구 정동 37,"      20,000",14.9024,2층
삼정아트테라스정동,중구 정동 37,"      49,000",36.7834,2층
후암맨션,용산구 후암동 1-20,"      74,500",72.13,6층
후암,용산구 후암동 244-106,"      65,000",84.11,2층
리버힐삼성,용산구 산천동 193,"     135,000",59.55,17층
풍전,용산구 원효로4가 109-4,"     111,000",81.72,6층
효창파크푸르지오,용산구 효창동 274,"     148,000",59.41,9층
