아파트명,주소,가격,면적,층수
광화문스페이스본(101동~105동),종로구 사직동 9,"     145,000",108.07,9층
경희궁파크팰리스,종로구 내수동 95,"     185,000",146.39,13층
경희궁파크팰리스,종로구 내수동 95,"     185,000",146.39,13층
아르젠종로,종로구 연지동 163-3,"      38,000",47.24,13층
이화에수풀,종로구 연건동 195-10,"      18,800",16.98,11층
CS타워,종로구 충신동 62-2,"      17,000",21.94,15층
동대문,종로구 창신동 328-17,"      45,000",28.8,1층
창신쌍용1,종로구 창신동 702,"      60,000",54.7,7층
종로청계힐스테이트,종로구 숭인동 766,"      74,000",59.9426,10층
종로청계힐스테이트,종로구 숭인동 766,"      72,000",59.9426,18층
종로청계힐스테이트,종로구 숭인동 766,"      72,000",59.9426,18층
종로아인스빌,종로구 숭인동 1392-1,"      11,700",12.15,11층
버넷하임1,종로구 숭인동 1421,"      12,100",17.96,13층
경희궁자이(3단지),종로구 평동 233,"     141,000",59.8547,4층
경희궁자이(2단지),종로구 홍파동 199,"     134,000",59.8547,16층
경희궁자이(2단지),종로구 홍파동 199,"     189,000",84.8359,13층
경희궁자이(2단지),종로구 홍파동 199,"     181,000",84.614,13층
경희궁자이(2단지),종로구 홍파동 199,"     139,500",59.895,15층
일성빌라트,종로구 평창동 145-5,"      65,000",84.99,5층
경희궁롯데캐슬,종로구 무악동 89,"     117,000",59.6737,4층
현대,종로구 무악동 82,"     105,950",84.92,9층
현대,종로구 무악동 82,"     105,950",84.92,9층
남산롯데캐슬아이리스,중구 회현동1가 208,"     225,000",187.44,31층
상지리츠빌장충동카일룸,중구 장충동1가 104,"     590,000",244.75,4층
현대,중구 신당동 840,"      84,000",122.275,8층
래미안하이베르,중구 신당동 851,"      92,000",59.74,7층
약수하이츠,중구 신당동 842,"      95,000",65.37,4층
남산타운,중구 신당동 844,"     147,000",114.88,17층
신당아르브,중구 신당동 160-5,"      15,000",18.08,4층
남산타운,중구 신당동 844,"      96,000",59.94,9층
청구e편한세상,중구 신당동 852,"     180,000",118.31,8층
한진해모로,중구 신당동 845,"      68,000",59.76,7층
래미안하이베르,중구 신당동 851,"     101,000",84.85,7층
신당푸르지오,중구 신당동 850,"     104,000",84.39,13층
스위스빌라,중구 신당동 432-2000,"      16,000",38.53,1층
남산타운,중구 신당동 844,"      90,000",59.94,17층
남산타운,중구 신당동 844,"      94,500",59.94,10층
약수하이츠,중구 신당동 842,"     100,000",57.63,9층
래미안하이베르,중구 신당동 851,"      90,000",59.95,12층
동대문와이즈캐슬,중구 흥인동 119,"      15,000",15.55,15층
위더스하임,중구 흥인동 142-1,"      30,900",23.82,9층
한양I-Class,중구 황학동 787,"      12,600",16.37,13층
롯데캐슬,중구 황학동 2545,"      86,000",84.89,16층
롯데캐슬,중구 황학동 2545,"      70,000",59.94,17층
롯데캐슬,중구 황학동 2545,"      74,000",59.91,20층
황학아크로타워,중구 황학동 2523,"     100,000",84.965,12층
DUO302,중구 황학동 819,"      16,500",15.97,12층
롯데캐슬,중구 황학동 2545,"      74,800",59.94,25층
DUO302,중구 황학동 819,"      16,000",15.97,12층
롯데캐슬,중구 황학동 2545,"      90,000",84.92,31층
순화동더샵,중구 순화동 151,"     110,000",84.9,12층
삼성사이버빌리지,중구 중림동 200,"     130,000",114.77,14층
서울역센트럴자이,중구 만리동2가 176-1,"     156,000",84.9791,14층
몬테피오레,용산구 후암동 41-1,"      77,100",82.06,3층
용암한신,용산구 용산동2가 47-5,"      60,000",67.93,6층
센트레빌아스테리움서울,용산구 동자동 45,"     208,000",181.5,32층
용산파크뷰(46-3),용산구 원효로1가 46-3,"      49,500",27.57,15층
한강타운,용산구 산천동 204,"      80,000",59.69,8층
리버힐삼성,용산구 산천동 193,"     140,000",114.48,11층
강변삼성스위트,용산구 원효로4가 178,"     123,000",59.94,12층
효창파크푸르지오,용산구 효창동 274,"     155,000",84.45,19층
삼성래미안,용산구 도원동 23,"     106,000",59.94,9층
제일1,용산구 도원동 3-4,"      24,500",45.26,1층
프라임펠리스,용산구 문배동 24-8,"      16,000",13.69,17층
용산e편한세상,용산구 신계동 48,"     159,000",84.89,6층
센트럴파크,용산구 한강로3가 98,"     320,000",114.8905,27층
센트럴파크,용산구 한강로3가 98,"     279,800",114.8905,22층
한강맨숀,용산구 이촌동 300-23,"     395,000",120.56,5층
삼익,용산구 이촌동 300-301,"     173,300",105.36,1층
로얄맨숀,용산구 이촌동 301-10,"     190,000",186.12,6층
로얄맨숀,용산구 이촌동 301-10,"     189,998",186.12,6층
두산위브트레지움,용산구 이촌동 301-155,"     131,000",89.09,12층
한남더힐,용산구 한남동 810,"     282,000",59.686,1층
장미1,용산구 한남동 732-19,"     170,000",75.31,2층
트윈빌에이동,용산구 한남동 26-5,"     450,000",222.69,5층
주미,용산구 보광동 260-6,"     145,000",69.39,10층
주미,용산구 보광동 260-6,"     143,000",69.45,5층
텐즈힐(2단지),성동구 상왕십리동 811,"      90,000",55.2,4층
텐즈힐(2단지),성동구 상왕십리동 811,"     190,000",157.29,13층
텐즈힐(2단지),성동구 상왕십리동 811,"     105,000",59.96,13층
왕십리자이,성동구 하왕십리동 1071,"     105,000",59.99,17층
벽산,성동구 하왕십리동 258,"      91,000",84.94,9층
텐즈힐(1단지),성동구 하왕십리동 1066,"     133,000",84.96,21층
벽산,성동구 하왕십리동 258,"      87,000",84.94,7층
왕십리자이,성동구 하왕십리동 1071,"     104,800",59.99,12층
텐즈힐(1단지),성동구 하왕십리동 1066,"     128,000",84.96,16층
텐즈힐(1단지),성동구 하왕십리동 1066,"     128,000",84.96,16층
무학현대,성동구 하왕십리동 992,"      74,000",84.675,10층
왕십리풍림아이원,성동구 하왕십리동 1061,"      82,200",59.936,13층
센트라스,성동구 하왕십리동 1070,"     112,000",59.99,19층
센트라스,성동구 하왕십리동 1070,"     110,000",59.93,12층
센트라스,성동구 하왕십리동 1070,"      77,000",40.94,18층
센트라스,성동구 하왕십리동 1070,"      77,000",40.94,18층
센트라스,성동구 하왕십리동 1070,"     109,500",59.94,8층
왕십리풍림아이원,성동구 하왕십리동 1061,"      82,200",59.936,15층
왕십리KCC스위첸,성동구 하왕십리동 1002,"      97,000",64.244,12층
센트라스,성동구 하왕십리동 1070,"      78,200",40.94,5층
텐즈힐(1단지),성동구 하왕십리동 1066,"     136,750",84.88,2층
왕십리풍림아이원,성동구 하왕십리동 1061,"      88,500",59.936,14층
왕십리풍림아이원,성동구 하왕십리동 1061,"      82,000",59.936,7층
삼성홈타운,성동구 마장동 834,"      17,000",14.27,3층
삼성,성동구 마장동 817,"     118,000",134.97,18층
현대,성동구 마장동 818,"      69,200",59.91,6층
현대,성동구 마장동 818,"      72,500",59.94,27층
왕십리금호어울림,성동구 마장동 820,"      85,000",59.97,13층
현대,성동구 마장동 818,"      69,000",59.91,13층
현대,성동구 마장동 818,"      70,500",59.91,12층
