아파트명,주소,가격,면적,층수
청운현대,종로구 청운동 56-45,"     130,000",129.76,2층
광화문스페이스본(106동),종로구 사직동 9-1,"     150,000",144.52,6층
경희궁의아침2단지,종로구 내수동 71,"     175,000",174.55,4층
경희궁의아침2단지,종로구 내수동 71,"     175,000",174.55,4층
경희궁의아침3단지,종로구 내수동 72,"     180,000",123.13,13층
경희궁의아침3단지,종로구 내수동 72,"     180,000",123.13,13층
대성스카이렉스,종로구 견지동 110,"     127,000",149.8,11층
현대뜨레비앙,종로구 익선동 55,"      29,800",45.5,5층
현대뜨레비앙,종로구 익선동 55,"      29,500",45.5,4층
효성쥬얼리시티,종로구 인의동 48-2,"      86,500",84.98,9층
CS타워,종로구 충신동 62-2,"      15,000",22.17,7층
송림아마레스아파트,종로구 명륜1가 2-12,"      63,000",84.62,1층
아남1,종로구 명륜2가 4,"     110,000",84.9,7층
명륜동주상복합아남아파트,종로구 명륜2가 237,"     160,000",172.17,8층
명륜동주상복합아남아파트,종로구 명륜2가 237,"     160,000",172.17,8층
창신쌍용2,종로구 창신동 703,"      65,000",64.66,14층
창신쌍용2,종로구 창신동 703,"      88,000",115.53,2층
창신쌍용2,종로구 창신동 703,"      67,500",64.66,7층
창신쌍용2,종로구 창신동 703,"      74,000",79.87,14층
일우,종로구 창신동 602,"      31,000",59.3,4층
두산,종로구 창신동 232,"      92,000",84.9,5층
창신쌍용1,종로구 창신동 702,"      73,000",79.87,2층
창신쌍용2,종로구 창신동 703,"      64,000",64.66,4층
창신이수,종로구 창신동 23-816,"      83,500",84.5,9층
두산,종로구 창신동 232,"     102,000",84.9,6층
창림,종로구 창신동 639-20,"      32,000",59.67,4층
창신쌍용2,종로구 창신동 703,"      61,500",54.7,8층
창신쌍용2,종로구 창신동 703,"      74,000",79.87,7층
창신쌍용1,종로구 창신동 702,"      63,500",54.7,9층
롯데캐슬천지인,종로구 숭인동 76,"     107,750",111.73,5층
종로청계힐스테이트,종로구 숭인동 766,"      84,000",59.9426,8층
