아파트명,주소,가격,면적,층수
청운현대,종로구 청운동 56-45,"     113,000",103.67,4층
경희궁의아침4단지,종로구 내수동 73,"     215,000",145.96,5층
신문로맨션,종로구 신문로1가 238,"      65,000",81.28,8층
신문로맨션,종로구 신문로1가 238,"      65,000",81.28,8층
현대뜨레비앙,종로구 익선동 55,"      41,000",48.54,6층
이화에수풀,종로구 연건동 195-10,"      21,000",19.86,7층
아남1,종로구 명륜2가 4,"     119,000",84.9,10층
명륜동주상복합아남아파트,종로구 명륜2가 237,"     205,000",172.17,3층
명륜동주상복합아남아파트,종로구 명륜2가 237,"     205,000",172.17,3층
두산,종로구 창신동 232,"      84,000",59.95,1층
종로청계힐스테이트,종로구 숭인동 766,"     100,500",84.9478,20층
종로중흥S클래스,종로구 숭인동 202-3,"      13,650",19.466,9층
삼전솔하임4차,종로구 숭인동 318-2,"      14,500",15.09,17층
종로센트레빌,종로구 숭인동 2-1,"      95,000",84.92,2층
종로청계힐스테이트,종로구 숭인동 766,"      80,000",59.9426,10층
롯데캐슬천지인,종로구 숭인동 76,"      90,000",84.95,4층
경희궁자이(3단지),종로구 평동 233,"     165,000",77.6543,2층
경희궁자이(3단지),종로구 평동 233,"     185,000",84.8359,4층
경희궁자이(3단지),종로구 평동 233,"     148,200",59.7547,5층
경희궁자이(3단지),종로구 평동 233,"     177,000",77.6543,4층
경희궁자이(3단지),종로구 평동 233,"     150,000",59.8547,2층
경희궁자이(2단지),종로구 홍파동 199,"     200,000",84.9443,19층
경희궁자이(2단지),종로구 홍파동 199,"     188,000",84.8359,20층
경희궁자이(2단지),종로구 홍파동 199,"     310,000",138.6533,8층
경희궁자이(2단지),종로구 홍파동 199,"     183,000",84.9895,7층
경희궁자이(2단지),종로구 홍파동 199,"     278,000",116.9383,18층
경희궁자이(2단지),종로구 홍파동 199,"     196,500",84.8359,12층
경희궁자이(2단지),종로구 홍파동 199,"     153,500",59.895,11층
경희궁자이(2단지),종로구 홍파동 199,"     250,000",101.9914,18층
경희궁자이(2단지),종로구 홍파동 199,"     155,000",59.895,4층
경희궁자이(2단지),종로구 홍파동 199,"     195,000",84.8359,15층
일성빌라트,종로구 평창동 145-5,"      71,600",84.99,4층
갑을아파트,종로구 평창동 595,"      18,900",32.56,9층
벽산블루밍평창힐스,종로구 평창동 45,"     148,000",155.97,4층
현대,종로구 무악동 82,"     126,950",114.9,7층
현대,종로구 무악동 82,"      70,990",60,1층
현대,종로구 무악동 82,"      84,750",60,8층
현대,종로구 무악동 82,"     119,950",84.92,10층
현대,종로구 무악동 82,"      80,990",60,7층
경희궁롯데캐슬,종로구 무악동 89,"     147,500",84.8792,14층
남산트라팰리스,중구 남대문로5가 827,"     215,000",116.11,35층
삼풍,중구 회현동1가 146-1,"      43,000",63.88,9층
남산롯데캐슬아이리스,중구 회현동1가 208,"      88,500",44.99,22층
