아파트명,주소,가격,면적,층수
광화문스페이스본(101동~105동),종로구 사직동 9,"     174,000",146.92,3층
광화문스페이스본(101동~105동),종로구 사직동 9,"     185,000",160.85,7층
경희궁의아침4단지,종로구 내수동 73,"     213,000",150.77,12층
경희궁의아침4단지,종로구 내수동 73,"     180,000",124.17,13층
경희궁의아침4단지,종로구 내수동 73,"     173,000",124.17,14층
현대뜨레비앙,종로구 익선동 55,"      38,000",46.64,3층
현대뜨레비앙,종로구 익선동 55,"      42,000",39.9,8층
포레스트힐시티,종로구 효제동 65-2,"      17,000",16.672,4층
MID그린(4동),종로구 창신동 601-5,"      39,800",59.55,1층
종로중흥S클래스,종로구 숭인동 202-3,"      13,400",19.466,13층
블루빌,종로구 숭인동 243,"      28,000",44.56,5층
삼전솔하임4차,종로구 숭인동 318-2,"      13,400",15.09,15층
삼전솔하임4차,종로구 숭인동 318-2,"      13,400",15.09,15층
종로중흥S클래스,종로구 숭인동 202-3,"      13,800",19.466,7층
종로청계힐스테이트,종로구 숭인동 766,"     100,000",84.9478,20층
버넷하임1,종로구 숭인동 1421,"      12,600",17.96,15층
종로아인스빌,종로구 숭인동 1392-1,"      11,000",12.15,10층
경희궁자이(3단지),종로구 평동 233,"     170,000",77.6543,13층
경희궁자이(3단지),종로구 평동 233,"     149,000",59.8547,7층
경희궁자이(3단지),종로구 평동 233,"     189,500",84.8359,18층
경희궁자이(3단지),종로구 평동 233,"     184,000",84.8359,9층
경희궁자이(3단지),종로구 평동 233,"     187,000",84.8359,6층
경희궁자이(2단지),종로구 홍파동 199,"     183,000",84.8359,14층
크래스빌,종로구 평창동 46-1,"     103,000",194.59,5층
현대,종로구 무악동 82,"      79,790",60,7층
현대,종로구 무악동 82,"      69,970",60,2층
현대,종로구 무악동 82,"      70,000",60,2층
경희궁롯데캐슬,종로구 무악동 89,"     112,000",59.6737,2층
현대,종로구 무악동 82,"      86,990",60,5층
경희궁롯데캐슬,종로구 무악동 89,"     114,000",59.6737,3층
인왕산아이파크,종로구 무악동 60,"     120,000",84.858,14층
현대,종로구 무악동 82,"     118,900",84.92,9층
현대,종로구 무악동 82,"      82,800",60,14층
SK리더스뷰남산,중구 회현동1가 206,"     270,000",205.62,14층
쌍용남산플래티넘,중구 회현동2가 87,"     170,000",139.8,19층
인현상가/신성아파트,중구 인현동2가 192-30,"      29,500",41.62,8층
인현상가/신성아파트,중구 인현동2가 192-30,"      31,000",41.62,8층
장충동라임카운티,중구 장충동1가 105-1,"     260,000",172.4,10층
장충동라임카운티,중구 장충동1가 105-1,"     200,000",157.94,10층
오장동오팰리오,중구 오장동 139-7,"      47,000",29.48,12층
이지마루오장,중구 오장동 206-34,"      43,000",41.38,14층
오장동오팰리오,중구 오장동 139-7,"      46,000",29.48,8층
힐스테이트세운센트럴2단지,중구 입정동 280,"      81,300",49.9619,15층
삼성,중구 신당동 843,"      84,000",59.97,8층
남산타운,중구 신당동 844,"     116,000",84.88,1층
남산타운,중구 신당동 844,"      92,000",59.94,15층
남산타운,중구 신당동 844,"      95,000",59.94,17층
청구e편한세상,중구 신당동 852,"     139,500",84.96,8층
삼성,중구 신당동 843,"     106,000",84.96,10층
현대,중구 신당동 840,"      75,000",66.6,13층
남산타운,중구 신당동 844,"     119,000",84.88,17층
신당아르브,중구 신당동 160-5,"      15,500",18.08,4층
남산타운,중구 신당동 844,"     119,000",84.88,17층
남산타운,중구 신당동 844,"      95,000",59.94,13층
남산타운,중구 신당동 844,"     154,500",114.88,18층
남산타운,중구 신당동 844,"     114,700",84.88,13층
래미안하이베르,중구 신당동 851,"      88,000",59.95,1층
남산타운,중구 신당동 844,"     129,500",84.88,7층
남산타운,중구 신당동 844,"      97,500",59.94,15층
남산타운,중구 신당동 844,"      95,000",59.94,8층
청구e편한세상,중구 신당동 852,"     140,000",84.95,8층
신당KCC스위첸,중구 신당동 856,"     104,800",72.9906,10층
남산타운,중구 신당동 844,"      92,500",59.94,17층
동대문와이즈캐슬,중구 흥인동 119,"      14,200",15.55,12층
동대문와이즈캐슬,중구 흥인동 119,"      14,300",15.55,9층
동대문솔하임,중구 흥인동 8,"      20,500",19.6,18층
롯데캐슬,중구 황학동 2545,"      92,000",84.89,33층
롯데캐슬,중구 황학동 2545,"      79,700",59.91,32층
DUO302,중구 황학동 819,"      16,000",15.97,8층
롯데캐슬,중구 황학동 2545,"      64,500",59.94,30층
롯데캐슬,중구 황학동 2545,"      79,000",59.91,33층
롯데캐슬,중구 황학동 2545,"      78,500",59.94,28층
롯데캐슬,중구 황학동 2545,"      76,500",59.94,15층
롯데캐슬,중구 황학동 2545,"      95,000",84.89,32층
삼정아트테라스정동,중구 정동 37,"      37,500",18.6574,6층
삼정아트테라스정동,중구 정동 37,"      38,200",22.4734,5층
덕수궁롯데캐슬,중구 순화동 217,"     149,500",82.3212,4층
순화동더샵,중구 순화동 151,"      74,000",64.01,9층
바비엥3,중구 순화동 215,"      65,000",70.46,13층
바비엥3,중구 순화동 215,"      56,500",65.71,14층
삼성사이버빌리지,중구 중림동 200,"     106,000",59.7,3층
삼성사이버빌리지,중구 중림동 200,"     121,000",84.93,16층
삼성사이버빌리지,중구 중림동 200,"     128,000",84.93,7층
삼성사이버빌리지,중구 중림동 200,"     160,500",114.77,17층
브라운스톤서울,중구 중림동 355,"     126,000",117.742,10층
서울역센트럴자이,중구 만리동2가 176-1,"     153,000",84.972,21층
용산파크뷰(46-3),용산구 원효로1가 46-3,"      50,000",27.57,18층
리첸시아용산A,용산구 원효로1가 133-3,"     157,000",122.85,14층
리첸시아용산A,용산구 원효로1가 133-3,"     180,000",187.87,23층
용산더프라임,용산구 원효로1가 41,"     182,500",114.218,15층
리버힐삼성,용산구 산천동 193,"      93,000",59.55,2층
리버힐삼성,용산구 산천동 193,"     125,000",84.98,13층
리버힐삼성,용산구 산천동 193,"     125,000",84.98,13층
산호,용산구 원효로4가 118-16,"     174,000",103.67,3층
제일1,용산구 도원동 3-4,"      30,000",45.26,1층
삼성래미안,용산구 도원동 23,"     138,000",84.69,9층
브라운스톤,용산구 용문동 90,"      98,000",59.94,10층
용산KCC웰츠타워,용산구 문배동 11-10,"     167,000",97.83,24층
용산파크자이,용산구 한강로1가 50-1,"     215,000",162.04,8층
삼각아파트,용산구 한강로1가 231-23,"     150,000",79.34,4층
대우월드마크용산,용산구 한강로1가 64,"     130,000",96.645,5층
용산파크타워(24-0),용산구 용산동5가 24,"     243,000",100.29,35층
센트럴파크,용산구 한강로3가 98,"     300,000",102.8617,39층
한가람,용산구 이촌동 404,"     229,000",114.96,18층
한가람,용산구 이촌동 404,"     146,500",59.88,9층
동아그린,용산구 이촌동 411,"      98,000",43.02,7층
한강맨숀,용산구 이촌동 300-23,"     334,000",87.54,2층
한강맨숀,용산구 이촌동 300-23,"     409,000",120.56,5층
왕궁,용산구 이촌동 300-11,"     224,500",102.48,1층
이촌코오롱(A),용산구 이촌동 412,"     220,000",114.69,14층
한가람,용산구 이촌동 404,"     155,000",59.88,18층
왕궁,용산구 이촌동 300-11,"     240,000",102.48,4층
한강맨숀,용산구 이촌동 300-23,"     418,000",120.56,4층
강촌,용산구 이촌동 402,"     143,000",59.12,18층
한가람,용산구 이촌동 404,"     249,000",114.96,12층
한가람,용산구 이촌동 404,"     155,000",59.88,20층
이촌코오롱(A),용산구 이촌동 412,"     185,000",84.78,16층
한가람,용산구 이촌동 404,"     180,000",84.96,18층
이촌코오롱(A),용산구 이촌동 412,"     149,000",59.82,9층
강촌,용산구 이촌동 402,"     145,000",59.12,17층
한가람,용산구 이촌동 404,"     156,000",59.88,11층
강촌,용산구 이촌동 402,"     207,000",106.645,18층
이촌코오롱(A),용산구 이촌동 412,"     145,000",59.82,8층
정우,용산구 이촌동 302-69,"     205,000",257.85,11층
강촌,용산구 이촌동 402,"     182,000",84.85,20층
동부센트레빌,용산구 이촌동 418,"     193,000",101.14,15층
한가람,용산구 이촌동 404,"     195,000",84.96,17층
우성,용산구 이촌동 399-1,"     138,000",58.2,20층
한강(대우),용산구 이촌동 415,"     181,000",84.98,10층
동부센트레빌,용산구 이촌동 418,"     187,000",101.14,4층
이촌코오롱(A),용산구 이촌동 412,"     210,000",114.69,7층
주공1,용산구 이태원동 728,"     140,000",84.66,1층
한남더힐,용산구 한남동 810,"     270,000",59.686,4층
트윈빌에이동,용산구 한남동 26-5,"     250,000",170.68,1층
신동아,용산구 서빙고동 241-21,"     367,000",166.98,3층
텐즈힐(2단지),성동구 상왕십리동 811,"     129,000",84.9,10층
텐즈힐(2단지),성동구 상왕십리동 811,"     113,000",59.98,5층
텐즈힐(2단지),성동구 상왕십리동 811,"     114,800",59.96,15층
텐즈힐(2단지),성동구 상왕십리동 811,"     135,000",84.92,3층
왕십리지웰,성동구 하왕십리동 1064,"      90,000",84.957,4층
센트라스,성동구 하왕십리동 1070,"     135,000",84.96,17층
센트라스,성동구 하왕십리동 1070,"      75,000",40.94,14층
금호베스트빌,성동구 하왕십리동 1052,"      69,500",59.79,6층
텐즈힐(1단지),성동구 하왕십리동 1066,"     185,000",148.94,1층
센트라스,성동구 하왕십리동 1070,"     118,900",59.95,23층
왕십리풍림아이원,성동구 하왕십리동 1061,"      83,000",59.936,17층
센트라스,성동구 하왕십리동 1070,"     154,000",84.99,8층
센트라스,성동구 하왕십리동 1070,"     125,000",84.96,19층
극동미라주,성동구 하왕십리동 1058,"      74,000",59.4,12층
한신무학,성동구 하왕십리동 990,"      81,000",62.41,10층
센트라스,성동구 하왕십리동 1070,"     124,500",59.93,11층
센트라스,성동구 하왕십리동 1070,"     115,500",59.59,25층
센트라스,성동구 하왕십리동 1070,"     154,500",84.96,12층
왕십리자이,성동구 하왕십리동 1071,"     101,000",59.99,20층
센트라스,성동구 하왕십리동 1070,"     115,000",59.94,2층
왕십리풍림아이원,성동구 하왕십리동 1061,"      86,000",59.936,7층
왕십리풍림아이원,성동구 하왕십리동 1061,"     100,000",84.417,16층
왕십리풍림아이원,성동구 하왕십리동 1061,"      98,000",84.417,14층
센트라스,성동구 하왕십리동 1070,"     112,500",59.59,6층
센트라스,성동구 하왕십리동 1070,"     111,000",59.99,5층
왕십리지음재,성동구 하왕십리동 966-19,"      24,300",16.76,10층
왕십리KCC스위첸,성동구 하왕십리동 1002,"      94,000",64.236,4층
센트라스,성동구 하왕십리동 1070,"      77,800",40.94,19층
센트라스,성동구 하왕십리동 1070,"      77,300",40.94,8층
센트라스,성동구 하왕십리동 1070,"     157,500",84.98,16층
세림,성동구 마장동 784,"     100,000",84.93,10층
세림,성동구 마장동 784,"      90,000",72.84,11층
우성에비뉴,성동구 마장동 835,"      60,000",62.13,7층
삼성,성동구 마장동 817,"      80,000",59.76,5층
한양마이라움,성동구 사근동 315,"      16,500",17.99,3층
행당한진타운,성동구 행당동 346,"      91,500",59.96,14층
서울숲행당푸르지오,성동구 행당동 376,"     120,000",84.74,9층
행당한진타운,성동구 행당동 346,"     115,000",114.62,2층
서울숲리버뷰자이,성동구 행당동 380,"     168,000",84.95,18층
행당두산위브,성동구 행당동 375,"     128,500",84.99,8층
서울숲리버뷰자이,성동구 행당동 380,"     169,000",84.98,20층
신동아,성동구 행당동 344,"      77,000",59.97,7층
대림e-편한세상,성동구 행당동 347,"     130,000",114.94,9층
서울숲리버뷰자이,성동구 행당동 380,"     161,000",84.96,21층
대림e-편한세상,성동구 행당동 347,"      89,000",59.96,5층
행당한진타운,성동구 행당동 346,"      93,000",59.96,19층
행당한진타운,성동구 행당동 346,"      83,500",59.96,1층
대림e-편한세상,성동구 행당동 347,"     102,000",84.87,11층
행당한진타운,성동구 행당동 346,"     118,000",84.71,19층
서울숲리버뷰자이,성동구 행당동 380,"     172,000",84.98,26층
서울숲삼부아파트,성동구 행당동 147,"     120,000",84.93,1층
대림e-편한세상,성동구 행당동 347,"      90,000",59.96,13층
대림e-편한세상,성동구 행당동 347,"      54,700",59.96,14층
서울숲삼부아파트,성동구 행당동 147,"     135,000",84.93,8층
서울숲 한신 더 휴,성동구 행당동 349,"      93,500",59.91,4층
서울숲 한신 더 휴,성동구 행당동 349,"     125,000",114.97,3층
두산,성동구 행당동 345,"      90,000",84.87,10층
서울숲 한신 더 휴,성동구 행당동 349,"     103,000",59.91,7층
