아파트명,주소,가격,면적,층수
신현(102동),종로구 신교동 6-11,"     102,000",121.96,5층
광화문스페이스본(101동~105동),종로구 사직동 9,"     146,500",94.51,9층
광화문스페이스본(101동~105동),종로구 사직동 9,"     138,000",95.88,7층
광화문스페이스본(101동~105동),종로구 사직동 9,"     146,500",94.51,9층
광화문스페이스본(101동~105동),종로구 사직동 9,"     200,000",158.99,9층
광화문스페이스본(101동~105동),종로구 사직동 9,"     139,000",94.28,2층
광화문스페이스본(101동~105동),종로구 사직동 9,"     150,000",131.44,7층
경희궁의아침3단지,종로구 내수동 72,"     208,000",150.48,9층
현대뜨레비앙,종로구 익선동 55,"      45,000",45.5,7층
효성쥬얼리시티,종로구 인의동 48-2,"      83,000",84.7,15층
효성쥬얼리시티,종로구 인의동 48-2,"      93,500",84.98,11층
효성쥬얼리시티,종로구 인의동 48-2,"      83,000",84.7,9층
이지마루종로,종로구 효제동 126-2,"      48,500",25.55,9층
CS타워,종로구 충신동 62-2,"      14,950",22.17,11층
명륜동주상복합아남아파트,종로구 명륜2가 237,"     133,000",115.05,3층
두산,종로구 창신동 232,"      84,500",59.95,15층
창신쌍용2,종로구 창신동 703,"      60,000",64.66,3층
창신쌍용1,종로구 창신동 702,"      62,200",54.7,12층
창신쌍용2,종로구 창신동 703,"      90,000",115.53,11층
창신쌍용1,종로구 창신동 702,"      60,000",54.7,14층
창신쌍용1,종로구 창신동 702,"      60,300",54.7,14층
창신쌍용1,종로구 창신동 702,"      75,000",79.87,9층
종로센트레빌,종로구 숭인동 2-1,"      84,000",59.92,4층
롯데캐슬천지인,종로구 숭인동 76,"      92,000",84.95,5층
삼전솔하임2차,종로구 숭인동 296-19,"      12,000",16.67,9층
삼전솔하임2차,종로구 숭인동 296-19,"      12,000",16.67,8층
종로청계힐스테이트,종로구 숭인동 766,"      78,000",59.9426,4층
오성,종로구 숭인동 888,"      18,700",56.96,5층
삼전솔하임2차,종로구 숭인동 296-19,"      11,000",14.69,10층
경희궁자이(3단지),종로구 평동 233,"     181,000",77.6543,18층
경희궁자이(3단지),종로구 평동 233,"     181,000",77.6543,18층
경희궁자이(3단지),종로구 평동 233,"     153,000",59.8547,5층
경희궁자이(2단지),종로구 홍파동 199,"     189,000",84.8359,20층
경희궁자이(2단지),종로구 홍파동 199,"     178,000",84.9895,3층
경희궁자이(2단지),종로구 홍파동 199,"     192,500",84.8359,12층
경희궁자이(2단지),종로구 홍파동 199,"     192,000",84.9895,11층
대성아파트,종로구 행촌동 41-1,"      15,000",19.27,2층
갑을아파트,종로구 평창동 595,"      18,500",30.46,7층
인왕산아이파크,종로구 무악동 60,"     153,000",114.931,10층
현대,종로구 무악동 82,"     117,900",84.92,11층
인왕산2차아이파크,종로구 무악동 88,"     118,000",84.4541,12층
경희궁롯데캐슬,종로구 무악동 89,"     121,000",59.6737,14층
경희궁롯데캐슬,종로구 무악동 89,"     148,000",84.8792,9층
인왕산아이파크,종로구 무악동 60,"     131,000",84.858,7층
현대,종로구 무악동 82,"     125,900",114.9,5층
남산롯데캐슬아이리스,중구 회현동1가 208,"     142,000",113.46,17층
남산롯데캐슬아이리스,중구 회현동1가 208,"     230,000",187.08,6층
남산롯데캐슬아이리스,중구 회현동1가 208,"     145,000",113.46,31층
묵정,중구 묵정동 11-67,"      55,000",52.46,9층
이지마루오장,중구 오장동 206-34,"      30,000",22.46,10층
대림상가,중구 산림동 207-2,"      60,000",83.31,5층
약수하이츠,중구 신당동 842,"      81,000",57.63,6층
삼성,중구 신당동 843,"     125,000",114.91,14층
약수하이츠,중구 신당동 842,"      94,500",57.63,14층
청구e편한세상,중구 신당동 852,"     144,000",84.96,6층
약수하이츠,중구 신당동 842,"     123,000",84.88,13층
남산타운,중구 신당동 844,"      99,000",59.94,14층
태원팰리스,중구 신당동 413-4,"      67,500",73.9,5층
한진해모로,중구 신당동 845,"      87,000",59.76,6층
태원팰리스,중구 신당동 413-4,"      67,500",73.9,5층
신당아르브,중구 신당동 160-5,"      14,500",18.08,3층
래미안하이베르,중구 신당동 851,"     110,000",84.85,9층
약수하이츠,중구 신당동 842,"     132,000",114.92,9층
남산타운,중구 신당동 844,"      94,000",59.94,3층
남산타운,중구 신당동 844,"      96,500",59.94,6층
(432-904),중구 신당동 432-904,"      26,500",59.16,4층
신당푸르지오,중구 신당동 850,"     140,000",145.1,11층
남산타운,중구 신당동 844,"     145,000",114.88,13층
남산타운,중구 신당동 844,"      93,000",59.94,2층
청구e편한세상,중구 신당동 852,"     170,000",118.31,7층
남산타운,중구 신당동 844,"     145,000",114.88,13층
남산타운,중구 신당동 844,"      95,000",59.94,16층
래미안하이베르,중구 신당동 851,"     110,000",84.97,13층
삼성,중구 신당동 843,"      90,000",59.98,6층
남산타운,중구 신당동 844,"     116,500",84.88,2층
남산타운,중구 신당동 844,"     120,000",84.88,4층
청구e편한세상,중구 신당동 852,"     140,000",84.95,10층
남산타운,중구 신당동 844,"     121,300",84.88,14층
약수하이츠,중구 신당동 842,"      75,000",57.63,3층
래미안하이베르,중구 신당동 851,"     113,000",84.97,11층
프라임2,중구 신당동 432-2837,"      68,000",82.17,3층
신당KCC스위첸,중구 신당동 856,"     107,000",72.1079,5층
